ANNOTATION,MEDIATOR,TEST,POTENTIAL_SET,TYPE,TEST_STAT,GREATER,LESS,TWO_SIDED,GREATER.ADJ,LESS.ADJ
mamPhyloP,Maximum FST,Correlation Test,2,NA,-0.06576768,0.89081145,0.1091886,0.2183771,0.9654207623978203,0.6170197122507123
mamPhyloP,Maximum FST,Correlation Test,3,NA,0.05968898,0.15553484,0.8444652,0.3110697,0.9654207623978203,0.8551257165013525
verPhyloP,Maximum FST,Correlation Test,1,NA,-0.008473775,0.57751648,0.4224835,0.844967,0.9654207623978203,0.6795087869456067
verPhyloP,Maximum FST,Correlation Test,2,NA,-0.0624622,0.87877161,0.1212284,0.2424568,0.9654207623978203,0.6170197122507123
verPhyloP,Maximum FST,Correlation Test,3,NA,0.05698311,0.16677645,0.8332236,0.3335529,0.9654207623978203,0.8460308343580469
GerpN,Maximum FST,Correlation Test,1,NA,-0.09683922,0.98758791,0.01241209,0.02482418,0.9889213,0.6170197122507123
GerpN,Maximum FST,Correlation Test,2,NA,-0.01364977,0.60099462,0.39900538,0.79801075,0.9654207623978203,0.6795087869456067
GerpN,Maximum FST,Correlation Test,3,NA,0.07563911,0.09872952,0.90127048,0.19745904,0.9654207623978203,0.9036845973571429
GerpS,Maximum FST,Correlation Test,1,NA,0.008861614,0.4188337,0.5811663,0.8376675,0.9654207623978203,0.7164578376560788
GerpS,Maximum FST,Correlation Test,2,NA,-0.04624231,0.807147,0.192853,0.385706,0.9654207623978203,0.6170197122507123
GerpS,Maximum FST,Correlation Test,3,NA,0.0640823,0.1375344,0.8624656,0.2750687,0.9654207623978203,0.8709971841726619
bStatistic,Maximum FST,Correlation Test,1,NA,-0.02473735,0.7152464,0.28475363,0.56950725,0.9654207623978203,0.6430886975318
bStatistic,Maximum FST,Correlation Test,2,NA,-0.0761251,0.9220639,0.07793609,0.15587219,0.9654207623978203,0.6170197122507123
bStatistic,Maximum FST,Correlation Test,3,NA,-0.02953554,0.691168,0.30883201,0.61766403,0.9654207623978203,0.6458442220297952
LINSIGHT,Maximum FST,Correlation Test,1,NA,0.03808048,0.18946,0.81054,0.3789201,0.9654207623978203,0.8282406005459508
LINSIGHT,Maximum FST,Correlation Test,2,NA,8.519399e-5,0.4993637,0.5006363,0.9987274,0.9654207623978203,0.6931000127050183
LINSIGHT,Maximum FST,Correlation Test,3,NA,0.0577411,0.1631561,0.8368439,0.3263122,0.9654207623978203,0.8489392047877146
Funseq.Value,Maximum FST,Correlation Test,1,NA,-0.18519711,0.55929236,0.4407076,0.8814153,0.9654207623978203,0.6804437325225718
Funseq.Value,Maximum FST,Correlation Test,2,NA,NA,NA,NA,NA,NA,NA
Funseq.Value,Maximum FST,Correlation Test,3,NA,NA,NA,NA,NA,NA,NA
Aloft.Value,Maximum FST,Correlation Test,1,NA,NA,NA,NA,NA,NA,NA
Aloft.Value,Maximum FST,Correlation Test,2,NA,NA,NA,NA,NA,NA,NA
Aloft.Value,Maximum FST,Correlation Test,3,NA,NA,NA,NA,NA,NA,NA
CpG,Maximum FST,Correlation Test,1,NA,-0.08141357,0.9703089,0.02969115,0.05938229,0.9763950669354838,0.6170197122507123
CpG,Maximum FST,Correlation Test,2,NA,-0.03949544,0.7705814,0.22941855,0.45883711,0.9654207623978203,0.6242664359232615
CpG,Maximum FST,Correlation Test,3,NA,-0.0298323,0.6941685,0.3058315,0.611663,0.9654207623978203,0.6458442220297952
GC,Maximum FST,Correlation Test,1,NA,-0.07475351,0.95824451,0.04175549,0.08351099,0.9694671934504505,0.6170197122507123
GC,Maximum FST,Correlation Test,2,NA,-0.08465461,0.94408136,0.05591864,0.11183729,0.9654207623978203,0.6170197122507123
GC,Maximum FST,Correlation Test,3,NA,-0.02648351,0.67389292,0.32610708,0.65221415,0.9654207623978203,0.65588536391907315
Fathmm.XF,Maximum FST,Correlation Test,1,NA,-0.05852859,0.9119772,0.088022794,0.17604559,0.9654207623978203,0.6170197122507123
Fathmm.XF,Maximum FST,Correlation Test,2,NA,-0.1217383,0.9889213,0.011078718,0.02215744,0.9889213,0.6170197122507123
Fathmm.XF,Maximum FST,Correlation Test,3,NA,0.06169752,0.1471004,0.852899571,0.29420086,0.9654207623978203,0.8628884848945947
FIRE Score,Maximum FST,Correlation Test,1,NA,0.09942201,0.01066424,0.9893358,0.02132849,0.9654207623978203,0.9893358
FIRE Score,Maximum FST,Correlation Test,2,NA,0.0595355,0.13229822,0.8677018,0.26459643,0.9654207623978203,0.8754978628930816
FIRE Score,Maximum FST,Correlation Test,3,NA,-0.01550218,0.60402563,0.3959744,0.79194874,0.9654207623978203,0.6795087869456067
ENCFF093VXI,Maximum FST,Correlation Test,1,TSS,-0.09684193,0.89060885,0.10939115,0.2187823,0.9654207623978203,0.6170197122507123
ENCFF093VXI,Maximum FST,Correlation Test,1,AVE,-0.10286797,0.90434139,0.09565861,0.1913172,0.9654207623978203,0.6170197122507123
ENCFF093VXI,Maximum FST,Correlation Test,2,TSS,-0.05926654,0.66927959,0.33072041,0.6614408,0.9654207623978203,0.6585089014716312
ENCFF093VXI,Maximum FST,Correlation Test,2,AVE,-0.07298779,0.70524906,0.29475094,0.5895019,0.9654207623978203,0.6458442220297952
ENCFF093VXI,Maximum FST,Correlation Test,3,TSS,0.07904556,0.33358583,0.66641417,0.6671717,0.9654207623978203,0.7342253830891282
ENCFF093VXI,Maximum FST,Correlation Test,3,AVE,0.09446729,0.30352841,0.69647159,0.6070568,0.9654207623978203,0.7498922296931928
ENCFF915DFR,Maximum FST,Correlation Test,1,TSS,0.03669808,0.3209368,0.6790631626,0.6418736748,0.9654207623978203,0.7382264584702807
ENCFF915DFR,Maximum FST,Correlation Test,1,AVE,-0.02484412,0.6235417,0.3764582578,0.7529165156,0.9654207623978203,0.6795087869456067
ENCFF915DFR,Maximum FST,Correlation Test,2,TSS,-0.219459,0.9495219,0.0504781437,0.1009562875,0.9659640584837544,0.6170197122507123
ENCFF915DFR,Maximum FST,Correlation Test,2,AVE,-0.1939575,0.9258656,0.0741343516,0.1482687032,0.9654207623978203,0.6170197122507123
ENCFF915DFR,Maximum FST,Correlation Test,3,TSS,0.02904612,0.437305,0.5626949864,0.8746100272,0.9654207623978203,0.7141447953400223
ENCFF915DFR,Maximum FST,Correlation Test,3,AVE,-0.02266536,0.5489976,0.4510024259,0.9020048519,0.9654207623978203,0.6834270304021448
ENCFF776DPQ,Maximum FST,Correlation Test,1,TSS,-0.04693537,0.72406056,0.27593944,0.55187887,0.9654207623978203,0.6423490502868852
ENCFF776DPQ,Maximum FST,Correlation Test,1,AVE,-0.04686433,0.72375919,0.27624081,0.55248162,0.9654207623978203,0.6423490502868852
ENCFF776DPQ,Maximum FST,Correlation Test,2,TSS,-0.07545211,0.71151865,0.28848135,0.57696271,0.9654207623978203,0.6450147025
ENCFF776DPQ,Maximum FST,Correlation Test,2,AVE,-0.08612501,0.73794061,0.26205939,0.52411879,0.9654207623978203,0.6395747894056399
ENCFF776DPQ,Maximum FST,Correlation Test,3,TSS,-0.05617775,0.6199643,0.3800357,0.7600714,0.9654207623978203,0.6795087869456067
ENCFF776DPQ,Maximum FST,Correlation Test,3,AVE,-0.07501555,0.65837953,0.34162047,0.68324093,0.9654207623978203,0.6625903070984457
ENCFF279CYY,Maximum FST,Correlation Test,1,TSS,-0.09548923,0.8873424,0.11265757,0.22531514,0.9654207623978203,0.6170197122507123
ENCFF279CYY,Maximum FST,Correlation Test,1,AVE,-0.09616306,0.8889781,0.11102193,0.22204385,0.9654207623978203,0.6170197122507123
ENCFF279CYY,Maximum FST,Correlation Test,2,TSS,0.02139631,0.4372371,0.56276287,0.87447426,0.9654207623978203,0.7141447953400223
ENCFF279CYY,Maximum FST,Correlation Test,2,AVE,0.028201940000000002,0.4175191,0.58248086,0.83503829,0.9654207623978203,0.7164578376560788
ENCFF279CYY,Maximum FST,Correlation Test,3,TSS,-0.1920641,0.8538515,0.14614849,0.29229699,0.9654207623978203,0.6170197122507123
ENCFF279CYY,Maximum FST,Correlation Test,3,AVE,-0.1889787,0.8498672,0.15013281,0.30026562,0.9654207623978203,0.6170197122507123
ENCFF340JIF,Maximum FST,Correlation Test,1,TSS,0.04812118,0.2709324,0.72906761,0.54186478,0.9654207623978203,0.769495231231203
ENCFF340JIF,Maximum FST,Correlation Test,1,AVE,0.05662622,0.2363886,0.76361142,0.47277716,0.9654207623978203,0.7954875924489796
ENCFF340JIF,Maximum FST,Correlation Test,2,TSS,-0.06249113,0.6778865,0.32211346,0.64422693,0.9654207623978203,0.6539091564259928
ENCFF340JIF,Maximum FST,Correlation Test,2,AVE,-0.06503399,0.6846093,0.31539066,0.63078133,0.9654207623978203,0.6510729984926471
ENCFF340JIF,Maximum FST,Correlation Test,3,TSS,-0.1547252,0.8010964,0.19890355,0.3978071,0.9654207623978203,0.6181219867989418
ENCFF340JIF,Maximum FST,Correlation Test,3,AVE,-0.1946817,0.8571784,0.14282164,0.28564328,0.9654207623978203,0.6170197122507123
ENCFF313LYI,Maximum FST,Correlation Test,1,TSS,-0.04377927,0.7105188,0.28948122,0.5789624,0.9654207623978203,0.6450147025
ENCFF313LYI,Maximum FST,Correlation Test,1,AVE,-0.03584182,0.6751655,0.32483451,0.649669,0.9654207623978203,0.65588536391907315
ENCFF313LYI,Maximum FST,Correlation Test,2,TSS,-0.10868516,0.789522,0.21047798,0.420956,0.9654207623978203,0.6184568593733681
ENCFF313LYI,Maximum FST,Correlation Test,2,AVE,-0.10632805,0.7844204,0.21557957,0.4311591,0.9654207623978203,0.6210646398717949
ENCFF313LYI,Maximum FST,Correlation Test,3,TSS,0.08128983,0.3291424,0.67085765,0.6582847,0.9654207623978203,0.734998186292683
ENCFF313LYI,Maximum FST,Correlation Test,3,AVE,0.14794271,0.2095295,0.7904705,0.419059,0.9654207623978203,0.8136557025664528
ENCFF831ZHL,Maximum FST,Correlation Test,1,TSS,0.03986059,0.3067126,0.69328743,0.61342513,0.9654207623978203,0.7478979672334294
ENCFF831ZHL,Maximum FST,Correlation Test,1,AVE,0.04744908,0.2737648,0.72623523,0.54752954,0.9654207623978203,0.767949306299435
ENCFF831ZHL,Maximum FST,Correlation Test,2,TSS,-0.1065895,0.7849898,0.2150102,0.43002041,0.9654207623978203,0.6210646398717949
ENCFF831ZHL,Maximum FST,Correlation Test,2,AVE,-0.1102318,0.7928317,0.20716826,0.41433651,0.9654207623978203,0.6181219867989418
ENCFF831ZHL,Maximum FST,Correlation Test,3,TSS,-0.02694719,0.5581963,0.44180365,0.8836073,0.9654207623978203,0.6804437325225718
ENCFF831ZHL,Maximum FST,Correlation Test,3,AVE,0.05413675,0.3842738,0.61572624,0.76854751,0.9654207623978203,0.7219752716843749
ENCFF039HDL,Maximum FST,Correlation Test,1,TSS,-0.0185731,0.5930201,0.40697987,0.81395974,0.9654207623978203,0.6795087869456067
ENCFF039HDL,Maximum FST,Correlation Test,1,AVE,-0.004452064,0.5224896,0.47751039,0.95502077,0.9654207623978203,0.6924584571375465
ENCFF039HDL,Maximum FST,Correlation Test,2,TSS,-0.09200583,0.7519647,0.24803527,0.49607054,0.9654207623978203,0.6319649619369369
ENCFF039HDL,Maximum FST,Correlation Test,2,AVE,-0.09144896,0.7506537,0.24934634,0.49869268,0.9654207623978203,0.6319649619369369
ENCFF039HDL,Maximum FST,Correlation Test,3,TSS,-0.2253601,0.8925376,0.1074624,0.21492479,0.9654207623978203,0.6170197122507123
ENCFF039HDL,Maximum FST,Correlation Test,3,AVE,-0.232689,0.9000076,0.0999924,0.19998479,0.9654207623978203,0.6170197122507123
ENCFF028KBY,Maximum FST,Correlation Test,1,TSS,3.428099e-4,0.4982674,0.50173261,0.99653478,0.9654207623978203,0.6931000127050183
ENCFF028KBY,Maximum FST,Correlation Test,1,AVE,0.02940412,0.3547238,0.64527622,0.70944756,0.9654207623978203,0.7283718017804154
ENCFF028KBY,Maximum FST,Correlation Test,2,TSS,-0.02702324,0.5790788,0.4209212,0.84184241,0.9654207623978203,0.6795087869456067
ENCFF028KBY,Maximum FST,Correlation Test,2,AVE,-0.04039765,0.6172859,0.38271408,0.76542816,0.9654207623978203,0.6795087869456067
ENCFF028KBY,Maximum FST,Correlation Test,3,TSS,-0.001190911,0.5025806,0.49741935,0.99483871,0.9654207623978203,0.6924584571375465
ENCFF028KBY,Maximum FST,Correlation Test,3,AVE,-0.02585423,0.555851,0.44414904,0.88829809,0.9654207623978203,0.6808583077899045
ENCFF309OEW,Maximum FST,Correlation Test,1,TSS,-0.02353892,0.6172451,0.3827549,0.76550979,0.9654207623978203,0.6795087869456067
ENCFF309OEW,Maximum FST,Correlation Test,1,AVE,0.02344245,0.3832216,0.61677845,0.7664431,0.9654207623978203,0.7219752716843749
ENCFF309OEW,Maximum FST,Correlation Test,2,TSS,-0.15030678,0.86779,0.13221004,0.26442008,0.9654207623978203,0.6170197122507123
ENCFF309OEW,Maximum FST,Correlation Test,2,AVE,-0.13752832,0.8461761,0.15382387,0.30764774,0.9654207623978203,0.6170197122507123
ENCFF309OEW,Maximum FST,Correlation Test,3,TSS,-0.18235053,0.8410778,0.1589222,0.3178444,0.9654207623978203,0.6170197122507123
ENCFF309OEW,Maximum FST,Correlation Test,3,AVE,-0.1345517,0.7685882,0.23141178,0.46282356,0.9654207623978203,0.6242664359232615
ENCFF601YET,Maximum FST,Correlation Test,1,TSS,-0.1058974,0.9107502,0.08924981,0.17849963,0.9654207623978203,0.6170197122507123
ENCFF601YET,Maximum FST,Correlation Test,1,AVE,-0.1526771,0.9741529,0.02584705,0.0516941,0.9777576630920464,0.6170197122507123
ENCFF601YET,Maximum FST,Correlation Test,2,TSS,-0.02843784,0.583161,0.41683901,0.83367801,0.9654207623978203,0.6795087869456067
ENCFF601YET,Maximum FST,Correlation Test,2,AVE,-0.07073281,0.6994591,0.30054085,0.60108171,0.9654207623978203,0.6458442220297952
ENCFF601YET,Maximum FST,Correlation Test,3,TSS,-0.01579112,0.534179,0.46582096,0.93164191,0.9654207623978203,0.6868765059790575
ENCFF601YET,Maximum FST,Correlation Test,3,AVE,-0.02231163,0.5482365,0.45176354,0.90352709,0.9654207623978203,0.6834270304021448
ENCFF803DJF,Maximum FST,Correlation Test,1,TSS,-0.08189018,0.8506451,0.14935488,0.2987098,0.9654207623978203,0.6170197122507123
ENCFF803DJF,Maximum FST,Correlation Test,1,AVE,-0.0738581,0.8256158,0.17438424,0.3487685,0.9654207623978203,0.6170197122507123
ENCFF803DJF,Maximum FST,Correlation Test,2,TSS,0.00520535,0.4846728,0.51532722,0.9693456,0.9654207623978203,0.6966561041275572
ENCFF803DJF,Maximum FST,Correlation Test,2,AVE,-0.001674071,0.5049304,0.49506962,0.9901392,0.9654207623978203,0.6924584571375465
ENCFF803DJF,Maximum FST,Correlation Test,3,TSS,-0.02682085,0.5579253,0.44207467,0.8841493,0.9654207623978203,0.6804437325225718
ENCFF803DJF,Maximum FST,Correlation Test,3,AVE,0.001543589,0.4966551,0.50334487000000006,0.9933103,0.9654207623978203,0.6931000127050183
ENCFF775CVC,Maximum FST,Correlation Test,1,TSS,4.078506e-4,0.4979387,0.502061331,0.99587734000000006,0.9654207623978203,0.6931000127050183
ENCFF775CVC,Maximum FST,Correlation Test,1,AVE,-0.0135699,0.5682512,0.431748845,0.86349769,0.9654207623978203,0.6795087869456067
ENCFF775CVC,Maximum FST,Correlation Test,2,TSS,-0.06641814,0.6882441,0.311755937,0.62351187,0.9654207623978203,0.6495397351595547
ENCFF775CVC,Maximum FST,Correlation Test,2,AVE,-0.1207005,0.81443430000000006,0.18556574,0.37113148,0.9654207623978203,0.6170197122507123
ENCFF775CVC,Maximum FST,Correlation Test,3,TSS,0.07128619,0.349117,0.65088303300000006,0.69823393,0.9654207623978203,0.7283718017804154
ENCFF775CVC,Maximum FST,Correlation Test,3,AVE,0.07132803,0.3490325,0.650967464,0.69806507,0.9654207623978203,0.7283718017804154
ENCFF600UCV,Maximum FST,Correlation Test,1,TSS,-0.01163847,0.5586121,0.4413879,0.8827757,0.9654207623978203,0.6804437325225718
ENCFF600UCV,Maximum FST,Correlation Test,1,AVE,-0.06427232,0.7924931,0.2075069,0.4150138,0.9654207623978203,0.6181219867989418
ENCFF600UCV,Maximum FST,Correlation Test,2,TSS,-0.06081282,0.6734181,0.3265819,0.6531639,0.9654207623978203,0.65588536391907315
ENCFF600UCV,Maximum FST,Correlation Test,2,AVE,-0.07323119,0.705871,0.294129,0.5882579,0.9654207623978203,0.6458442220297952
ENCFF600UCV,Maximum FST,Correlation Test,3,TSS,0.15249396,0.2023647,0.7976353,0.4047294,0.9654207623978203,0.8187791973491775
ENCFF600UCV,Maximum FST,Correlation Test,3,AVE,0.1548013,0.1987861,0.8012139,0.3975723,0.9654207623978203,0.821701561369863
ENCFF839SCO,Maximum FST,Correlation Test,1,TSS,0.02034962,0.3982676,0.60173241,0.79653518,0.9654207623978203,0.717150157942736
ENCFF839SCO,Maximum FST,Correlation Test,1,AVE,0.01919858,0.403907,0.596093,0.807814,0.9654207623978203,0.717150157942736
ENCFF839SCO,Maximum FST,Correlation Test,2,TSS,-0.1079116,0.7878554,0.21214455,0.42428911,0.9654207623978203,0.6204123167968749
ENCFF839SCO,Maximum FST,Correlation Test,2,AVE,-0.01034168,0.5304297,0.46957026,0.93914051,0.9654207623978203,0.6875381699869623
ENCFF839SCO,Maximum FST,Correlation Test,3,TSS,-0.19271,0.854677,0.14532303,0.29064607,0.9654207623978203,0.6170197122507123
ENCFF839SCO,Maximum FST,Correlation Test,3,AVE,-0.2264993,0.8937231,0.1062769,0.2125538,0.9654207623978203,0.6170197122507123
ENCFF557SNT,Maximum FST,Correlation Test,1,TSS,-0.02188057,0.6092004,0.390799564,0.78159913,0.9654207623978203,0.6795087869456067
ENCFF557SNT,Maximum FST,Correlation Test,1,AVE,-0.0494423,0.7345926,0.265407443,0.53081489,0.9654207623978203,0.6395977649978541
ENCFF557SNT,Maximum FST,Correlation Test,2,TSS,-0.11240999,0.7974417,0.202558312,0.40511662,0.9654207623978203,0.6181219867989418
ENCFF557SNT,Maximum FST,Correlation Test,2,AVE,-0.14420173,0.857732,0.142268027,0.28453605,0.9654207623978203,0.6170197122507123
ENCFF557SNT,Maximum FST,Correlation Test,3,TSS,0.23150263,0.1011765,0.898823515,0.20235297,0.9654207623978203,0.9028432981618962
ENCFF557SNT,Maximum FST,Correlation Test,3,AVE,0.09658028,0.2995011,0.70049888,0.59900224,0.9654207623978203,0.7520652411472276
ENCFF344JQP,Maximum FST,Correlation Test,1,TSS,0.0281663,0.3605808,0.63941916,0.7211617,0.9654207623978203,0.7283718017804154
ENCFF344JQP,Maximum FST,Correlation Test,1,AVE,3.47782e-4,0.4982423,0.50175774,0.9964845,0.9654207623978203,0.6931000127050183
ENCFF344JQP,Maximum FST,Correlation Test,2,TSS,0.02774812,0.4188283,0.58117168,0.8376566,0.9654207623978203,0.7164578376560788
ENCFF344JQP,Maximum FST,Correlation Test,2,AVE,0.03774007,0.3902306,0.6097694,0.7804612,0.9654207623978203,0.7202622729936975
ENCFF344JQP,Maximum FST,Correlation Test,3,TSS,0.003536748,0.4923364,0.50766357,0.9846729,0.9654207623978203,0.6932496946191052
ENCFF344JQP,Maximum FST,Correlation Test,3,AVE,-0.02177664,0.547085,0.45291498,0.90583,0.9654207623978203,0.6834270304021448
ENCFF535BIH,Maximum FST,Correlation Test,1,TSS,-0.003035253,0.5153369,0.484663101,0.969326202,0.9654207623978203,0.6924584571375465
ENCFF535BIH,Maximum FST,Correlation Test,1,AVE,-0.08627635,0.8632568,0.136743224,0.273486447,0.9654207623978203,0.6170197122507123
ENCFF535BIH,Maximum FST,Correlation Test,2,TSS,-0.129888,0.832225,0.167775021,0.335550042,0.9654207623978203,0.6170197122507123
ENCFF535BIH,Maximum FST,Correlation Test,2,AVE,-0.1179576,0.8089101,0.191089889,0.382179779,0.9654207623978203,0.6170197122507123
ENCFF535BIH,Maximum FST,Correlation Test,3,TSS,-0.0377549,0.5812724,0.418727598,0.837455196,0.9654207623978203,0.6795087869456067
ENCFF535BIH,Maximum FST,Correlation Test,3,AVE,0.08073273,0.3302433,0.669756728,0.660486544,0.9654207623978203,0.734998186292683
ENCFF105MPH,Maximum FST,Correlation Test,1,TSS,-0.06866696,0.8081128,0.19188724,0.38377449,0.9654207623978203,0.6170197122507123
ENCFF105MPH,Maximum FST,Correlation Test,1,AVE,-0.1171353,0.9317702,0.0682298,0.1364596,0.9654207623978203,0.6170197122507123
ENCFF105MPH,Maximum FST,Correlation Test,2,TSS,-0.02362053,0.5692262,0.43077379,0.86154757,0.9654207623978203,0.6795087869456067
ENCFF105MPH,Maximum FST,Correlation Test,2,AVE,-0.03712432,0.608022,0.39197799,0.78395598,0.9654207623978203,0.6795087869456067
ENCFF105MPH,Maximum FST,Correlation Test,3,TSS,0.07898364,0.3337087,0.66629125,0.6674175,0.9654207623978203,0.7342253830891282
ENCFF105MPH,Maximum FST,Correlation Test,3,AVE,0.06521655,0.3614369,0.63856306,0.72287388,0.9654207623978203,0.7283718017804154
ENCFF424MMT,Maximum FST,Correlation Test,1,TSS,0.03966092,0.3076025,0.692397526,0.61520495,0.9654207623978203,0.7476561747096154
ENCFF424MMT,Maximum FST,Correlation Test,1,AVE,-0.003767635,0.5190351,0.480964947,0.96192989,0.9654207623978203,0.6924584571375465
ENCFF424MMT,Maximum FST,Correlation Test,2,TSS,-0.147783,0.8636915,0.136308511,0.27261702,0.9654207623978203,0.6170197122507123
ENCFF424MMT,Maximum FST,Correlation Test,2,AVE,-0.1454136,0.8597675,0.14023251,0.28046502,0.9654207623978203,0.6170197122507123
ENCFF424MMT,Maximum FST,Correlation Test,3,TSS,-0.04368507,0.5938273,0.406172724,0.81234545,0.9654207623978203,0.6795087869456067
ENCFF424MMT,Maximum FST,Correlation Test,3,AVE,-0.05152682,0.6102877,0.389712318,0.77942464,0.9654207623978203,0.6795087869456067
ENCFF107LDM,Maximum FST,Correlation Test,1,TSS,-0.03071916,0.6514616,0.348538371,0.6970767412,0.9654207623978203,0.6690055081088436
ENCFF107LDM,Maximum FST,Correlation Test,1,AVE,-0.01427554,0.571763,0.428236979,0.8564739586,0.9654207623978203,0.6795087869456067
ENCFF107LDM,Maximum FST,Correlation Test,2,TSS,-0.1519806,0.8704622,0.12953779,0.2590755804,0.9654207623978203,0.6170197122507123
ENCFF107LDM,Maximum FST,Correlation Test,2,AVE,-0.1722088,0.8998923,0.100107693,0.200215387,0.9654207623978203,0.6170197122507123
ENCFF107LDM,Maximum FST,Correlation Test,3,TSS,0.04161248,0.4105509,0.58944909,0.8211018198,0.9654207623978203,0.7168684210765086
ENCFF107LDM,Maximum FST,Correlation Test,3,AVE,0.008534195,0.481513,0.518487033,0.9630259339,0.9654207623978203,0.6987498723871733
