ANNOTATION,MEDIATOR,TEST,POTENTIAL_SET,TYPE,TEST_STAT,GREATER,LESS,TWO_SIDED,GREATER.ADJ,LESS.ADJ
mamPhyloP,Posterior Probability of Top SNV,Correlation Test,1,NA,-0.009734097,0.59365084,0.4063492,0.8126983,0.9998336,0.6509702590584879
mamPhyloP,Posterior Probability of Top SNV,Correlation Test,2,NA,0.06164885,0.09416354,0.9058365,0.1883271,0.9998336,0.9115182701612903
mamPhyloP,Posterior Probability of Top SNV,Correlation Test,3,NA,-0.02854772,0.71782758,0.2821724,0.5643448,0.9998336,0.5299295828213689
verPhyloP,Posterior Probability of Top SNV,Correlation Test,1,NA,-0.02482655,0.7272126,0.2727874,0.5455748,0.9998336,0.5201571458573854
verPhyloP,Posterior Probability of Top SNV,Correlation Test,2,NA,0.06534856,0.08155954,0.9184405,0.1631191,0.9998336,0.9217235759606791
verPhyloP,Posterior Probability of Top SNV,Correlation Test,3,NA,-0.02717126,0.7083592,0.2916408,0.5832816,0.9998336,0.5369059318032786
GerpN,Posterior Probability of Top SNV,Correlation Test,1,NA,0.02420263,0.27736063,0.72263937,0.55472126,0.9998336,0.7916729742181468
GerpN,Posterior Probability of Top SNV,Correlation Test,2,NA,0.0493757,0.14557582,0.85442418,0.29115163,0.9998336,0.8659912943501804
GerpN,Posterior Probability of Top SNV,Correlation Test,3,NA,0.01724233,0.36356583,0.63643417,0.72713165,0.9998336,0.7726360069030173
GerpS,Posterior Probability of Top SNV,Correlation Test,1,NA,-0.0449281,0.8636637,0.1363363,0.2726726,0.9998336,0.41204444895200004
GerpS,Posterior Probability of Top SNV,Correlation Test,2,NA,-0.01052569,0.5889702,0.4110298,0.8220597,0.9998336,0.6541687227966102
GerpS,Posterior Probability of Top SNV,Correlation Test,3,NA,0.05438024,0.1353918,0.8646082,0.2707836,0.9998336,0.8738337993615108
bStatistic,Posterior Probability of Top SNV,Correlation Test,1,NA,-0.02164133,0.7002289,0.29977109,0.59954217,0.9998336,0.5473868846666666
bStatistic,Posterior Probability of Top SNV,Correlation Test,2,NA,-0.01060156,0.5890198,0.41098018,0.82196036,0.9998336,0.6541687227966102
bStatistic,Posterior Probability of Top SNV,Correlation Test,3,NA,-0.05713376,0.8749332,0.12506684,0.25013369,0.9998336,0.40080878147727267
LINSIGHT,Posterior Probability of Top SNV,Correlation Test,1,NA,0.009341178,0.4099144,0.5900856,0.8198289,0.9998336,0.7648166515825687
LINSIGHT,Posterior Probability of Top SNV,Correlation Test,2,NA,-0.06490304,0.9172261,0.0827739,0.1655478,0.9998336,0.3645297635294118
LINSIGHT,Posterior Probability of Top SNV,Correlation Test,3,NA,-0.03251926,0.7445489,0.2554511,0.5109023,0.9998336,0.5150297761220826
Funseq.Value,Posterior Probability of Top SNV,Correlation Test,1,NA,0.97272651,0.07451222,0.9254878,0.1490244,0.9998336,0.9271389825156111
Funseq.Value,Posterior Probability of Top SNV,Correlation Test,2,NA,NA,NA,NA,NA,NA,NA
Funseq.Value,Posterior Probability of Top SNV,Correlation Test,3,NA,NA,NA,NA,NA,NA,NA
Aloft.Value,Posterior Probability of Top SNV,Correlation Test,1,NA,NA,NA,NA,NA,NA,NA
Aloft.Value,Posterior Probability of Top SNV,Correlation Test,2,NA,NA,NA,NA,NA,NA,NA
Aloft.Value,Posterior Probability of Top SNV,Correlation Test,3,NA,NA,NA,NA,NA,NA,NA
CpG,Posterior Probability of Top SNV,Correlation Test,1,NA,-0.03366499,0.7943919,0.20560807,0.41121615,0.9998336,0.47804940498964804
CpG,Posterior Probability of Top SNV,Correlation Test,2,NA,-0.002958531,0.525201,0.47479895,0.94959791,0.9998336,0.7055145598148148
CpG,Posterior Probability of Top SNV,Correlation Test,3,NA,-0.009928035,0.5796154,0.42038455,0.8407691,0.9998336,0.6621204062412342
GC,Posterior Probability of Top SNV,Correlation Test,1,NA,0.04086897,0.15920343,0.84079657,0.31840685,0.9998336,0.8591579145677888
GC,Posterior Probability of Top SNV,Correlation Test,2,NA,-0.03765533,0.78953946,0.21046054,0.42092109,0.9998336,0.4815033580244399
GC,Posterior Probability of Top SNV,Correlation Test,3,NA,-0.02829019,0.71654157,0.28345843,0.56691685,0.9998336,0.5305396948166666
Fathmm.XF,Posterior Probability of Top SNV,Correlation Test,1,NA,-0.09622882,0.9906573,0.009342738,0.01868548,0.9998336,0.21345342869090908
Fathmm.XF,Posterior Probability of Top SNV,Correlation Test,2,NA,-0.04431716,0.8280027,0.171997295,0.34399459,0.9998336,0.4534447716814989
Fathmm.XF,Posterior Probability of Top SNV,Correlation Test,3,NA,-0.05163625,0.8518353,0.148164683,0.29632937,0.9998336,0.4321790623610389
FIRE Score,Posterior Probability of Top SNV,Correlation Test,1,NA,0.03119149,0.22341583,0.7765842,0.44683166,0.9998336,0.8188173950513059
FIRE Score,Posterior Probability of Top SNV,Correlation Test,2,NA,0.03516277,0.22641904,0.773581,0.45283809,0.9998336,0.8180145602636535
FIRE Score,Posterior Probability of Top SNV,Correlation Test,3,NA,0.05067547,0.15241424,0.8475858,0.30482847,0.9998336,0.8625386972850678
ENCFF093VXI,Posterior Probability of Top SNV,Correlation Test,1,TSS,0.06035595,0.21992085,0.78007915,0.4398417,0.9998336,0.8188173950513059
ENCFF093VXI,Posterior Probability of Top SNV,Correlation Test,1,AVE,0.03006467,0.35029797,0.64970203,0.7005959,0.9998336,0.7752816478306878
ENCFF093VXI,Posterior Probability of Top SNV,Correlation Test,2,TSS,-0.1534787,0.89071666,0.10928334,0.2185667,0.9998336,0.3886809969303797
ENCFF093VXI,Posterior Probability of Top SNV,Correlation Test,2,AVE,-0.02794592,0.58813082,0.41186918,0.8237384,0.9998336,0.6541687227966102
ENCFF093VXI,Posterior Probability of Top SNV,Correlation Test,3,TSS,-0.10056391,0.73421091,0.26578909,0.5315782,0.9998336,0.5177017436316695
ENCFF093VXI,Posterior Probability of Top SNV,Correlation Test,3,AVE,-0.11084281,0.75487834,0.24512166,0.4902433,0.9998336,0.5127192005904059
ENCFF915DFR,Posterior Probability of Top SNV,Correlation Test,1,TSS,-0.06425648,0.7945985,0.2054014687,0.4108029374,0.9998336,0.47804940498964804
ENCFF915DFR,Posterior Probability of Top SNV,Correlation Test,1,AVE,-0.05388165,0.7547368,0.2452631972,0.4905263944,0.9998336,0.5127192005904059
ENCFF915DFR,Posterior Probability of Top SNV,Correlation Test,2,TSS,-0.4000387,0.9995626,4.374045e-4,8.748091e-4,0.9998336,0.04953034174
ENCFF915DFR,Posterior Probability of Top SNV,Correlation Test,2,AVE,-0.2976399,0.9923904,0.0076095602,0.0152191204,0.9998336,0.20346514534761903
ENCFF915DFR,Posterior Probability of Top SNV,Correlation Test,3,TSS,-0.1658997,0.8500459,0.1499540789,0.2999081579,0.9998336,0.43401657372345365
ENCFF915DFR,Posterior Probability of Top SNV,Correlation Test,3,AVE,-0.1821342,0.8727999,0.1272001348,0.2544002696,0.9998336,0.40100986743093925
ENCFF776DPQ,Posterior Probability of Top SNV,Correlation Test,1,TSS,-0.0128242,0.56512909,0.43487091,0.86974181,0.9998336,0.6773370761858529
ENCFF776DPQ,Posterior Probability of Top SNV,Correlation Test,1,AVE,0.006766654,0.46552476,0.53447524,0.93104952,0.9998336,0.7472047211862152
ENCFF776DPQ,Posterior Probability of Top SNV,Correlation Test,2,TSS,0.05137781,0.3410163,0.6589837,0.6820326,0.9998336,0.7773515704831933
ENCFF776DPQ,Posterior Probability of Top SNV,Correlation Test,2,AVE,0.08147348,0.25773968,0.74226032,0.51547936,0.9998336,0.7980421539425837
ENCFF776DPQ,Posterior Probability of Top SNV,Correlation Test,3,TSS,-0.2801757,0.96198877,0.03801123,0.07602245,0.9998336,0.2864873240939597
ENCFF776DPQ,Posterior Probability of Top SNV,Correlation Test,3,AVE,-0.2573665,0.94786363,0.05213637,0.10427273,0.9998336,0.31520282538860106
ENCFF279CYY,Posterior Probability of Top SNV,Correlation Test,1,TSS,0.02236144,0.3874522,0.6125478,0.77490439,0.9998336,0.7696451872100657
ENCFF279CYY,Posterior Probability of Top SNV,Correlation Test,1,AVE,0.03812263,0.3129019,0.68709812,0.62580375,0.9998336,0.7826020713995944
ENCFF279CYY,Posterior Probability of Top SNV,Correlation Test,2,TSS,-0.1097801,0.8098852,0.19011483,0.38022967,0.9998336,0.4696744001727862
ENCFF279CYY,Posterior Probability of Top SNV,Correlation Test,2,AVE,-0.1020283,0.792514,0.20748603,0.41497206,0.9998336,0.47845341209445585
ENCFF279CYY,Posterior Probability of Top SNV,Correlation Test,3,TSS,-0.2537385,0.945289,0.054711,0.10942201,0.9998336,0.3167033659793814
ENCFF279CYY,Posterior Probability of Top SNV,Correlation Test,3,AVE,-0.2278789,0.9240632,0.07593684,0.15187369,0.9998336,0.3547141211570248
ENCFF340JIF,Posterior Probability of Top SNV,Correlation Test,1,TSS,-0.01002011,0.5509761,0.44902392,0.89804785,0.9998336,0.6851275301086958
ENCFF340JIF,Posterior Probability of Top SNV,Correlation Test,1,AVE,-0.004238254,0.5216096,0.47839042,0.95678084,0.9998336,0.7080059749671486
ENCFF340JIF,Posterior Probability of Top SNV,Correlation Test,2,TSS,0.02911656,0.4082404,0.5917596,0.8164808,0.9998336,0.7648166515825687
ENCFF340JIF,Posterior Probability of Top SNV,Correlation Test,2,AVE,0.04775435,0.3516896,0.64831043,0.70337914,0.9998336,0.7752816478306878
ENCFF340JIF,Posterior Probability of Top SNV,Correlation Test,3,TSS,-0.3156628,0.9778082,0.02219179,0.04438357,0.9998336,0.24484609908333332
ENCFF340JIF,Posterior Probability of Top SNV,Correlation Test,3,AVE,-0.3075448,0.9747701,0.02522987,0.05045973,0.9998336,0.24484609908333332
ENCFF313LYI,Posterior Probability of Top SNV,Correlation Test,1,TSS,0.01399621,0.4289788,0.57102124,0.8579575,0.9998336,0.7545970755294118
ENCFF313LYI,Posterior Probability of Top SNV,Correlation Test,1,AVE,0.01630304,0.4174284,0.58257159,0.8348568,0.9998336,0.7630993112318183
ENCFF313LYI,Posterior Probability of Top SNV,Correlation Test,2,TSS,0.11565555,0.177549,0.82245098,0.355098,0.9998336,0.8434816899908677
ENCFF313LYI,Posterior Probability of Top SNV,Correlation Test,2,AVE,0.10989781,0.1898579,0.81014213,0.3797157,0.9998336,0.8354138807082568
ENCFF313LYI,Posterior Probability of Top SNV,Correlation Test,3,TSS,-0.17728266,0.8662567,0.13374328,0.2674866,0.9998336,0.4114895984657534
ENCFF313LYI,Posterior Probability of Top SNV,Correlation Test,3,AVE,-0.14586234,0.8185811,0.18141885,0.3628377,0.9998336,0.46439917268018016
ENCFF831ZHL,Posterior Probability of Top SNV,Correlation Test,1,TSS,0.006937524,0.4646564,0.53534357,0.92931287,0.9998336,0.7472047211862152
ENCFF831ZHL,Posterior Probability of Top SNV,Correlation Test,1,AVE,0.01182291,0.4399162,0.56008384,0.87983232,0.9998336,0.7494268127706162
ENCFF831ZHL,Posterior Probability of Top SNV,Correlation Test,2,TSS,0.07746242,0.2682172,0.73178277,0.53643447,0.9998336,0.7924706371359691
ENCFF831ZHL,Posterior Probability of Top SNV,Correlation Test,2,AVE,0.06387616,0.3051875,0.69481248,0.61037503,0.9998336,0.783714245130522
ENCFF831ZHL,Posterior Probability of Top SNV,Correlation Test,3,TSS,-0.3149182,0.9775426,0.02245745,0.0449149,0.9998336,0.24484609908333332
ENCFF831ZHL,Posterior Probability of Top SNV,Correlation Test,3,AVE,-0.3086013,0.9751835,0.02481651,0.04963302,0.9998336,0.24484609908333332
ENCFF039HDL,Posterior Probability of Top SNV,Correlation Test,1,TSS,0.0272116,0.3639155,0.63608448,0.72783103,0.9998336,0.7726360069030173
ENCFF039HDL,Posterior Probability of Top SNV,Correlation Test,1,AVE,0.02820065,0.3591745,0.64082552,0.71834896,0.9998336,0.7729828775080558
ENCFF039HDL,Posterior Probability of Top SNV,Correlation Test,2,TSS,0.07149562,0.2841808,0.71581924,0.56836153,0.9998336,0.7901277641552064
ENCFF039HDL,Posterior Probability of Top SNV,Correlation Test,2,AVE,0.07567895,0.2729422,0.72705778,0.54588444,0.9998336,0.7916729742181468
ENCFF039HDL,Posterior Probability of Top SNV,Correlation Test,3,TSS,-0.2950844,0.9694642,0.03053579,0.06107158,0.9998336,0.2625887754198473
ENCFF039HDL,Posterior Probability of Top SNV,Correlation Test,3,AVE,-0.2890752,0.966606,0.03339403,0.06678807,0.9998336,0.27911684876811593
ENCFF028KBY,Posterior Probability of Top SNV,Correlation Test,1,TSS,-0.02052663,0.6035306,0.39646941,0.79293882,0.9998336,0.6415492037896254
ENCFF028KBY,Posterior Probability of Top SNV,Correlation Test,1,AVE,-0.01128661,0.5573775,0.4426225,0.885245,0.9998336,0.6814042945068494
ENCFF028KBY,Posterior Probability of Top SNV,Correlation Test,2,TSS,-0.01944888,0.561589,0.438411,0.876822,0.9998336,0.6800214820441989
ENCFF028KBY,Posterior Probability of Top SNV,Correlation Test,2,AVE,0.01584137,0.4497691,0.55023094,0.89953812,0.9998336,0.7472047211862152
ENCFF028KBY,Posterior Probability of Top SNV,Correlation Test,3,TSS,-0.2179971,0.9145359,0.08546406,0.17092812,0.9998336,0.3679604359469697
ENCFF028KBY,Posterior Probability of Top SNV,Correlation Test,3,AVE,-0.2086811,0.9047934,0.09520655,0.19041311,0.9998336,0.3736755204861111
ENCFF309OEW,Posterior Probability of Top SNV,Correlation Test,1,TSS,0.03015816,0.3498548,0.65014517,0.69970967,0.9998336,0.7752816478306878
ENCFF309OEW,Posterior Probability of Top SNV,Correlation Test,1,AVE,0.02327584,0.3829804,0.61701962,0.76596077,0.9998336,0.7696451872100657
ENCFF309OEW,Posterior Probability of Top SNV,Correlation Test,2,TSS,-0.03660351,0.6147743,0.38522573,0.77045146,0.9998336,0.6315452478686131
ENCFF309OEW,Posterior Probability of Top SNV,Correlation Test,2,AVE,0.0176746,0.4439916,0.55600838,0.88798324,0.9998336,0.7494268127706162
ENCFF309OEW,Posterior Probability of Top SNV,Correlation Test,3,TSS,-0.31816927,0.9786839,0.02131612,0.04263224,0.9998336,0.24484609908333332
ENCFF309OEW,Posterior Probability of Top SNV,Correlation Test,3,AVE,-0.3100804,0.975753,0.02424698,0.04849397,0.9998336,0.24484609908333332
ENCFF601YET,Posterior Probability of Top SNV,Correlation Test,1,TSS,0.04225495,0.2944107,0.70558926,0.58882149,0.9998336,0.7889635061674877
ENCFF601YET,Posterior Probability of Top SNV,Correlation Test,1,AVE,0.03663662,0.3196705,0.68032949,0.63934103,0.9998336,0.7826020713995944
ENCFF601YET,Posterior Probability of Top SNV,Correlation Test,2,TSS,0.002402585,0.4923624,0.50763759,0.98472481,0.9998336,0.7299321556594109
ENCFF601YET,Posterior Probability of Top SNV,Correlation Test,2,AVE,0.06807543,0.2935266,0.70647339,0.58705322,0.9998336,0.7889635061674877
ENCFF601YET,Posterior Probability of Top SNV,Correlation Test,3,TSS,-0.1725791,0.8597045,0.14029547,0.28059094,0.9998336,0.4168037375925926
ENCFF601YET,Posterior Probability of Top SNV,Correlation Test,3,AVE,-0.1536082,0.8311858,0.16881417,0.33762834,0.9998336,0.45101704600950115
ENCFF803DJF,Posterior Probability of Top SNV,Correlation Test,1,TSS,-0.001629599,0.5083123,0.49168773,0.9833755,0.9998336,0.7180303261248374
ENCFF803DJF,Posterior Probability of Top SNV,Correlation Test,1,AVE,0.01599873,0.4189483,0.58105172,0.8378966,0.9998336,0.7622909831308412
ENCFF803DJF,Posterior Probability of Top SNV,Correlation Test,2,TSS,-0.04516645,0.6406164,0.35938358,0.7187672,0.9998336,0.6059876281381381
ENCFF803DJF,Posterior Probability of Top SNV,Correlation Test,2,AVE,-0.03562291,0.6117805,0.38821954,0.7764391,0.9998336,0.6338711506482558
ENCFF803DJF,Posterior Probability of Top SNV,Correlation Test,3,TSS,-0.243347,0.9373798,0.0626202,0.1252404,0.9998336,0.33987085038647347
ENCFF803DJF,Posterior Probability of Top SNV,Correlation Test,3,AVE,-0.2097387,0.9059375,0.09406254,0.1881251,0.9998336,0.3736755204861111
ENCFF775CVC,Posterior Probability of Top SNV,Correlation Test,1,TSS,0.01436654,0.4271202,0.572879796,0.85424041,0.9998336,0.7550986043521127
ENCFF775CVC,Posterior Probability of Top SNV,Correlation Test,1,AVE,0.0370545,0.317761,0.68223903,0.63552194,0.9998336,0.7826020713995944
ENCFF775CVC,Posterior Probability of Top SNV,Correlation Test,2,TSS,-0.2332715,0.9702847,0.02971534,0.05943068,0.9998336,0.26070567828125
ENCFF775CVC,Posterior Probability of Top SNV,Correlation Test,2,AVE,-0.2132357,0.957199,0.042800997,0.08560199,0.9998336,0.3021615644099379
ENCFF775CVC,Posterior Probability of Top SNV,Correlation Test,3,TSS,-0.2058327,0.9016638,0.098336213,0.19667243,0.9998336,0.3768659195303031
ENCFF775CVC,Posterior Probability of Top SNV,Correlation Test,3,AVE,-0.2247236,0.9211097,0.078890302,0.1577806,0.9998336,0.35801540266653226
ENCFF600UCV,Posterior Probability of Top SNV,Correlation Test,1,TSS,-0.01914556,0.5967067,0.4032933,0.8065866,0.9998336,0.6491530858428571
ENCFF600UCV,Posterior Probability of Top SNV,Correlation Test,1,AVE,0.0306338,0.3476036,0.6523964,0.6952071,0.9998336,0.7752816478306878
ENCFF600UCV,Posterior Probability of Top SNV,Correlation Test,2,TSS,-0.05526586,0.6702996,0.3297004,0.6594008,0.9998336,0.5792061497390625
ENCFF600UCV,Posterior Probability of Top SNV,Correlation Test,2,AVE,0.03901625,0.3778882,0.6221118,0.7557765,0.9998336,0.7696451872100657
ENCFF600UCV,Posterior Probability of Top SNV,Correlation Test,3,TSS,-0.13565053,0.8011245,0.1988755,0.397751,0.9998336,0.4751855031914894
ENCFF600UCV,Posterior Probability of Top SNV,Correlation Test,3,AVE,-0.15707414,0.8366462,0.1633538,0.3267076,0.9998336,0.4456004061237864
ENCFF839SCO,Posterior Probability of Top SNV,Correlation Test,1,TSS,-0.004082503,0.5208162,0.47918382,0.95836764,0.9998336,0.7080059749671486
ENCFF839SCO,Posterior Probability of Top SNV,Correlation Test,1,AVE,0.02273957,0.3856011,0.61439885,0.7712023,0.9998336,0.7696451872100657
ENCFF839SCO,Posterior Probability of Top SNV,Correlation Test,2,TSS,-0.2117602,0.9560792,0.04392085,0.08784169,0.9998336,0.30259579478527604
ENCFF839SCO,Posterior Probability of Top SNV,Correlation Test,2,AVE,-0.07600228,0.7279174,0.27208263,0.54416527,0.9998336,0.5201571458573854
ENCFF839SCO,Posterior Probability of Top SNV,Correlation Test,3,TSS,-0.08350697,0.6981467,0.30185327,0.60370655,0.9998336,0.5502941918993507
ENCFF839SCO,Posterior Probability of Top SNV,Correlation Test,3,AVE,-0.1203521,0.7732306,0.22676945,0.45353889,0.9998336,0.5004424638330097
ENCFF557SNT,Posterior Probability of Top SNV,Correlation Test,1,TSS,-0.023062,0.6159752,0.384024781,0.76804956,0.9998336,0.6315452478686131
ENCFF557SNT,Posterior Probability of Top SNV,Correlation Test,1,AVE,0.02511567,0.3740301,0.625969935,0.74806013,0.9998336,0.7696451872100657
ENCFF557SNT,Posterior Probability of Top SNV,Correlation Test,2,TSS,-0.28428019,0.9896477,0.010352302,0.0207046,0.9998336,0.21345342869090908
ENCFF557SNT,Posterior Probability of Top SNV,Correlation Test,2,AVE,-0.15558401,0.8938805,0.106119451,0.2122389,0.9998336,0.3837200726688103
ENCFF557SNT,Posterior Probability of Top SNV,Correlation Test,3,TSS,-0.16454514,0.8480365,0.151963543,0.30392709,0.9998336,0.43754265685421995
ENCFF557SNT,Posterior Probability of Top SNV,Correlation Test,3,AVE,-0.20716383,0.9031353,0.096864749,0.1937295,0.9998336,0.37473159312714777
ENCFF344JQP,Posterior Probability of Top SNV,Correlation Test,1,TSS,-0.001383754,0.5070584,0.4929416,0.9858832,0.9998336,0.7189265153246753
ENCFF344JQP,Posterior Probability of Top SNV,Correlation Test,1,AVE,-0.09455621,0.8872023,0.11279775,0.2255955,0.9998336,0.39102835737654323
ENCFF344JQP,Posterior Probability of Top SNV,Correlation Test,2,TSS,-0.1693588,0.9129952,0.08700479,0.1740096,0.9998336,0.36870331762264147
ENCFF344JQP,Posterior Probability of Top SNV,Correlation Test,2,AVE,-0.1321691,0.854945,0.14505498,0.29011,0.9998336,0.42643126319371727
ENCFF344JQP,Posterior Probability of Top SNV,Correlation Test,3,TSS,-0.1515072,0.8278216,0.17217835,0.3443567,0.9998336,0.4534447716814989
ENCFF344JQP,Posterior Probability of Top SNV,Correlation Test,3,AVE,-0.1642918,0.8476588,0.15234121,0.3046824,0.9998336,0.43754265685421995
ENCFF535BIH,Posterior Probability of Top SNV,Correlation Test,1,TSS,-0.01060628,0.5539406,0.446059445,0.892118889,0.9998336,0.682605652606267
ENCFF535BIH,Posterior Probability of Top SNV,Correlation Test,1,AVE,0.009877959,0.4497433,0.550256727,0.899486545,0.9998336,0.7472047211862152
ENCFF535BIH,Posterior Probability of Top SNV,Correlation Test,2,TSS,-0.3266434,0.9962837,0.003716267,0.007432534,0.9998336,0.12646569215151515
ENCFF535BIH,Posterior Probability of Top SNV,Correlation Test,2,AVE,-0.1855109,0.9320561,0.06794394,0.135887879,0.9998336,0.3408903695713043
ENCFF535BIH,Posterior Probability of Top SNV,Correlation Test,3,TSS,-0.07749407,0.6849493,0.315050693,0.630101387,0.9998336,0.5642773975103669
ENCFF535BIH,Posterior Probability of Top SNV,Correlation Test,3,AVE,-0.07022648,0.6686912,0.331308774,0.662617547,0.9998336,0.5794310789735614
ENCFF105MPH,Posterior Probability of Top SNV,Correlation Test,1,TSS,0.02520598,0.3735924,0.62640757,0.74718485,0.9998336,0.7696451872100657
ENCFF105MPH,Posterior Probability of Top SNV,Correlation Test,1,AVE,0.04346558,0.2890897,0.7109103,0.5781794,0.9998336,0.7889635061674877
ENCFF105MPH,Posterior Probability of Top SNV,Correlation Test,2,TSS,-0.08649811,0.7550863,0.24491367,0.48982733,0.9998336,0.5127192005904059
ENCFF105MPH,Posterior Probability of Top SNV,Correlation Test,2,AVE,-0.008552724,0.5271694,0.47283061,0.94566122,0.9998336,0.7055145598148148
ENCFF105MPH,Posterior Probability of Top SNV,Correlation Test,3,TSS,-0.1605187,0.8419624,0.15803761,0.31607522,0.9998336,0.4407304383374083
ENCFF105MPH,Posterior Probability of Top SNV,Correlation Test,3,AVE,-0.1628817,0.8455453,0.1544547,0.3089094,0.9998336,0.4388098576441103
ENCFF424MMT,Posterior Probability of Top SNV,Correlation Test,1,TSS,-0.03060933,0.6522808,0.347719239,0.69543848,0.9998336,0.5979918918790199
