ID,PC1,PC2,PC3,PC4,PC5
HG00160,0.5166298412777598,-0.30895009963854464,-1.068212247845704,-0.07706276348002372,0.016772503705852843
HG00171,0.5038634845570771,2.0675764053221006,0.8608074771953168,-0.0085615041310903,-0.008409451555582956
HG00173,0.5039254433662821,1.8785559528219025,0.6912400274806703,0.09505181058584238,0.04966700893191469
HG00174,0.49868006798882863,1.3048065124101726,0.29961638845746713,0.011156558044375682,0.03523286111649559
HG00176,0.4904031734113235,1.9481849187597362,1.0003870926601048,-0.11299129469557652,-0.03324916519865039
HG00177,0.48110157689644845,1.9967343811655385,0.8660713296854765,-0.004253486725263507,-0.12084248105973859
HG00178,0.5015166513012574,1.68361934559356,0.5250758553806721,0.03422127209919134,-0.04651430885643543
HG00179,0.4853388552001812,1.7303678234780036,0.49935990252517076,0.038499096914793536,-0.12544389330603603
HG00180,0.497005856059235,1.7285312028185027,0.49334436738246795,0.02180772430117052,-0.006150891511640299
HG00181,0.4577055492775359,1.0111386046589823,1.1203846347814486,0.1455258585217868,-0.15092320192356218
HG00182,0.4730671239811722,1.8980748887690304,0.6446507535196616,0.0783370256323482,0.07895956182016364
HG00183,0.49419860538812005,1.9458256407881658,0.7059877114141841,0.07698335606070303,0.023925045540289083
HG00185,0.4892860579191621,1.9987308212155188,0.7017215174183764,0.03772277729317532,-0.013678545045475943
HG00186,0.49018106958155505,2.0157219755082583,0.767974583042178,-0.004611795741341936,-0.02325648726324819
HG00187,0.4809158059082468,2.2208761964584722,1.1696635927345296,-0.02969872227929058,0.09074130856765641
HG00188,0.498793202309373,1.6721364351857122,0.6853993223084562,-0.08479855039982515,1.8714116708489279e-4
HG00189,0.4905586758403969,1.5638225313825964,0.4428088356717655,-0.041783416801432924,0.06563432084043608
HG00231,0.5007528389409385,-0.38093739158174544,-1.1142524155843248,-0.043876115969719465,0.15183876846855504
HG00232,0.5108729582738795,-0.35250953524474504,-1.2811153549492003,-0.10391054950184288,0.062271384751118077
HG00233,0.5038741850265007,-0.39197256228638383,-0.8349728907281522,0.09337673110580286,0.007442787633732604
HG00234,0.5132577965518176,-0.30932033521448005,-1.0501053106521723,0.00392225561573005,0.12779917989803372
HG00235,0.5078068099661468,-0.3594878960833346,-1.1445100718159777,0.07409020698829905,-0.052174360021775196
HG00236,0.5015847926826889,-0.4027428846444451,-1.2612905866268285,0.0870060429304075,0.24128146843710002
HG00238,0.5082733702186408,-0.39265497531518306,-1.454936497518362,-0.08525562163903179,0.007867603970949032
HG00239,0.50376786542283,-0.27345244840927957,-1.1961124540736003,0.08892044290050258,0.09888152267443515
HG00240,0.5162963078493489,-0.34543050332612296,-1.4946987094435138,0.020049955579869574,0.026568106588483593
HG00242,0.5030770192927231,-0.34664937922945266,-1.082658579629567,0.053401575306514966,0.09932047310261187
HG00243,0.5120965123709674,-0.33196725720789677,-1.1311895342708824,0.0787915508690435,0.012742555569939184
HG00244,0.5070032031190599,-0.44989590809036784,-1.110769201181517,-0.032907666645944356,0.0365600782732623
HG00245,0.49891568985934065,-0.3299963865100235,-0.8708689055941746,-0.049934993582951455,0.08559147807653297
HG00246,0.4991296178447343,-0.3402230145254298,-1.0279862855860629,-0.00333649279606681,0.014649023589717232
HG00250,0.513622249025335,-0.3341082474857373,-1.1003629166186628,-0.03513133392723912,0.07895167013085622
HG00251,0.50574891004479,-0.4285823567031005,-1.2957709587282737,0.08611787364897554,0.13523169789747855
HG00252,0.5131707772414841,-0.28812334996196615,-1.1358577354945276,0.07588625924861432,0.03839299966045125
HG00253,0.5143513959181094,-0.3441004106036451,-1.2242775648115773,-0.05738220383230655,-0.07865266724111111
HG00255,0.50154112924224,-0.3349005422224049,-0.9911913497858158,-0.020757595271349245,0.016521570518809627
HG00256,0.5168762415695527,-0.3354313693322902,-1.1940767680722317,0.03202079385617618,0.04890046280671475
HG00257,0.5078805523588731,-0.3571964788430989,-1.062045181634062,0.020761741694112067,-0.001933559071607934
HG00258,0.5117703048279415,-0.2645653057857778,-1.1626541701972115,-0.029722737598694385,0.05651792147861942
HG00259,0.5123114206043282,-0.4044626937502666,-0.8908528954958452,-0.013324953977936036,0.04512597111486035
HG00260,0.5100589550658489,-0.2849672947500535,-1.0721353230763633,0.06243468190970356,0.02766536411631231
HG00261,0.513136438040716,-0.3915153945732542,-1.2298540044151374,-0.05458086895394375,0.07589046452128269
HG00262,0.5139453431491159,-0.3558804655231405,-0.9195206968684319,0.008909322382797971,0.009866390936739196
HG00263,0.5137988485899008,-0.3955230827591306,-1.0838637305225722,-0.14355095091115744,-0.0376108076860945
HG00264,0.5043052535151227,-0.3914797625709412,-1.3027386344845537,0.148318127967848,0.04386985678182522
HG00265,0.5184603275813746,-0.2871058267963213,-1.2772656463993612,-0.0018101275565928967,-0.02444257619941147
HG00266,0.4868593533201874,1.859277232228658,0.9943606767104285,0.041292272476716005,-0.04855331272021513
HG00267,0.48885826464658955,1.9201773107160431,0.8700172134049309,-0.023696183583668404,-0.10757135549449587
HG00268,0.4995291108548085,1.5541397165115236,0.28648760660033384,-0.037121165788209745,-0.038658218752347734
HG00269,0.4914665207481469,2.051117574906806,0.7060458529589473,0.029607811516493884,0.03937737550231758
HG00271,0.4859511518816808,2.430649088977253,1.221870574348602,0.03675600339149676,0.06216548823261191
HG00272,0.4762321547795702,2.153261000501592,1.049801949370831,0.0704948209041731,-0.013515966446967925
HG00273,0.4926431127588956,1.5392048126681923,0.28033347969453554,0.03964077618508794,0.03101962458138198
HG00274,0.5011774944767485,1.6739222890802599,0.6628464765434077,0.021094887581038602,-0.04163138233422235
HG00275,0.5004343995767232,1.428244883558697,0.2994216966264481,-0.1381008847058653,-0.08083847919108483
HG00276,0.4822615937996697,1.848978229302982,0.7873454427889491,-0.017702909176929172,0.04416846192871616
HG00277,0.5060086907803998,1.155508308990843,-0.11435501608686574,0.0026482752977033575,-0.03153439829807297
HG00278,0.4869897390882184,2.0213753894906894,0.889339013660423,0.09202772216562151,-0.15714114173129745
HG00280,0.49668712126836917,1.78974544969185,0.5499079672949453,-0.10354487895221129,-0.025294467981617354
HG00281,0.5037243554226759,1.7638008102522607,0.5833512721929731,-0.019462633169183608,-0.06697835736415732
HG00282,0.49489356844255294,1.9278469808256862,0.6988644214384299,-0.10522328287610647,0.026919022069804874
HG00284,0.5027841343412225,1.762444163507941,0.8258160925872579,-0.07856833372377962,-0.006036123622652969
HG00285,0.48581288781751564,2.159317981332337,0.9489742618049204,0.04192327588748122,-0.040188125825121705
HG00306,0.5108336002214062,1.4146457991052455,0.03653072191734536,-0.03429250638245101,0.03283644871517043
HG00308,0.47956135389759175,1.8440951480967869,0.6833148214627425,0.10375480854558349,0.03476346883436644
HG00309,0.4919511100848464,1.8268252559956113,0.548970494705344,-0.10747059934600597,-0.0574098058461828
HG00310,0.5060196301516114,1.4763437819132281,0.15944848723777863,-0.03286851981432245,0.041271877264379746
HG00311,0.5146109170554735,1.1746255180269682,0.17480609643242348,0.09129869152848095,0.023482212128400497
HG00313,0.4917024431240057,1.994071288208677,0.8292754924485699,0.025721138501362945,0.03583969058604935
HG00315,0.4950437305765088,1.7656127991699408,0.6233115943094719,-0.011295173689132446,0.05871733268578823
HG00319,0.4946094238635159,1.8605058926362947,0.4405604896801233,0.06559654878563631,0.056117699807094114
HG00320,0.49776930381220325,1.5776926467599066,0.5085382793423004,-0.008938248008279102,0.04946651922407799
HG00321,0.49348234919710354,1.8608998323004438,0.7719344031220907,0.08520894156342344,-0.0018353813520825821
HG00323,0.4901438750460695,2.1679471614097685,1.0566578458213205,0.015399477219369358,-2.0658096118256208e-4
HG00324,0.48767929945522703,2.203554459228455,0.8905061453785784,-0.03852676067136786,-0.053055653665632405
HG00325,0.5004643302505271,2.2490520584703746,1.0671240865542617,0.034595406094475145,-0.045796496083733915
HG00326,0.4968075647887297,1.8384275681358029,0.42061117015142596,0.005249511185302136,-0.06861746289043562
HG00327,0.49541613770033516,1.8482691267947935,0.5235663902261051,-0.005327233634324979,0.01370284479392285
HG00328,0.5024249193058035,1.7832289338575764,0.5582011949119425,0.04850696494662416,0.04651048020755243
HG00329,0.498416610755454,1.527410765618803,0.32759315717082027,0.062882944616678,-0.06170903151896656
HG00330,0.4915515066947283,1.5964660214620447,0.05325019511773173,0.03384826427734217,0.015937063185927622
HG00331,0.4955036651345908,1.5001351682425768,0.46308558936731126,0.05988479226241708,-0.04800223673275651
HG00332,0.48855078462349716,1.517558961111364,0.4001523500396241,0.07385729639592638,-0.07039270601842525
HG00334,0.509509563580417,1.5290418925874218,0.24768382574229084,-0.004859698697587638,-0.08907493337876836
HG00335,0.5071609035041368,1.7081789451472102,0.6100504111801194,0.019796094006635498,-0.034971594016829324
HG00336,0.49498656702458566,1.8572124883807575,0.8002893360735895,-0.019679591178835106,-0.08229414226224827
HG00337,0.5041564310881617,1.4167857168561528,-0.018331942918387186,0.0514211389306556,-0.025943987801393256
HG00338,0.49379610853944533,1.8021623513305707,0.37381984104536553,-0.025428564666066834,0.054276295912298135
HG00339,0.49281880064763484,1.5772893890089874,0.33001086785130135,0.06520639052398045,-0.007915039290697253
HG00341,0.4651725546269306,1.0802779128529483,0.6504648090061342,-0.029549456633293433,0.09596759040412424
HG00342,0.5027799582338707,2.0240793368568952,0.7685952345898835,0.07779314954302921,0.04941266272031993
HG00343,0.491705450985901,1.8542902756107076,0.8046113996691708,0.04162848447051951,-0.058437389436386614
HG00344,0.5087186834675366,0.8203925648098124,-0.20119312186758828,-4.6405195775190095e-4,-0.06945107212245064
HG00345,0.49356820852603195,1.7631447038425934,0.6820229303201124,0.0663225241803611,-0.1042128617777433
HG00346,0.49495842388114464,1.5463019412426573,0.5639678384296408,0.050136234670193375,-0.09841439117447934
HG00349,0.484772397896943,1.93892661962007,0.5158178064956496,-8.985398146046908e-4,0.015112932762448277
HG00350,0.4963531883355557,0.8466892274910398,-0.3024374059014746,-0.046675920767145274,-0.03315367806432598
HG00351,0.4905658978612255,1.803858904444947,0.795504612953086,-0.005864540985418389,0.07363817879612879
HG00353,0.5045864737011531,1.829689609906422,0.5363141730598422,0.019184237155801316,0.011922114756775954
HG00355,0.5070169943702167,1.4778554675519306,0.2882515822780812,-0.020103125787733628,-0.05893447377951867
HG00356,0.49638609438572834,1.6554228148485186,0.449498336839809,-0.008678641613194567,-0.10184962771713667
HG00358,0.48536365759150807,2.393758426410407,1.1948143111035237,0.08962490340369779,-0.02126270137391369
HG00360,0.4996690448482236,1.5333260651487883,0.29507580352888735,-0.012173084883515817,-0.017193151471119657
HG00361,0.4937825308904315,2.2675080551528386,0.8651836023533217,0.020499240664697074,-0.03505573223622526
HG00362,0.4992278498026552,1.5904038444198698,0.17173918170028027,-0.04501178991838775,-0.05195821201081266
HG00364,0.4911671282561435,1.72682961549039,0.5540119099561823,-0.11121581380868241,-0.1496744670195414
HG00365,0.4973817781695047,2.1965811545461653,0.9948919291169346,0.05193908992771915,-0.053611069960405794
HG00366,0.49464713335206284,1.7332514979683509,0.6200707903372898,-0.04009091904973753,0.02129126825577098
HG00367,0.4999125629988416,1.6420638505179077,0.4259256702975755,0.1351793699111471,-0.004187068234769977
HG00369,0.4886803784652698,2.0107241619542604,0.6686486649855683,0.05495579424556334,-0.015780088492571013
HG00371,0.49078273082981577,1.8152257391460846,0.6821957370719541,0.02316838290964895,-0.18153607305299158
HG00372,0.5049481314355204,1.7596146617110482,0.5053362407901099,0.058891897582056464,-0.11304125622628272
HG00373,0.495224525325079,2.0688669558269877,0.9502154005370881,-0.05199583292602756,-0.0644467826478339
HG00375,0.4975596351837202,1.954436741105247,0.7501929307153382,0.07518517890536747,-0.11968187157503403
HG00376,0.5058933011939982,1.4927237543413487,0.2842936077444232,-0.10051161649156884,-0.03489059263177447
HG00378,0.4957669831445915,1.8121243612601554,0.6145113305770366,-0.04285543316615726,-0.01981448728558398
HG00379,0.5050697000170683,1.6838508348945662,0.3483588698595028,0.05093448400277889,0.07973214975378554
HG00380,0.5009179964774872,1.0022558496283636,-0.12612252475528696,-0.02779169014059573,-0.02853122893601872
HG00381,0.508326404748837,1.8587127090948437,0.7882846344739933,0.03815430502946094,-0.1136709546933138
HG00382,0.48361290736270013,2.085528064213871,0.900425573947791,0.12866244868268067,0.12767037974963438
HG00383,0.48775869350684525,2.218897968172798,0.9769732579389161,-0.08652555709618537,0.025629773432366946
HG00384,0.507375643922697,1.7806703142803009,0.47514642569592946,0.005216561564562554,0.09498862567747608
HG01334,0.5081425554630622,-0.28751831354024443,-1.0410223873369335,-0.06937521709532814,0.05104149494330903
HG01789,0.5129293413510022,-0.3375944534534976,-1.3495309922325045,-0.06415477439869344,0.03983869914702965
HG01790,0.5091457709185001,-0.35863498107729447,-0.9748254782253976,-0.1157979021820771,0.04229334851076715
HG01791,0.5128091431081492,-0.35905580332605197,-0.9623028227191786,0.073145504715295,0.08436248715428593
HG02215,0.5122097725487293,-0.3219638992206448,-1.1025768284117554,-0.13676122905399982,-0.11565763746051652
NA06984,0.513039097303992,-0.30485521647126623,-1.1485665457785714,0.004157782442757949,-0.0372136773292323
NA06985,0.4958782379216701,-0.36291775471178084,-0.8529777691025665,-0.20214303835584052,-0.009196885692522406
NA06986,0.5015452445066444,-0.28378216579447335,-1.2435132239972184,-0.01369222710421296,-0.012736038166257102
NA06989,0.508933607410067,-0.24735495011909614,-1.258062940815597,0.059712569481957974,0.001629563006039615
NA06994,0.5160944612009544,-0.23897410178226414,-1.0316267669432153,-0.09288766878973136,0.04519046368511996
NA07037,0.4978894124977957,-0.40181479428055494,-0.9684258838890277,0.07703508841528177,0.12817881462039266
NA07048,0.49318793089258084,-0.3389810198161833,-1.1401141329742257,-0.08611182827536548,-0.035179670994886225
NA07051,0.5277575893747865,-0.2092808672154059,-0.9791262753544714,0.02736844677681799,0.12489548576121982
NA07056,0.510187767035417,-0.33242735369219545,-1.146031551745246,-0.002678363448573163,0.1238427557963108
NA07347,0.5125458743875627,-0.42635144615947934,-0.6927600839991965,0.0057993266931961425,0.13945786713911104
NA07357,0.5140388947086925,-0.32641368412580074,-0.6769253440907242,0.10673810227018608,0.19412204690601398
NA10847,0.5132755832164637,-0.24003517501493507,-0.7228329541827277,0.010841400726676437,0.0470018421471412
NA10851,0.5278957086131054,-0.1489033913404407,-1.1048120531897248,-0.0020526738973381995,0.04533758181206936
NA11829,0.519125338852961,-0.035679204516536694,-1.0935679763937753,-0.0030969123730597457,0.07862599160258975
NA11830,0.5171441808425771,-0.09944323365207708,-0.7963681352431377,-0.24590329370628794,0.13685770128815664
NA11831,0.5039463913152984,-0.33606776769766494,-0.8887248138573393,-0.04742022324502626,-0.016466131373954362
NA11832,0.5075464715688195,-0.45279929367303956,-0.39437048017941523,0.004602299138959892,0.05088331563601423
NA11840,0.5160245382982116,0.019893026497599563,-0.7406774143247424,-0.039860168067615054,0.035580131184199164
NA11843,0.5065201466812549,-0.23262298715408075,-0.815536326898604,-0.10588962797443421,0.07943712361681388
NA11881,0.5109462152984438,-0.26989971915595695,-0.7392779621309373,0.05793628320847397,0.09344514101479952
NA11892,0.5002986471635534,-0.26039941819796497,-0.7776095395479091,0.09324937929540915,0.09164543220282452
NA11893,0.5169956287889449,-0.32323364719235337,-1.0755653724295167,0.06155984116000708,-0.07758233522416826
NA11894,0.5096157464005092,-0.3401606816279115,-1.2207701426207809,-0.03349506632600093,0.1441637190576567
NA11918,0.5184298482950906,-0.3280203276638387,-1.0252432199616668,0.03265286133661373,0.27521669051286174
NA11920,0.5187519003040629,-0.3080206298193048,-0.9344125153881331,-0.031389321069862655,0.003761579779277559
NA11930,0.4969862899496444,-0.2976906863111737,-0.5126395062951432,-0.04097169603738141,0.05827399674874792
NA11931,0.5117286586545963,-0.22946159849676864,-0.8366267436617061,0.036620636317741144,0.037372519816064716
NA11992,0.504384074163629,-0.40951233578530105,-0.82516466460666,0.012667051043241158,0.003537137937998964
NA11994,0.5132367347888119,-0.3012230388759462,-1.1219210233544306,0.08290252399426026,0.012101367486741886
NA11995,0.5144212947012666,-0.29665343279739187,-1.157540523398023,0.1350981317673575,0.07762347456860154
NA12004,0.5041291330652133,-0.3556885264015626,-0.6380020992534746,-0.10297362631139131,-0.006407333578807871
NA12005,0.5257012427960297,-0.32845084617658243,-1.0077620673008127,0.0013944102621816774,0.13365325238773743
NA12006,0.5220373635107751,-0.28873681627411896,-0.9371586941940204,0.022063949375658275,0.045333039308147194
NA12043,0.5262967500532482,-0.3439139511841781,-0.7943105614596108,0.02312334845259198,0.013719825082780236
NA12044,0.5206679166911113,-0.33061453032499655,-0.9832592641197593,-0.07145794780126451,-0.04092127438085956
NA12045,0.5041047046501368,-0.3970263450669628,-0.8758491364326425,0.07399649055736977,0.01579220979469603
NA12058,0.512929335384512,-0.26263172468049034,-1.015958697860205,-0.0683496224064491,0.0018894610151818903
NA12144,0.5059185191591067,-0.4850981109009603,-0.04162516889312176,-0.11016036418701226,-0.06755305391797801
NA12154,0.5230331189409965,-0.23070995110271617,-0.8694819497263495,0.005734904445163593,0.13853407965491263
NA12155,0.5163479378508297,-0.30709011439012585,-1.157650491376305,-0.020270662820598678,-0.06996351326053406
NA12156,0.5110425398872138,-0.30375830706449475,-1.2853894842686275,0.030000040562934475,0.022016725577468792
NA12234,0.5110274584192548,-0.3608997705603136,-0.7984014347848797,-0.0689525627126866,-0.047148441755373804
NA12249,0.5248845773650551,0.03142734070895377,-0.8954377603682098,0.012925126228001627,-0.008679561761947984
NA12272,0.5031331971781525,-0.43987395123487955,-0.7466781181890426,-0.058279275595300335,-0.030465062074728877
NA12273,0.4953067747524611,-0.46666926043525997,-0.4304938488268963,0.13296171736151924,-0.08073999509644374
NA12275,0.5021223988045597,-0.22749634947639308,-0.6948886571395446,-0.0659526022218083,-0.020065486665060354
NA12282,0.4958966909840716,-0.4189950390020385,-0.40915389661342294,-0.07260482159208813,0.054447503200035684
NA12283,0.489049125021153,-0.3992703768066016,-0.7939033922547458,-0.0185376241015318,0.11619891734447461
NA12286,0.485705326298273,-0.1539602789895489,-0.12286304447978126,0.06165924579086831,-0.0844062898389557
NA12287,0.511219094752282,-0.44274471159596923,-0.8010102616312023,-0.014845438004921831,0.07061330888622303
NA12340,0.5107975370553697,-0.34011316770412886,-1.003821046644339,0.027026921553710337,0.006170022523199095
NA12341,0.49188322234906134,-0.3082210787680324,-0.9309590008620579,-0.0648470775014039,0.04631619388243157
NA12342,0.5163102596141166,-0.27427336721736684,-1.2097760278320822,0.05310773675751444,-0.03924748408763309
NA12347,0.5134875690216866,-0.08315961451990163,-1.1417310437798636,0.03359715370764751,0.09665968799407836
NA12348,0.5085597776231953,-0.20197285791056946,-0.8608031336056977,-0.017644696224800804,-0.005225029345507521
NA12383,0.5006641441103146,-0.425269191576933,-0.5370169086847144,0.09627307755515851,-0.013743170841952026
NA12399,0.5046042889243615,-0.3128966717540303,-1.2172273597081777,0.08134571429267015,-0.013634781064408578
NA12400,0.5139529729761293,-0.4152906992474626,-0.9767398356854706,0.022625773164053304,0.07762026138621823
NA12413,0.4966668599937276,-0.4578529627700545,-0.32645368359750265,0.10308843784050316,-0.033854697324940765
NA12489,0.5142057321349355,-0.3629547306994746,-1.2693872253951912,-0.009466659497754834,0.07992230730372718
NA12546,0.4985140501166746,-0.36173994838864804,-0.8196214059310344,-0.08446972544348465,0.020038011670380395
NA12716,0.5317483201343917,-0.24383388344421608,-0.9046011363306088,-0.029910753141783566,0.02457455083483829
NA12717,0.508055169269644,-0.23680805427755003,-0.7394672952142779,-0.05070963031748863,0.030485337190497147
NA12718,0.5079941059942193,-0.2903308683359393,-0.774716647556768,-0.12970454834538073,0.0443933991286175
NA12749,0.5238612245261831,-0.33943407836827,-1.1014338791043805,-0.015139971533936323,-0.03790624580408677
NA12750,0.5100741061633337,-0.3284242431828337,-0.631872247139675,-0.029385651767069962,0.0884604294947726
NA12751,0.5067100983816227,-0.2450906302249824,-1.1843753320736388,-0.03571539716739629,0.02040535624607257
NA12760,0.49410192590323376,-0.3851819088258517,-0.8507710485944312,-0.0021847669348841595,-0.05423416442498171
NA12761,0.5126656976198967,-0.297086170622662,-0.9693848008061937,0.03672731387523407,0.12209868016226592
NA12762,0.521445865917377,-0.325205532444054,-0.8018704363278636,0.049062080942862664,-0.14975925290362402
NA12763,0.5042899195657133,-0.3109003992396474,-0.6226131950307787,0.017159517687411967,0.01928103095200152
NA12775,0.5182702490143757,-0.314577006011175,-0.9400651182225195,-0.029244857778940533,0.046803184897017076
NA12776,0.5069853331764398,-0.12879961305295692,-1.0983318418691213,-0.07988068902799922,0.03705690513244925
NA12777,0.5186480544380517,-0.37501715732851204,-1.02384929608137,0.008153750119752038,-0.04316697220501634
NA12778,0.517622082054571,-0.2922244131385004,-1.1337532555567136,-0.10284471280793826,0.08745191356218229
NA12812,0.5117465045764303,-0.26508818138946616,-0.8879682276572762,0.09227913340245694,0.017725110401719053
NA12813,0.5151936237943455,-0.4574323990829415,-0.789937213010288,0.03478533747968925,0.047986237945507416
NA12814,0.5132717123473615,-0.3035794025453334,-0.8671704313823304,0.06954236714661499,0.07471371872725992
NA12815,0.5178828932519832,-0.21352345040766987,-1.0180968282155007,-0.04325712175394053,0.024880023099374725
NA12827,0.5040258015544452,-0.2953930778028767,-1.1682490136722545,-0.10987755713471466,0.08125272918541585
NA12829,0.5004476757814152,-0.37153490541432177,-0.8236824090115767,0.006677103814675542,-0.057300586380401815
NA12830,0.5015148503130019,-0.31736805666119794,-0.7784244901302461,-0.036133826305461095,-0.07849460170946605
NA12842,0.5158631168061809,-0.31739204008434846,-0.9805677025833917,-0.016455497783227847,-7.838924000780999e-4
NA12843,0.5117177847767295,-0.14555137060949883,-1.0655075308361095,-0.045592488890688614,0.022566428146128074
NA12872,0.4994075633093064,-0.32253598653072657,-0.9140848119820509,-0.20859662370149923,0.01297241140021875
NA12873,0.5145665532640579,-0.2815285353281543,-0.8907112556015907,-0.01208458395568075,0.11367857416659671
NA12874,0.5049862354441561,-0.37213542570680525,-0.9509575500059663,-0.0796958901975648,0.0408756008217544
NA12889,0.4986556707208126,-0.3879141652008204,-0.45682505578651156,0.023908960600772147,8.039201109627431e-4
NA12890,0.5051285417427899,-0.192529380105485,-1.18629915420103,-0.04213610498861979,0.037554095557277935
NA18486,-2.02388606822045,0.09188096837016076,-0.05839670225989773,2.1687948062930347,4.076404400375735
