ID	ENSG00000162409.6
NA06994	0.0128449631495593
NA07037	0.0192540378703192
NA07048	-0.00204229263127162
NA07051	0.00741723204941414
NA07056	-0.00183224666272086
NA07347	0.00526356683130711
NA07357	0.0108590776662648
NA10847	-0.00225839037737825
NA10851	-0.00126668655442905
NA11829	0.00133816192561691
NA11830	0.00277209758530597
NA11831	0.00142314043711969
NA11832	0.00331703733706283
NA11840	-0.00168415011778491
NA11843	-0.00179749503200503
NA11881	0.00120934835400556
NA11892	0.0078418518417671
NA11893	0.00177833078317667
NA11894	0.0256262304547214
NA11918	-0.00384863863328436
NA11920	-0.00156504314393918
NA11930	0.00160282509505643
NA11931	-5.9899946791478e-4
NA11992	0.0023752275628136
NA11994	0.00150191262379261
NA11995	0.00270719665893312
NA12004	0.00192873002137582
NA12005	0.00262328732184995
NA12006	0.00568051493347389
NA12043	0.00951310345104072
NA12044	0.00326285701683104
NA12045	0.0113430078511725
NA12058	-0.00496265938807007
NA12144	0.00827598942279163
NA12154	0.0176773360100674
NA12155	4.64943570617112e-4
NA12156	-0.00207385023182613
NA12234	0.00409250693882457
NA12249	0.00296868026930124
NA12272	-0.0036881528300372
NA12273	-0.00269913424594687
NA12275	-6.9603534032112e-4
NA12282	0.0106520068574055
NA12283	0.0139375691065239
NA12286	0.00685901718223635
NA12287	0.00464672657823025
NA12340	0.00457334441261692
NA12341	-3.42596171118157e-4
NA12342	0.00817031189331672
NA12347	-8.66402798274041e-4
NA12348	0.0221035313634204
NA12383	0.00212042409503648
NA12399	0.00579932204484979
NA12400	-0.00189072752254054
NA12413	0.00345844311043031
NA12489	0.0042936827547886
NA12546	0.0186323808770099
NA12716	0.0141057237998156
NA12717	0.0149548296717692
NA12718	0.0056872754907505
NA12749	0.00414461543842038
NA12750	0.00529879480721611
NA12751	0.0141162685071652
NA12760	-0.00112822474442471
NA12761	-0.00237100034663476
NA12762	0.0235277573351149
NA12763	-0.00104600474363951
NA12775	0.00160771246938224
NA12776	0.00818063718104702
NA12777	0.00185110111238717
NA12778	0.0101633007322123
NA12812	0.00290884779857843
NA12813	0.0116286142274998
NA12814	0.0226695719816458
NA12815	0.0070579244734807
NA12827	-0.00178850977591978
NA12829	0.0110910012964146
NA12830	-2.25826520071066e-4
NA12842	0.00574875085860202
NA12843	0.0219336691402494
NA12872	0.00219438141493645
NA12873	-0.00211414914951009
NA12874	-9.99904037356357e-4
NA12889	0.0129880163209919
NA12890	-0.00258318501218686
NA18486	0.00613719205958404
NA18488	-0.00122333754261631
NA18489	-5.86791085030641e-4
NA18498	0.00735347514668891
NA18499	0.00559657801227282
NA18502	0.0035269910636575
NA18505	0.0146883182965462
NA18508	0.00283845979414131
NA18510	0.00286859156669269
NA18511	0.00692631676496634
NA18517	0.00402113457665013
NA18519	0.00243281276189661
NA18520	0.00320884363808214
NA18858	0.00374758907053687
NA18861	0.00606794264343042
NA18867	0.00256134115616037
NA18868	0.0482993286467423
NA18870	9.79894059787226e-4
NA18873	0.00462189966578301
NA18907	0.00116770091704512
NA18908	0.00177673340309933
NA18909	0.00115694624194551
NA18910	2.62255174896913e-4
NA18912	0.0030196754443714
NA18916	1.21089064365865e-4
NA18917	0.00749873431999531
NA18923	-0.00228989634978841
NA18933	0.00538092914994038
NA18934	0.00197797892690857
NA19092	0.00102979576374284
NA19093	0.0029671454952742
NA19095	0.00422482713412423
NA19096	0.00141170094814808
NA19098	0.0057082066949235
NA19099	7.34181297135523e-4
NA19102	0.00831338242475318
NA19107	0.00187170438963073
NA19108	0.00682284228775394
NA19113	0.0129076922710901
NA19114	-0.00161200476517058
NA19116	0.00467284451208184
NA19117	0.001815227104554
NA19118	0.0114405242580817
NA19119	-9.48546142898396e-5
NA19121	0.00489782302805578
NA19129	0.0157271279749464
NA19130	0.00536582640289602
NA19131	0.00215503635736702
NA19137	0.0040928933493124
NA19138	0.004243914295689
NA19141	0.00398992660549182
NA19143	0.00195267920204607
NA19144	0.0148583444424473
NA19146	0.00865882760368792
NA19147	0.0040284712032207
NA19149	0.0153480480734633
NA19152	0.00223522689085903
NA19153	1.44361133434543e-4
NA19159	0.00559811751732568
NA19160	0.00263623496060515
NA19171	0.00695954917164686
NA19172	0.00192618130955842
NA19175	0.0113264053918629
NA19184	0.00493126663979655
NA19185	0.00526496350943071
NA19189	0.00366429915086757
NA19190	-4.77628843229598e-4
NA19197	-0.00292783255460061
NA19198	0.0065264578011984
NA19200	0.00450163441360825
NA19201	0.00763057408845562
NA19204	0.00269411207268659
NA19206	0.00152037758962839
NA19207	0.00568384396768296
NA19209	0.00693311030238097
NA19210	0.00545753884512893
NA19213	-0.00206187556680532
NA19214	0.010729554969879
NA19222	0.00636678508497477
NA19223	0.00735343496672523
NA19225	0.00395176257358779
NA19235	0.00749912327211852
NA19236	-0.00239461550590504
NA19247	0.0122428662165371
NA19248	0.0133065506385403
NA19256	0.0041535964627104904
NA19257	0.0011962174667212
NA20502	0.00778220430919225
NA20503	0.00862861015610897
NA20504	0.00721688720683982
NA20505	0.00253222078198404
NA20506	0.00143406241020709
NA20507	0.00674960076051217
NA20508	0.00731123307906738
NA20509	0.00508866321578439
NA20510	0.00256907888820962
NA20512	0.00483896979396665
NA20513	-9.85318979370665e-4
NA20514	0.0130391196585207
NA20515	0.00485608200599233
NA20516	0.00362713453327402
NA20517	-0.00253267935763099
NA20518	0.00602161446629469
NA20519	0.00255585212139454
NA20520	0.00408032774676239
NA20521	0.0027170537439200498
NA20524	0.0132061727604581
NA20525	-1.54427425225353e-4
NA20527	0.00123402700300562
NA20528	-0.00146360403980141
NA20529	0.0161860593004176
NA20530	0.00208338805704458
NA20531	0.00232340657900141
NA20532	0.00444039245503697
NA20534	0.00965382400162549
NA20535	0.00625365729274902
NA20536	0.0097652291286864
NA20538	0.00555375804349182
NA20539	0.00503468004569962
NA20540	0.0103537737125765
NA20541	0.0206845319166136
NA20542	-4.05892709006098e-4
NA20543	0.0100183196836781
NA20544	0.0050703096163045
NA20581	0.00610083080940297
NA20582	5.06609546628434e-4
NA20585	-3.47580715128721e-4
NA20586	0.00326862083184129
NA20588	-7.3137785675606e-4
NA20589	0.0182183440496215
NA20752	0.00889206688896006
NA20754	0.00784501870390061
NA20756	-0.00100782948654717
NA20757	0.00548766396994413
NA20758	0.00383740208299476
NA20759	-4.59198685912928e-5
NA20760	0.0112876140306539
NA20761	0.00328472264109533
NA20765	0.00667063598072541
NA20766	0.00730024558267242
NA20768	-0.00254062840498124
NA20769	0.00110128795501778
NA20770	-6.47665595445207e-4
NA20771	0.00463525456369647
NA20772	0.00202609382333062
NA20773	7.73888623346631e-4
NA20774	0.00150877609880289
NA20778	0.0232651001436039
NA20783	0.00594459367199092
NA20785	0.00749039613265781
NA20786	0.00315420677751871
NA20787	0.00307114121415134
NA20790	0.00614346150021826
NA20792	0.00528015602452206
NA20795	0.00609787414264756
NA20796	5.38633815287909e-4
NA20797	-9.08906422672391e-5
NA20798	0.00742437730475943
NA20799	0.00633554811942946
NA20800	-6.28211338248055e-4
NA20801	0.00558082435824102
NA20802	0.00740901355087493
NA20803	0.0045888386993558
NA20804	0.00381363497262671
NA20805	-4.02465978870743e-4
NA20806	0.00461356632697632
NA20807	0.00462266665171202
NA20808	0.00338344197407485
NA20809	0.00826999242810727
NA20810	0.00525458196166961
NA20811	8.27467781457883e-4
NA20812	0.00197295142811422
NA20813	0.0123746231975192
NA20814	0.00676468310362012
NA20815	0.00378193821633087
NA20819	0.0110628525394404
NA20826	0.00259745679123357
NA20828	-0.00127593601477923
