ANNOTATION,MEDIATOR,TEST,POTENTIAL_SET,TYPE,TEST_STAT,GREATER,LESS,TWO_SIDED,GREATER.ADJ,LESS.ADJ
Absolute Distance to TSS,Maximum FST,Correlation Test,1,NA,-0.0209627,0.71543921,0.28456079,0.56912157,0.8279129870295017,0.9827772283989835
Absolute Distance to TSS,Maximum FST,Correlation Test,2,NA,-0.05390585,0.9700491,0.0299509,0.05990179,0.9761227526833632,0.9827772283989835
Absolute Distance to TSS,Maximum FST,Correlation Test,3,NA,0.02433929,0.17970159,0.82029841,0.35940319,0.8279129870295017,0.9845911205357144
CTCF Binding Site,Maximum FST,Correlation Test,1,NA,-0.01203994,0.6304816,0.36951839,0.7390368,0.8279129870295017,0.9827772283989835
CTCF Binding Site,Maximum FST,Correlation Test,2,NA,-0.02639158,0.8249902,0.17500979,0.3500196,0.8772343809073725,0.9827772283989835
CTCF Binding Site,Maximum FST,Correlation Test,3,NA,0.01067707,0.340851,0.65914901,0.681702,0.8279129870295017,0.9827772283989835
Enhancer,Maximum FST,Correlation Test,1,NA,-0.02057473,0.715428857,0.28457114,0.56914229,0.8279129870295017,0.9827772283989835
Enhancer,Maximum FST,Correlation Test,2,NA,-0.03011225,0.856869579,0.14313042,0.28626084,0.8983954113466915,0.9827772283989835
Enhancer,Maximum FST,Correlation Test,3,NA,0.01684059,0.2588384,0.7411616,0.5176768,0.8279129870295017,0.9845911205357144
Open chromatin,Maximum FST,Correlation Test,1,NA,-0.09505133,0.9958033,0.004196722,0.008393444,0.9965683,0.9827772283989835
Open chromatin,Maximum FST,Correlation Test,2,NA,0.006422262,0.4100636,0.589936351,0.820127298,0.8279129870295017,0.9827772283989835
Open chromatin,Maximum FST,Correlation Test,3,NA,-0.01043143,0.6556816,0.344318428,0.688636857,0.8279129870295017,0.9827772283989835
Promoter Flanking Region,Maximum FST,Correlation Test,1,NA,-0.002454191,0.52706812,0.47293188,0.9458638,0.8279129870295017,0.9827772283989835
Promoter Flanking Region,Maximum FST,Correlation Test,2,NA,-0.04237121,0.93329874,0.06670126,0.1334025,0.9459108851351352,0.9827772283989835
Promoter Flanking Region,Maximum FST,Correlation Test,3,NA,-0.02199918,0.80098371,0.19901629,0.3980326,0.86561640129683,0.9827772283989835
Promoter,Maximum FST,Correlation Test,1,NA,0.005612014,0.4383832,0.5616168,0.8767664,0.8279129870295017,0.9827772283989835
Promoter,Maximum FST,Correlation Test,2,NA,-0.004654761,0.5653464,0.4346536,0.8693071,0.8279129870295017,0.9827772283989835
Promoter,Maximum FST,Correlation Test,3,NA,-0.0257114,0.8380453,0.1619547,0.3239094,0.886211644736842,0.9827772283989835
TF binding site,Maximum FST,Correlation Test,1,NA,-0.0127399,0.63776749,0.3622325,0.724465,0.8279129870295017,0.9827772283989835
TF binding site,Maximum FST,Correlation Test,2,NA,0.02665613,0.17260459,0.8273954,0.3452092,0.8279129870295017,0.9845911205357144
TF binding site,Maximum FST,Correlation Test,3,NA,0.02242184,0.19451407,0.8054859,0.3890281,0.8279129870295017,0.9845911205357144
CADD.RawScore,Maximum FST,Correlation Test,1,NA,-0.03109701,0.8027678,0.1972322,0.39446449,0.8656172466539197,0.9827772283989835
CADD.RawScore,Maximum FST,Correlation Test,2,NA,-0.0251408,0.8104425,0.1895575,0.37911503,0.8698303527168733,0.9827772283989835
CADD.RawScore,Maximum FST,Correlation Test,3,NA,-0.01709458,0.7427269,0.2572731,0.51454622,0.8376556306306306,0.9827772283989835
CADD.PHRED,Maximum FST,Correlation Test,1,NA,-0.02140685,0.7211034,0.27889664,0.55779327,0.8279129870295017,0.9827772283989835
CADD.PHRED,Maximum FST,Correlation Test,2,NA,-0.0149425,0.6994072,0.30059279,0.60118559,0.8279129870295017,0.9827772283989835
CADD.PHRED,Maximum FST,Correlation Test,3,NA,-0.02107093,0.7891323,0.21086773,0.42173547,0.8578009239130435,0.9827772283989835
SIFTval,Maximum FST,Correlation Test,1,NA,NA,NA,NA,NA,NA,NA
SIFTval,Maximum FST,Correlation Test,2,NA,NA,NA,NA,NA,NA,NA
SIFTval,Maximum FST,Correlation Test,3,NA,NA,NA,NA,NA,NA,NA
PolyPhenVal,Maximum FST,Correlation Test,1,NA,NA,NA,NA,NA,NA,NA
PolyPhenVal,Maximum FST,Correlation Test,2,NA,NA,NA,NA,NA,NA,NA
PolyPhenVal,Maximum FST,Correlation Test,3,NA,NA,NA,NA,NA,NA,NA
priPhyloP,Maximum FST,Correlation Test,1,NA,-0.04196778,0.8745,0.125499997,0.25099999,0.9050712971481142,0.9827772283989835
priPhyloP,Maximum FST,Correlation Test,2,NA,0.02407417,0.20003024,0.799969762,0.40006048,0.8279129870295017,0.9845911205357144
priPhyloP,Maximum FST,Correlation Test,3,NA,-0.01471756,0.71238359,0.287616413,0.57523283,0.8279129870295017,0.9827772283989835
mamPhyloP,Maximum FST,Correlation Test,1,NA,-0.09863786,0.9965683,0.00343172,0.006863439,0.9965683,0.9827772283989835
mamPhyloP,Maximum FST,Correlation Test,2,NA,0.01340072,0.319758,0.680241985,0.639516029,0.8279129870295017,0.9827772283989835
mamPhyloP,Maximum FST,Correlation Test,3,NA,0.006124599,0.4078109,0.59218909,0.81562182,0.8279129870295017,0.9827772283989835
verPhyloP,Maximum FST,Correlation Test,1,NA,-0.09078476,0.993563,0.006437035,0.01287407,0.9953324799643811,0.9827772283989835
verPhyloP,Maximum FST,Correlation Test,2,NA,-0.009192542,0.6260031,0.373996903,0.74799381,0.8279129870295017,0.9827772283989835
verPhyloP,Maximum FST,Correlation Test,3,NA,0.03591683,0.085675200000000007,0.914324804,0.17135039,0.8279129870295017,0.9845911205357144
GerpN,Maximum FST,Correlation Test,1,NA,-0.04187692,0.8743025,0.125697514,0.25139503,0.9050712971481142,0.9827772283989835
GerpN,Maximum FST,Correlation Test,2,NA,-0.05612321,0.9752731,0.024726913,0.04945383,0.9796269977678572,0.9827772283989835
GerpN,Maximum FST,Correlation Test,3,NA,-0.03279444,0.894463,0.105537001,0.211074,0.9189688356164385,0.9827772283989835
GerpS,Maximum FST,Correlation Test,1,NA,-0.01172219,0.62586803,0.374132,0.7482639,0.8279129870295017,0.9827772283989835
