ANNOTATION,POTENTIAL_SET,TYPE,GREATER,LESS,TWO_SIDED,N,GREATER.ADJ,LESS.ADJ
Funseq.Value,1,NA,0.70689315946343,0.5,1,6,0.8831880033201392,0.9550803413552041
Aloft.Value,1,NA,NA,NA,NA,0,NA,NA
CpG,1,NA,0.9278060585334365,0.07220979394859067,0.14441958789718137,1242,0.9491082440943288,0.9550803413552041
GC,1,NA,0.9433285786888866,0.05668073287054469,0.1133614657410894,1242,0.9603408163568559,0.9550803413552041
Fathmm.XF,1,NA,0.999843804368078,1.5624343746768526e-4,3.124868749353705e-4,1238,0.9999914887215252,0.08819942045050833
CADD.RawScore,2,NA,0.2572814584428327,0.7427288641280781,0.5145629168856654,2271,0.8817125154072698,0.9550803413552041
CADD.PHRED,2,NA,0.2989171544047504,0.7010939527124549,0.5978343088095008,2271,0.8817125154072698,0.9550803413552041
SIFTval,2,NA,0.5,1,1,1,0.8817125154072698,1
PolyPhenVal,2,NA,0.9772498680518208,0.5,1,2,0.9851027687772372,0.9550803413552041
priPhyloP,2,NA,0.9251452860091656,0.0748593872826987,0.1497187745653974,2267,0.9487953465095329,0.9550803413552041
mamPhyloP,2,NA,0.968664704009411,0.0313375621768381,0.06267512435367621,2267,0.9790711287615264,0.9550803413552041
verPhyloP,2,NA,0.9685447837159676,0.03145748813418188,0.06291497626836376,2267,0.9790711287615264,0.9550803413552041
GerpN,2,NA,0.7333754826275252,0.26663504460113824,0.5332700892022765,2271,0.8831880033201392,0.9550803413552041
GerpS,2,NA,0.9967619583704908,0.00323835564534315,0.0064767112906863,2271,0.9999914887215252,0.6093505872654027
bStatistic,2,NA,0.4698623750627595,0.5301516876715471,0.939724750125519,2207,0.8817125154072698,0.9550803413552041
LINSIGHT,2,NA,0.63857333537989,0.36143900887880454,0.7228780177576091,2266,0.8817125154072698,0.9550803413552041
Funseq.Value,2,NA,0.9123329281116996,0.1200853423053474,0.2401706846106948,9,0.9423159066567552,0.9550803413552041
Aloft.Value,2,NA,NA,NA,NA,0,NA,NA
CpG,2,NA,0.987199865456078,0.01280163434990386,0.02560326869980773,2271,0.9933588663992087,0.9550803413552041
GC,2,NA,0.9973772920898288,0.0026229749734645,0.00524594994692901,2271,0.9999914887215252,0.5922677490082842
Fathmm.XF,2,NA,0.9991924267353391,8.076622640044977e-4,0.00161532452800899,2266,0.9999914887215252,0.2721284735588606
CADD.RawScore,3,NA,0.15025805619385424,0.8497473362285812,0.3005161123877085,2822,0.8817125154072698,0.9550803413552041
CADD.PHRED,3,NA,0.2820651687954995,0.7179426436107257,0.564130337590999,2822,0.8817125154072698,0.9550803413552041
SIFTval,3,NA,NA,NA,NA,0,NA,NA
PolyPhenVal,3,NA,NA,NA,NA,0,NA,NA
priPhyloP,3,NA,0.4379055257714228,0.5621039177233107,0.8758110515428456,2817,0.8817125154072698,0.9550803413552041
mamPhyloP,3,NA,0.2921782994954121,0.7078296654829072,0.5843565989908241,2817,0.8817125154072698,0.9550803413552041
verPhyloP,3,NA,0.3154754115281304,0.6845328220870442,0.6309508230562608,2817,0.8817125154072698,0.9550803413552041
GerpN,3,NA,0.8479828475672608,0.15202259847850724,0.3040451969570145,2822,0.9109159228386656,0.9550803413552041
GerpS,3,NA,0.5458544432084793,0.4541547266292936,0.9083094532585873,2822,0.8817125154072698,0.9550803413552041
bStatistic,3,NA,0.7295321850264168,0.2704762209936955,0.540952441987391,2763,0.8831880033201392,0.9550803413552041
LINSIGHT,3,NA,0.9342215032348072,0.06578155494205003,0.13156310988410003,2810,0.9545122870154726,0.9550803413552041
Funseq.Value,3,NA,0.579259709439103,0.579259709439103,1,4,0.8817125154072698,0.9550803413552041
Aloft.Value,3,NA,NA,NA,NA,0,NA,NA
CpG,3,NA,0.9023658372144764,0.09763962756504271,0.19527925513008543,2822,0.9372318585235914,0.9550803413552041
GC,3,NA,0.8573629675539679,0.14264240468035205,0.2852848093607041,2822,0.9138281664828602,0.9550803413552041
Fathmm.XF,3,NA,0.9585829012299268,0.04141916082821163,0.08283832165642327,2810,0.9714902113901144,0.9550803413552041
FIRE Score,1,NA,0.01865219288923723,0.9813513600683096,0.03730438577847447,1256,0.8817125154072698,0.9830928886576057
FIRE Score,2,NA,0.00113197775050751,0.9988681409108622,0.00226395550101502,2300,0.8817125154072698,0.9997536623123789
FIRE Score,3,NA,0.06489336900717421,0.9351095393239948,0.12978673801434842,2838,0.8817125154072698,0.963506513993927
Enformer:ENCFF093VXI,1,AVE,0.5387379652041879,0.4624149118901677,0.9248298237803354,119,0.8817125154072698,0.9550803413552041
Enformer:ENCFF093VXI,1,TSS,0.5237286889120505,0.47742754042017455,0.9548550808403492,119,0.8817125154072698,0.9550803413552041
Enformer:ENCFF093VXI,2,AVE,0.38776102635376,0.6128245270434485,0.77552205270752,202,0.8817125154072698,0.9550803413552041
Enformer:ENCFF093VXI,2,TSS,0.6354487099211502,0.36512592186602955,0.7302518437320591,202,0.8817125154072698,0.9550803413552041
Enformer:ENCFF093VXI,3,AVE,0.05353587839351032,0.9465808121847372,0.10707175678702063,257,0.8817125154072698,0.9666808629010962
Enformer:ENCFF093VXI,3,TSS,0.110924500044139,0.8892782570002491,0.221849000088278,257,0.8817125154072698,0.9550803413552041
Enformer:ENCFF915DFR,1,AVE,0.8178567171523934,0.18291174430826973,0.36582348861653946,119,0.9017191174744374,0.9550803413552041
Enformer:ENCFF915DFR,1,TSS,0.6269169985013825,0.37418258190027465,0.7483651638005493,119,0.8817125154072698,0.9550803413552041
Enformer:ENCFF915DFR,2,AVE,0.5301654349040782,0.4704428400481536,0.9408856800963072,202,0.8817125154072698,0.9550803413552041
Enformer:ENCFF915DFR,2,TSS,0.6536699516349732,0.34689437042616766,0.6937887408523353,202,0.8817125154072698,0.9550803413552041
Enformer:ENCFF915DFR,3,AVE,0.24318929550666293,0.7571464023942559,0.48637859101332587,257,0.8817125154072698,0.9550803413552041
Enformer:ENCFF915DFR,3,TSS,0.4551671092082398,0.5452580429265247,0.9103342184164795,257,0.8817125154072698,0.9550803413552041
Enformer:ENCFF776DPQ,1,AVE,0.7177839332460483,0.2831978755316279,0.5663957510632558,119,0.8831880033201392,0.9550803413552041
Enformer:ENCFF776DPQ,1,TSS,0.4064816586071227,0.5946441644147717,0.8129633172142454,119,0.8817125154072698,0.9550803413552041
Enformer:ENCFF776DPQ,2,AVE,0.2524991035153253,0.7479890916834023,0.5049982070306506,202,0.8817125154072698,0.9550803413552041
Enformer:ENCFF776DPQ,2,TSS,0.26112256675275175,0.7393742471653212,0.5222451335055035,202,0.8817125154072698,0.9550803413552041
Enformer:ENCFF776DPQ,3,AVE,0.04579111906150339,0.9543118856211784,0.09158223812300678,257,0.8817125154072698,0.9671616865945336
Enformer:ENCFF776DPQ,3,TSS,0.10110980235544592,0.8990798190484557,0.2022196047108918,257,0.8817125154072698,0.9557574385405838
Enformer:ENCFF279CYY,1,AVE,0.9035508215349984,0.09694629472673608,0.19389258945347215,119,0.9376000712435782,0.9550803413552041
Enformer:ENCFF279CYY,1,TSS,0.7275108602536058,0.2734542935102695,0.546908587020539,119,0.8831880033201392,0.9550803413552041
Enformer:ENCFF279CYY,2,AVE,0.16579450245000513,0.8345859458624798,0.33158900490001025,202,0.8817125154072698,0.9550803413552041
Enformer:ENCFF279CYY,2,TSS,0.17371819300697752,0.8266738282527112,0.34743638601395505,202,0.8817125154072698,0.9550803413552041
Enformer:ENCFF279CYY,3,AVE,0.04589432197301461,0.954208869278782,0.09178864394602924,257,0.8817125154072698,0.9671616865945336
Enformer:ENCFF279CYY,3,TSS,0.07929088165059002,0.9208673790641396,0.15858176330118004,257,0.8817125154072698,0.9599808596153404
Enformer:ENCFF340JIF,1,AVE,0.7918554690072206,0.20897783694179295,0.4179556738835859,119,0.894474255616129,0.9550803413552041
Enformer:ENCFF340JIF,1,TSS,0.6323991756717284,0.3686951575087328,0.7373903150174655,119,0.8817125154072698,0.9550803413552041
Enformer:ENCFF340JIF,2,AVE,0.5277319269113883,0.4728766154465911,0.9457532308931824,202,0.8817125154072698,0.9550803413552041
Enformer:ENCFF340JIF,2,TSS,0.5969286646672545,0.40366333676750193,0.8073266735350039,202,0.8817125154072698,0.9550803413552041
Enformer:ENCFF340JIF,3,AVE,0.29514478817319134,0.7052252528590506,0.5902895763463827,257,0.8817125154072698,0.9550803413552041
Enformer:ENCFF340JIF,3,TSS,0.12248854715088628,0.8777289887158927,0.2449770943017726,257,0.8817125154072698,0.9550803413552041
Enformer:ENCFF313LYI,1,AVE,0.864711972592684,0.135920281601459,0.271840563202918,119,0.915696005965462,0.9550803413552041
Enformer:ENCFF313LYI,1,TSS,0.9015511921748874,0.09895345493181965,0.1979069098636393,119,0.9372318585235914,0.9550803413552041
Enformer:ENCFF313LYI,2,AVE,0.05844123828929327,0.9417369662240528,0.11688247657858657,202,0.8817125154072698,0.9665645771517778
Enformer:ENCFF313LYI,2,TSS,0.06891786048391686,0.9312847572209916,0.13783572096783372,202,0.8817125154072698,0.9628392773832414
Enformer:ENCFF313LYI,3,AVE,0.6463147613016706,0.35408409103479593,0.7081681820695919,257,0.8817125154072698,0.9550803413552041
Enformer:ENCFF313LYI,3,TSS,0.48759340399514567,0.5128342645007113,0.9751868079902912,257,0.8817125154072698,0.9550803413552041
Enformer:ENCFF831ZHL,1,AVE,0.8937818114859226,0.10675146643614748,0.21350293287229496,119,0.9334687004325687,0.9550803413552041
Enformer:ENCFF831ZHL,1,TSS,0.9252645496076136,0.07514615567896835,0.1502923113579367,119,0.9487953465095329,0.9550803413552041
Enformer:ENCFF831ZHL,2,AVE,0.5295571599518464,0.47105118397413015,0.9421023679482604,202,0.8817125154072698,0.9550803413552041
Enformer:ENCFF831ZHL,2,TSS,0.607545459363713,0.3930423468379251,0.7860846936758503,202,0.8817125154072698,0.9550803413552041
Enformer:ENCFF831ZHL,3,AVE,0.08373753371107723,0.9164273776812444,0.16747506742215446,257,0.8817125154072698,0.9587858888227787
Enformer:ENCFF831ZHL,3,TSS,0.15616735166949292,0.8440893509626459,0.31233470333898583,257,0.8817125154072698,0.9550803413552041
Enformer:ENCFF039HDL,1,AVE,0.7216947017068475,0.2792805094773242,0.5585610189546484,119,0.8831880033201392,0.9550803413552041
Enformer:ENCFF039HDL,1,TSS,0.5788155294073335,0.42232030085765165,0.8446406017153033,119,0.8817125154072698,0.9550803413552041
Enformer:ENCFF039HDL,2,AVE,0.2042809567404038,0.7961522914603358,0.4085619134808076,202,0.8817125154072698,0.9550803413552041
Enformer:ENCFF039HDL,2,TSS,0.30558851693066996,0.694947310640953,0.6111770338613399,202,0.8817125154072698,0.9550803413552041
Enformer:ENCFF039HDL,3,AVE,0.02165692131357356,0.9783985690882332,0.04331384262714712,257,0.8817125154072698,0.9818773195561025
Enformer:ENCFF039HDL,3,TSS,0.15285190610754495,0.8474011791700526,0.3057038122150899,257,0.8817125154072698,0.9550803413552041
Enformer:ENCFF028KBY,1,AVE,0.40873561644020184,0.5923917447845366,0.8174712328804037,119,0.8817125154072698,0.9550803413552041
Enformer:ENCFF028KBY,1,TSS,0.6247167496573816,0.37638487094846473,0.7527697418969295,119,0.8817125154072698,0.9550803413552041
Enformer:ENCFF028KBY,2,AVE,0.44466998098154176,0.5559340631070863,0.8893399619630835,202,0.8817125154072698,0.9550803413552041
Enformer:ENCFF028KBY,2,TSS,0.7160283859077525,0.2844900424813721,0.5689800849627442,202,0.8831880033201392,0.9550803413552041
Enformer:ENCFF028KBY,3,AVE,0.13958281130229047,0.860655289661244,0.27916562260458094,257,0.8817125154072698,0.9550803413552041
Enformer:ENCFF028KBY,3,TSS,0.12162003138643088,0.8785964196430881,0.24324006277286175,257,0.8817125154072698,0.9550803413552041
Enformer:ENCFF309OEW,1,AVE,0.7361203818638185,0.264829339465359,0.529658678930718,119,0.8831880033201392,0.9550803413552041
Enformer:ENCFF309OEW,1,TSS,0.5651449418540712,0.4359980330561069,0.8719960661122137,119,0.8817125154072698,0.9550803413552041
Enformer:ENCFF309OEW,2,AVE,0.06573081597506222,0.9344645160534258,0.13146163195012445,202,0.8817125154072698,0.963506513993927
Enformer:ENCFF309OEW,2,TSS,0.1497678362603784,0.8505880140509894,0.2995356725207568,202,0.8817125154072698,0.9550803413552041
Enformer:ENCFF309OEW,3,AVE,0.43018742894098977,0.5702338455206014,0.8603748578819795,257,0.8817125154072698,0.9550803413552041
Enformer:ENCFF309OEW,3,TSS,0.543982432937979,0.4564428718148884,0.9128857436297768,257,0.8817125154072698,0.9550803413552041
Enformer:ENCFF601YET,1,AVE,0.5594248136352393,0.4417207410514995,0.8834414821029991,119,0.8817125154072698,0.9550803413552041
Enformer:ENCFF601YET,1,TSS,0.3830154651242013,0.6180920763528364,0.7660309302484026,119,0.8817125154072698,0.9550803413552041
Enformer:ENCFF601YET,2,AVE,0.73438430687514,0.2661173389103517,0.5322346778207034,202,0.8831880033201392,0.9550803413552041
Enformer:ENCFF601YET,2,TSS,0.6789689130989028,0.32157880524599636,0.6431576104919927,202,0.8831880033201392,0.9550803413552041
Enformer:ENCFF601YET,3,AVE,0.1177652809579668,0.8824463066597176,0.2355305619159336,257,0.8817125154072698,0.9550803413552041
Enformer:ENCFF601YET,3,TSS,0.18610119667635777,0.8141860154452841,0.3722023933527155,257,0.8817125154072698,0.9550803413552041
Enformer:ENCFF803DJF,1,AVE,0.3819079236471636,0.6191986521283985,0.7638158472943272,119,0.8817125154072698,0.9550803413552041
Enformer:ENCFF803DJF,1,TSS,0.3863437986482785,0.6147665888402426,0.7726875972965569,119,0.8817125154072698,0.9550803413552041
Enformer:ENCFF803DJF,2,AVE,0.6233193967617456,0.3772613468821264,0.7545226937642528,202,0.8817125154072698,0.9550803413552041
Enformer:ENCFF803DJF,2,TSS,0.8199328645909412,0.18046872092665953,0.36093744185331905,202,0.9031260528030953,0.9550803413552041
Enformer:ENCFF803DJF,3,AVE,0.07321982714404246,0.9269291204436194,0.14643965428808492,257,0.8817125154072698,0.9609761037473337
Enformer:ENCFF803DJF,3,TSS,0.1374498517255946,0.8627857627111738,0.2748997034511892,257,0.8817125154072698,0.9550803413552041
Enformer:ENCFF775CVC,1,AVE,0.8037164226350296,0.197088187222472,0.394176374444944,119,0.8949008899541672,0.9550803413552041
Enformer:ENCFF775CVC,1,TSS,0.7889301984854398,0.21190996280859553,0.42381992561719106,119,0.894474255616129,0.9550803413552041
Enformer:ENCFF775CVC,2,AVE,0.17293471418092177,0.8274561795888128,0.34586942836184353,202,0.8817125154072698,0.9550803413552041
Enformer:ENCFF775CVC,2,TSS,0.24982023933981287,0.7506652062822964,0.49964047867962574,202,0.8817125154072698,0.9550803413552041
Enformer:ENCFF775CVC,3,AVE,0.40590000892017386,0.5945158617818188,0.8118000178403477,257,0.8817125154072698,0.9550803413552041
Enformer:ENCFF775CVC,3,TSS,0.401331393077024,0.5990832794527342,0.802662786154048,257,0.8817125154072698,0.9550803413552041
Enformer:ENCFF600UCV,1,AVE,0.6302094435128002,0.3708870130605464,0.7417740261210928,119,0.8817125154072698,0.9550803413552041
Enformer:ENCFF600UCV,1,TSS,0.5075277255540707,0.4936302787049778,0.9872605574099556,119,0.8817125154072698,0.9550803413552041
Enformer:ENCFF600UCV,2,AVE,0.4516253834364458,0.5489800547453929,0.9032507668728916,202,0.8817125154072698,0.9550803413552041
Enformer:ENCFF600UCV,2,TSS,0.4084071871161585,0.5921865440894263,0.816814374232317,202,0.8817125154072698,0.9550803413552041
Enformer:ENCFF600UCV,3,AVE,0.5461081911977491,0.4543168567772682,0.9086337135545364,257,0.8817125154072698,0.9550803413552041
Enformer:ENCFF600UCV,3,TSS,0.4858828205299828,0.5145447859824613,0.9717656410599655,257,0.8817125154072698,0.9550803413552041
Enformer:ENCFF839SCO,1,AVE,0.96508433637179325,0.03514013462841141,0.07028026925682282,119,0.9772019872320669,0.9550803413552041
Enformer:ENCFF839SCO,1,TSS,0.734219204673401,0.26673398085416083,0.5334679617083217,119,0.8831880033201392,0.9550803413552041
Enformer:ENCFF839SCO,2,AVE,0.18820524072180245,0.8122069809698919,0.3764104814436049,202,0.8817125154072698,0.9550803413552041
Enformer:ENCFF839SCO,2,TSS,0.04833026639790117,0.9518230134451894,0.09666053279580236,202,0.8817125154072698,0.9671616865945336
Enformer:ENCFF839SCO,3,AVE,0.21603986627475677,0.7842742660792517,0.43207973254951354,257,0.8817125154072698,0.9550803413552041
Enformer:ENCFF839SCO,3,TSS,0.5070596970485852,0.4933681226924837,0.9867362453849674,257,0.8817125154072698,0.9550803413552041
Enformer:ENCFF557SNT,1,AVE,0.8883620419905989,0.1121906372698221,0.2243812745396442,119,0.9321196518656005,0.9550803413552041
Enformer:ENCFF557SNT,1,TSS,0.6421988728517661,0.3588855033450872,0.7177710066901744,119,0.8817125154072698,0.9550803413552041
Enformer:ENCFF557SNT,2,AVE,0.3273531108924793,0.6731986321058749,0.6547062217849586,202,0.8817125154072698,0.9550803413552041
Enformer:ENCFF557SNT,2,TSS,0.1405283885172714,0.8598125230388528,0.2810567770345428,202,0.8817125154072698,0.9550803413552041
Enformer:ENCFF557SNT,3,AVE,0.4526169836279581,0.5478078502395934,0.9052339672559162,257,0.8817125154072698,0.9550803413552041
Enformer:ENCFF557SNT,3,TSS,0.4394747378521536,0.560948176357185,0.8789494757043071,257,0.8817125154072698,0.9550803413552041
Enformer:ENCFF344JQP,1,AVE,0.6169845348757987,0.38412396380285,0.7682479276057,119,0.8817125154072698,0.9550803413552041
Enformer:ENCFF344JQP,1,TSS,0.7699997364310549,0.2308827381369129,0.4617654762738258,119,0.8943721218422437,0.9550803413552041
Enformer:ENCFF344JQP,2,AVE,0.0824010655806532,0.9178311279359342,0.1648021311613064,202,0.8817125154072698,0.9587858888227787
Enformer:ENCFF344JQP,2,TSS,0.14001723202354543,0.860322836253372,0.28003446404709087,202,0.8817125154072698,0.9550803413552041
Enformer:ENCFF344JQP,3,AVE,0.23951045142800517,0.7608224756215047,0.47902090285601034,257,0.8817125154072698,0.9550803413552041
Enformer:ENCFF344JQP,3,TSS,0.2776293518241992,0.7227300863943676,0.5552587036483984,257,0.8817125154072698,0.9550803413552041
Enformer:ENCFF535BIH,1,AVE,0.9280916753588476,0.07230710344512352,0.14461420689024704,119,0.9491082440943288,0.9550803413552041
Enformer:ENCFF535BIH,1,TSS,0.8261761575190746,0.1745700137220959,0.3491400274441918,119,0.9073471613220188,0.9550803413552041
Enformer:ENCFF535BIH,2,AVE,0.5112832102343523,0.4893265433197674,0.9786530866395348,202,0.8817125154072698,0.9550803413552041
Enformer:ENCFF535BIH,2,TSS,0.4125691210230355,0.5880260548227602,0.8251382420460711,202,0.8817125154072698,0.9550803413552041
Enformer:ENCFF535BIH,3,AVE,0.1314134387566093,0.8688150176815843,0.2628268775132186,257,0.8817125154072698,0.9550803413552041
Enformer:ENCFF535BIH,3,TSS,0.15719694546137,0.8430608704864719,0.31439389092274,257,0.8817125154072698,0.9550803413552041
Enformer:ENCFF105MPH,1,AVE,0.7078929187081526,0.29310499108049715,0.5862099821609943,119,0.8831880033201392,0.9550803413552041
Enformer:ENCFF105MPH,1,TSS,0.6529782887530026,0.34809427123223435,0.6961885424644687,119,0.8817125154072698,0.9550803413552041
Enformer:ENCFF105MPH,2,AVE,0.2997175338809175,0.7008136495536149,0.599435067761835,202,0.8817125154072698,0.9550803413552041
Enformer:ENCFF105MPH,2,TSS,0.3548300497216712,0.6457389274653744,0.7096600994433424,202,0.8817125154072698,0.9550803413552041
Enformer:ENCFF105MPH,3,AVE,0.18210526601035168,0.8181780891283157,0.36421053202070336,257,0.8817125154072698,0.9550803413552041
Enformer:ENCFF105MPH,3,TSS,0.22285759280594064,0.7774622012867631,0.4457151856118813,257,0.8817125154072698,0.9550803413552041
Enformer:ENCFF424MMT,1,AVE,0.9748943550826196,0.02527640392455316,0.05055280784910632,119,0.9836065477107037,0.9550803413552041
Enformer:ENCFF424MMT,1,TSS,0.7860942114546049,0.2147639440004504,0.4295278880009008,119,0.894474255616129,0.9550803413552041
Enformer:ENCFF424MMT,2,AVE,0.2512795816306651,0.7492073660826793,0.5025591632613302,202,0.8817125154072698,0.9550803413552041
Enformer:ENCFF424MMT,2,TSS,0.3204837576857289,0.6800631813979019,0.6409675153714578,202,0.8817125154072698,0.9550803413552041
Enformer:ENCFF424MMT,3,AVE,0.14372124111352486,0.85652329777699,0.2874424822270497,257,0.8817125154072698,0.9550803413552041
Enformer:ENCFF424MMT,3,TSS,0.0875129420764813,0.9126575077887864,0.1750258841529626,257,0.8817125154072698,0.9587858888227787
Enformer:ENCFF107LDM,1,AVE,0.8582983995910785,0.14235410147833685,0.2847082029566737,119,0.9138281664828602,0.9550803413552041
Enformer:ENCFF107LDM,1,TSS,0.8306104958963616,0.1701234752148402,0.3402469504296804,119,0.9086642211877379,0.9550803413552041
Enformer:ENCFF107LDM,2,AVE,0.69441148306933,0.30612476118264853,0.6122495223652971,202,0.8831880033201392,0.9550803413552041
Enformer:ENCFF107LDM,2,TSS,0.6965523102812193,0.30398226174991294,0.6079645234998259,202,0.8831880033201392,0.9550803413552041
Enformer:ENCFF107LDM,3,AVE,0.3673336808787193,0.6330702454214455,0.7346673617574386,257,0.8817125154072698,0.9550803413552041
Enformer:ENCFF107LDM,3,TSS,0.2819602765832634,0.718401873485653,0.5639205531665268,257,0.8817125154072698,0.9550803413552041
Enformer:ENCFF185INW,1,AVE,0.7646766464656185,0.2362171005503646,0.4724342011007292,119,0.8943721218422437,0.9550803413552041
Enformer:ENCFF185INW,1,TSS,0.5810852140821682,0.420049295884896,0.8400985917697921,119,0.8817125154072698,0.9550803413552041
Enformer:ENCFF185INW,2,AVE,0.31205065546992566,0.6884901103215182,0.6241013109398513,202,0.8817125154072698,0.9550803413552041
Enformer:ENCFF185INW,2,TSS,0.6305547814505938,0.3700223881504944,0.7400447763009887,202,0.8817125154072698,0.9550803413552041
Enformer:ENCFF185INW,3,AVE,0.4764800948185679,0.5239470304291647,0.9529601896371358,257,0.8817125154072698,0.9550803413552041
Enformer:ENCFF185INW,3,TSS,0.4038217469409283,0.596593585829257,0.8076434938818566,257,0.8817125154072698,0.9550803413552041
Enformer:ENCFF481DWO,1,AVE,0.8905530329684496,0.10999185779725654,0.21998371559451307,119,0.9326544247453015,0.9550803413552041
Enformer:ENCFF481DWO,1,TSS,0.8378383120074713,0.16287528592579956,0.3257505718515991,119,0.9086642211877379,0.9550803413552041
Enformer:ENCFF481DWO,2,AVE,0.4643634274996304,0.5362440800255597,0.9287268549992608,202,0.8817125154072698,0.9550803413552041
Enformer:ENCFF481DWO,2,TSS,0.24691510684626597,0.7535673180269951,0.49383021369253194,202,0.8817125154072698,0.9550803413552041
Enformer:ENCFF481DWO,3,AVE,0.04714724798261446,0.9529581990026644,0.09429449596522892,257,0.8817125154072698,0.9671616865945336
Enformer:ENCFF481DWO,3,TSS,0.09071120646712338,0.9094638599501144,0.18142241293424677,257,0.8817125154072698,0.9587158710398498
Enformer:ENCFF898IWR,1,AVE,0.8751524156694194,0.12544569219916796,0.2508913843983359,119,0.920826726272856,0.9550803413552041
Enformer:ENCFF898IWR,1,TSS,0.731354585922639,0.26960375934304026,0.5392075186860805,119,0.8831880033201392,0.9550803413552041
Enformer:ENCFF898IWR,2,AVE,0.5757864065223657,0.42481262551005206,0.8496252510201041,202,0.8817125154072698,0.9550803413552041
Enformer:ENCFF898IWR,2,TSS,0.4582923235860261,0.5423142756496784,0.9165846471720522,202,0.8817125154072698,0.9550803413552041
Enformer:ENCFF898IWR,3,AVE,0.1936650333466019,0.8066293054585985,0.3873300666932038,257,0.8817125154072698,0.9550803413552041
Enformer:ENCFF898IWR,3,TSS,0.3750357120230517,0.6253709337274416,0.7500714240461034,257,0.8817125154072698,0.9550803413552041
