ANNOTATION,POTENTIAL_SET,TYPE,GREATER,LESS,TWO_SIDED,N,GREATER.ADJ,LESS.ADJ
Enformer:ENCFF803DJF,1,AVE,0.826040922759335,0.173984728008626,0.347969456017252,1198,1,0.389751295123373
Enformer:ENCFF803DJF,1,TSS,0.882767912688745,0.11725174202964,0.23450348405928,1198,1,0.389751295123373
Enformer:ENCFF803DJF,2,AVE,0.503170065977449,0.49689270632402,0.993785412648041,910,1,0.546568593059257
Enformer:ENCFF803DJF,2,TSS,0.381121958261191,0.618938121197507,0.762243916522381,910,1,0.6439687069812298
Enformer:ENCFF803DJF,3,AVE,0.836200849321975,0.163861801006055,0.327723602012111,670,1,0.389751295123373
Enformer:ENCFF803DJF,3,TSS,0.848060818192279,0.151998814929079,0.303997629858157,670,1,0.389751295123373
Enformer:ENCFF775CVC,1,AVE,0.993130637617212,0.0068712768944669,0.0137425537889338,1198,1,0.389751295123373
Enformer:ENCFF775CVC,1,TSS,0.981393758936093,0.0186107896582624,0.0372215793165249,1198,1,0.389751295123373
Enformer:ENCFF775CVC,2,AVE,0.78211495702368,0.217931467104204,0.435862934208407,910,1,0.41047990143420787
Enformer:ENCFF775CVC,2,TSS,0.893297787621268,0.106731161883728,0.213462323767455,910,1,0.389751295123373
Enformer:ENCFF775CVC,3,AVE,0.948431286850131,0.051595520140375,0.10319104028075,670,1,0.389751295123373
Enformer:ENCFF775CVC,3,TSS,0.889432095901949,0.11061576464401,0.221231529288021,670,1,0.389751295123373
Enformer:ENCFF600UCV,1,AVE,0.953322238107401,0.0466875127841423,0.0933750255682846,1198,1,0.389751295123373
Enformer:ENCFF600UCV,1,TSS,0.921255395084175,0.0787592989432839,0.157518597886568,1198,1,0.389751295123373
Enformer:ENCFF600UCV,2,AVE,0.794530209051046,0.205514562333185,0.411029124666369,910,1,0.4067144339031981
Enformer:ENCFF600UCV,2,TSS,0.763862544008705,0.236185942095303,0.472371884190605,910,1,0.4175790017485279
Enformer:ENCFF600UCV,3,AVE,0.912912455747552,0.087127728818867,0.174255457637734,670,1,0.389751295123373
Enformer:ENCFF600UCV,3,TSS,0.60886854994983,0.391228815701363,0.782457631402727,670,1,0.481381542797764
Enformer:ENCFF839SCO,1,AVE,0.985606929285851,0.0143967216184165,0.028793443236833,1198,1,0.389751295123373
Enformer:ENCFF839SCO,1,TSS,0.997296630765832,0.00270420127715216,0.00540840255430432,1198,1,0.30611558457362453
Enformer:ENCFF839SCO,2,AVE,0.628216802062429,0.371842703050878,0.743685406101757,910,1,0.4712865484754256
Enformer:ENCFF839SCO,2,TSS,0.397301383825413,0.602759297521625,0.794602767650826,910,1,0.6311966001799071
Enformer:ENCFF839SCO,3,AVE,0.830468061257692,0.169595995302211,0.339191990604421,670,1,0.389751295123373
Enformer:ENCFF839SCO,3,TSS,0.648854287836276,0.351239743485089,0.702479486970178,670,1,0.46199798692621485
Enformer:ENCFF557SNT,1,AVE,0.997941408340679,0.00205924367505188,0.00411848735010377,1198,1,0.28938200863663266
Enformer:ENCFF557SNT,1,TSS,0.998229154916707,0.00177141212791932,0.00354282425583865,1198,1,0.2864626469720958
Enformer:ENCFF557SNT,2,AVE,0.680245727887547,0.319810634378103,0.639621268756205,910,1,0.446934863177116
Enformer:ENCFF557SNT,2,TSS,0.693089542348077,0.306965729319047,0.613931458638094,910,1,0.4389045165230575
Enformer:ENCFF557SNT,3,AVE,0.759301802664156,0.240777359333454,0.481554718666907,670,1,0.41803676497771464
Enformer:ENCFF557SNT,3,TSS,0.626901774854371,0.37319421980784,0.746388439615679,670,1,0.47149091163222645
Enformer:ENCFF344JQP,1,AVE,0.970910703457601,0.0290959215963336,0.0581918431926672,1198,1,0.389751295123373
Enformer:ENCFF344JQP,1,TSS,0.982258468202313,0.0177458996043821,0.0354917992087642,1198,1,0.389751295123373
Enformer:ENCFF344JQP,2,AVE,0.71582342843787,0.284229921182335,0.568459842364671,910,1,0.42558618367543527
Enformer:ENCFF344JQP,2,TSS,0.888533787317563,0.111496085339064,0.222992170678128,910,1,0.389751295123373
Enformer:ENCFF344JQP,3,AVE,0.813019656026502,0.187048480342007,0.374096960684014,670,1,0.3980054130585562
Enformer:ENCFF344JQP,3,TSS,0.876897914026928,0.12315373227105,0.246307464542099,670,1,0.389751295123373
Enformer:ENCFF535BIH,1,AVE,0.706763390703525,0.293270977395254,0.586541954790508,1198,1,0.43069022387533595
Enformer:ENCFF535BIH,1,TSS,0.86620575645781,0.133815797645027,0.267631595290055,1198,1,0.389751295123373
Enformer:ENCFF535BIH,2,AVE,0.870434551519046,0.129598661321181,0.259197322642362,910,1,0.389751295123373
Enformer:ENCFF535BIH,2,TSS,0.811652387756827,0.188390085932079,0.376780171864159,910,1,0.3986122939721747
Enformer:ENCFF535BIH,3,AVE,0.667378509144253,0.33271360931226,0.665427218624519,670,1,0.45125511151240905
Enformer:ENCFF535BIH,3,TSS,0.64551063361668,0.354583717844145,0.709167435688291,670,1,0.4638247341621342
Enformer:ENCFF105MPH,1,AVE,0.794084339271377,0.205944115948876,0.411888231897752,1198,1,0.4067144339031981
Enformer:ENCFF105MPH,1,TSS,0.784392734061448,0.215636499247772,0.431272998495543,1198,1,0.4079993447626594
Enformer:ENCFF105MPH,2,AVE,0.759430215698747,0.240618860374498,0.481237720748996,910,1,0.41803676497771464
Enformer:ENCFF105MPH,2,TSS,0.901113726187884,0.098913666402508,0.197827332805016,910,1,0.389751295123373
Enformer:ENCFF105MPH,3,AVE,0.759578756297567,0.240500356102117,0.481000712204233,670,1,0.41803676497771464
Enformer:ENCFF105MPH,3,TSS,0.600813490792674,0.399284417690712,0.798568835381424,670,1,0.48548867972705256
Enformer:ENCFF424MMT,1,AVE,0.597838285557192,0.402200357434868,0.804400714869737,1198,1,0.48746338824011837
Enformer:ENCFF424MMT,1,TSS,0.797418671840869,0.202609547908163,0.405219095816327,1198,1,0.405219095816326
Enformer:ENCFF424MMT,2,AVE,0.841089876882674,0.158948240699973,0.317896481399947,910,1,0.389751295123373
Enformer:ENCFF424MMT,2,TSS,0.837287175727811,0.162751534913101,0.325503069826202,910,1,0.389751295123373
Enformer:ENCFF424MMT,3,AVE,0.910189376892942,0.0898517401066149,0.17970348021323,670,1,0.389751295123373
Enformer:ENCFF424MMT,3,TSS,0.800933659216997,0.199137133539878,0.398274267079756,670,1,0.403296822557526
Enformer:ENCFF107LDM,1,AVE,0.9478356400982,0.0521750154341246,0.104350030868249,1198,1,0.389751295123373
Enformer:ENCFF107LDM,1,TSS,0.806678589045415,0.193348805687125,0.386697611374251,1198,1,0.400271428345711
Enformer:ENCFF107LDM,2,AVE,0.84011871409874594,0.159919629033889,0.319839258067778,910,1,0.389751295123373
Enformer:ENCFF107LDM,2,TSS,0.726657727993342,0.273394621755824,0.546789243511648,910,1,0.4252352817057569
Enformer:ENCFF107LDM,3,AVE,0.548584196620405,0.451516206380283,0.903032412760566,670,1,0.5173242364600004
Enformer:ENCFF107LDM,3,TSS,0.424739428035698,0.575359916709675,0.849478856071395,670,1,0.6133021583819286
Enformer:ENCFF185INW,1,AVE,0.744672654174273,0.255359441289351,0.510718882578702,1198,1,0.42023271570097503
Enformer:ENCFF185INW,1,TSS,0.748890675646753,0.251141139915223,0.502282279830445,1198,1,0.42023271570097503
Enformer:ENCFF185INW,2,AVE,0.868783434490291,0.131250070519825,0.26250014103965,910,1,0.389751295123373
Enformer:ENCFF185INW,2,TSS,0.816601859473982,0.183439918580209,0.366879837160418,910,1,0.39179997704301245
Enformer:ENCFF185INW,3,AVE,0.904876344653664,0.0951665584594535,0.190333116918907,670,1,0.389751295123373
Enformer:ENCFF185INW,3,TSS,0.849546601918915,0.150512642679998,0.301025285359995,670,1,0.389751295123373
Enformer:ENCFF481DWO,1,AVE,0.885882664209443,0.114136618139147,0.228273236278295,1198,1,0.389751295123373
Enformer:ENCFF481DWO,1,TSS,0.96749273797422,0.0325145253107676,0.0650290506215352,1198,1,0.389751295123373
Enformer:ENCFF481DWO,2,AVE,0.952459817772759,0.0475557715135991,0.0951115430271982,910,1,0.389751295123373
Enformer:ENCFF481DWO,2,TSS,0.920757601209414,0.0792656264475009,0.158531252895002,910,1,0.389751295123373
Enformer:ENCFF481DWO,3,AVE,0.815529896400761,0.184537671125359,0.369075342250719,670,1,0.3934023422107465
Enformer:ENCFF481DWO,3,TSS,0.829537712073351,0.170526569563655,0.34105313912731,670,1,0.389751295123373
Enformer:ENCFF898IWR,1,AVE,0.66145715961584,0.338579429980496,0.677158859960992,1198,1,0.4541136430544093
Enformer:ENCFF898IWR,1,TSS,0.623211797517743,0.376826134102636,0.753652268205273,1198,1,0.47238890786731336
Enformer:ENCFF898IWR,2,AVE,0.903024442226106,0.0970026131245808,0.194005226249162,910,1,0.389751295123373
Enformer:ENCFF898IWR,2,TSS,0.819494279179289,0.18054716476819,0.361094329536381,910,1,0.389751295123373
Enformer:ENCFF898IWR,3,AVE,0.83110776804928,0.168956133240858,0.337912266481716,670,1,0.389751295123373
Enformer:ENCFF898IWR,3,TSS,0.601792226680049,0.398305618125626,0.796611236251253,670,1,0.48548867972705256
Enformer:ENCFF399SZY,1,AVE,0.625466576757318,0.374571283504674,0.749142567009349,1198,1,0.47159066323601073
Enformer:ENCFF399SZY,1,TSS,0.725226524207209,0.274806790857596,0.549613581715191,1198,1,0.4252352817057569
Enformer:ENCFF399SZY,2,AVE,0.81785270879674,0.18218897073719,0.364377941474379,910,1,0.3909715724335588
Enformer:ENCFF399SZY,2,TSS,0.694855911851893,0.305199218875055,0.61039843775011,910,1,0.4389045165230575
Enformer:ENCFF399SZY,3,AVE,0.92679699291569,0.0732382463789829,0.146476492757966,670,1,0.389751295123373
Enformer:ENCFF399SZY,3,TSS,0.899469432827266,0.100575244504407,0.201150489008813,670,1,0.389751295123373
Enformer:ENCFF806TFL,1,AVE,0.61055524753845,0.389483059881946,0.778966119763891,1198,1,0.47988059291330376
Enformer:ENCFF806TFL,1,TSS,0.793044213830718,0.206984326457648,0.413968652915297,1198,1,0.40678169713551654
Enformer:ENCFF806TFL,2,AVE,0.398910340347164,0.601150406401304,0.797820680694327,910,1,0.6300946852280334
Enformer:ENCFF806TFL,2,TSS,0.729529293940826,0.270522781533239,0.541045563066478,910,1,0.4252352817057569
Enformer:ENCFF806TFL,3,AVE,0.917010018405899,0.083028842590315,0.16605768518063,670,1,0.389751295123373
Enformer:ENCFF806TFL,3,TSS,0.540894866984168,0.459205754879593,0.918411509759187,670,1,0.521385069732898
Enformer:ENCFF702MTT,1,AVE,0.511211312915104,0.488828574546765,0.97765714909353,1198,1,0.5406264748696298
Enformer:ENCFF702MTT,1,TSS,0.688628176143546,0.311407129894298,0.622814259788595,1198,1,0.44086993279928344
Enformer:ENCFF702MTT,2,AVE,0.74353053446536,0.256520147128422,0.513040294256845,910,1,0.42023271570097503
Enformer:ENCFF702MTT,2,TSS,0.810354283640752,0.189688370119313,0.379376740238626,910,1,0.39899459153019384
Enformer:ENCFF702MTT,3,AVE,0.75743775666233,0.242641737524278,0.485283475048556,670,1,0.4181815212235485
Enformer:ENCFF702MTT,3,TSS,0.470742634349405,0.529358245045353,0.94148526869881,670,1,0.5728810070662902
Enformer:ENCFF851GCH,1,AVE,0.579030204057696,0.421008858783908,0.842017717567817,1198,1,0.49747602102649674
Enformer:ENCFF851GCH,1,TSS,0.767070665221684,0.232959879441342,0.465919758882684,1198,1,0.4170661788307402
Enformer:ENCFF851GCH,2,AVE,0.881449115104844,0.118582095757926,0.237164191515852,910,1,0.389751295123373
Enformer:ENCFF851GCH,2,TSS,0.853738778614732,0.146297297821275,0.292594595642551,910,1,0.389751295123373
Enformer:ENCFF851GCH,3,AVE,0.766754524094611,0.23332307715,0.4666461543,670,1,0.4170661788307402
Enformer:ENCFF851GCH,3,TSS,0.426876485887884,0.573222960282005,0.853752971775769,670,1,0.6121588594709714
Enformer:ENCFF647IAI,1,AVE,0.819028000130696,0.180998298624497,0.361996597248993,1198,1,0.389751295123373
Enformer:ENCFF647IAI,1,TSS,0.855924890818947,0.144097777664875,0.28819555532975,1198,1,0.389751295123373
Enformer:ENCFF647IAI,2,AVE,0.830421662455966,0.169618095573579,0.339236191147158,910,1,0.389751295123373
Enformer:ENCFF647IAI,2,TSS,0.651439381989526,0.348618814992523,0.697237629985045,910,1,0.46067819359342244
Enformer:ENCFF647IAI,3,AVE,0.922124647945346,0.0779122924694472,0.155824584938894,670,1,0.389751295123373
Enformer:ENCFF647IAI,3,TSS,0.721346192918622,0.27873896519633,0.557477930392661,670,1,0.4252352817057569
Enformer:ENCFF951RXW,1,AVE,0.701535477535937,0.29849917062505,0.5969983412501,1198,1,0.4348791005760059
Enformer:ENCFF951RXW,1,TSS,0.818922791341274,0.181103516991956,0.362207033983911,1198,1,0.389751295123373
