ANNOTATION,POTENTIAL_SET,TYPE,GREATER,LESS,TWO_SIDED,N,GREATER.ADJ,LESS.ADJ
priPhyloP,1,NA,0.02810224234737468,0.971906129456759,0.05620448469474936,915,0.967814322276626,0.9873385791495927
mamPhyloP,1,NA,0.06100313434705098,0.9390119804621512,0.12200626869410196,915,0.967814322276626,0.9602373868921275
verPhyloP,1,NA,0.10998205091657652,0.8900415366770746,0.21996410183315304,915,0.967814322276626,0.9370237376108835
GerpN,1,NA,0.793369192268838,0.20666662582071657,0.41333325164143314,916,0.967814322276626,0.799112687122777
GerpS,1,NA,0.01771659364383396,0.9822888671804938,0.03543318728766793,916,0.967814322276626,0.992822796051062
bStatistic,1,NA,0.16394469401307768,0.8360899510945241,0.32788938802615536,893,0.967814322276626,0.9213239897671386
LINSIGHT,1,NA,0.5862508816965792,0.41380007598548274,0.8276001519709655,916,0.967814322276626,0.8231142413242825
Funseq.Value,1,NA,0.8234198233420061,0.2887343312136498,0.5774686624272996,5,0.967814322276626,0.799112687122777
Aloft.Value,1,NA,NA,NA,NA,0,NA,NA
CpG,1,NA,0.5825044106090701,0.4175677131638841,0.8351354263277682,916,0.967814322276626,0.8239196573255042
GC,1,NA,0.6330617188308874,0.3669870401076629,0.7339740802153258,916,0.967814322276626,0.8165209948874131
Fathmm.XF,1,NA,0.2112637158935039,0.7887724505751246,0.4225274317870078,916,0.967814322276626,0.9103077975514958
CADD.RawScore,2,NA,0.532486562354382,0.4675298418530638,0.9350596837061276,1917,0.967814322276626,0.8317908907784584
CADD.PHRED,2,NA,0.5608814246604289,0.4391348421437047,0.8782696842874094,1917,0.967814322276626,0.8250600593679583
SIFTval,2,NA,0.4375,0.6875,0.875,4,0.967814322276626,0.8903569367823262
PolyPhenVal,2,NA,0.5625,0.5625,1,4,0.967814322276626,0.8573955525606469
priPhyloP,2,NA,0.279875198478601,0.720139235848638,0.559750396957202,1910,0.967814322276626,0.8924758075255673
mamPhyloP,2,NA,0.08286427526778911,0.9171420624599572,0.16572855053557822,1910,0.967814322276626,0.9480762700399388
verPhyloP,2,NA,0.10391994648523664,0.8960875401110022,0.20783989297047328,1910,0.967814322276626,0.9373422813625885
GerpN,2,NA,0.31808578513304786,0.6819289657950437,0.6361715702660957,1917,0.967814322276626,0.8885265582588207
GerpS,2,NA,0.145334770914644,0.8546746762134589,0.290669541829288,1917,0.967814322276626,0.9297087403005623
bStatistic,2,NA,0.62290994783754,0.3771074203288979,0.7542148406577958,1865,0.967814322276626,0.8165209948874131
LINSIGHT,2,NA,0.850599496401461,0.1494103661499165,0.298820732299833,1912,0.967814322276626,0.799112687122777
Funseq.Value,2,NA,0.908788780274132,0.1332602629025054,0.2665205258050108,9,0.967814322276626,0.799112687122777
Aloft.Value,2,NA,NA,NA,NA,0,NA,NA
CpG,2,NA,0.5671272521728582,0.4328962426880336,0.8657924853760671,1917,0.967814322276626,0.8250600593679583
GC,2,NA,0.2541682362556914,0.7458455235953961,0.5083364725113828,1917,0.967814322276626,0.8993084085142782
Fathmm.XF,2,NA,4.121266255728347e-4,0.9995879349064186,8.242532511456694e-4,1912,0.15537173784095867,1
CADD.RawScore,3,NA,0.9531398750978808,0.04686296115082459,0.09372592230164918,2427,0.9731863258070841,0.799112687122777
CADD.PHRED,3,NA,0.9429975851667076,0.05700573108851695,0.1140114621770339,2427,0.9731863258070841,0.799112687122777
SIFTval,3,NA,0.5,1,1,1,0.967814322276626,1
PolyPhenVal,3,NA,1,0.5,1,1,1,0.8370966735919491
priPhyloP,3,NA,0.3254553499766073,0.674555451963057,0.6509106999532146,2424,0.967814322276626,0.8885265582588207
mamPhyloP,3,NA,0.0719770483155815,0.9280269393393584,0.143954096631163,2424,0.967814322276626,0.9524917191293938
verPhyloP,3,NA,0.1099490873250622,0.8900563704309633,0.21989817465012437,2424,0.967814322276626,0.9370237376108835
GerpN,3,NA,0.02447906189343714,0.9755226042836006,0.04895812378687429,2427,0.967814322276626,0.9877493871483904
GerpS,3,NA,0.2849721812857662,0.7150376756688972,0.5699443625715324,2427,0.967814322276626,0.8924758075255673
bStatistic,3,NA,0.0399507007040583,0.9600520703120063,0.0799014014081166,2356,0.967814322276626,0.9773347358441756
LINSIGHT,3,NA,0.36634099882691473,0.6336702397343775,0.7326819976538295,2421,0.967814322276626,0.870833876271167
Funseq.Value,3,NA,0.1381514586687417,0.9132159167220392,0.2763029173374834,5,0.967814322276626,0.9468369937739208
Aloft.Value,3,NA,NA,NA,NA,0,NA,NA
CpG,3,NA,0.27562225531026086,0.7243912283649192,0.5512445106205217,2427,0.967814322276626,0.8924758075255673
GC,3,NA,0.01137104554831387,0.9886298434736293,0.02274209109662775,2427,0.967814322276626,0.9959103026218123
Fathmm.XF,3,NA,1.0317431407719664e-5,0.9999896839098582,2.0634862815439327e-5,2421,0.00583450746106547,1
FIRE Score,1,NA,0.9999999989040018,1.0968200516945355e-9,2.193640103389071e-9,932,1,1.2405034784665196e-6
FIRE Score,2,NA,0.999970867269916,2.9137753080721375e-5,5.827550616144275e-5,1937,1,0.016477399367147937
FIRE Score,3,NA,0.998798800487449,0.00120131375301161,0.00240262750602322,2445,1,0.45289528488537695
Enformer:ENCFF093VXI,1,AVE,0.4347219753893855,0.5672375868173178,0.869443950778771,90,0.967814322276626,0.8583468093184305
Enformer:ENCFF093VXI,1,TSS,0.6730199995012085,0.32877909390445414,0.6575581878089083,90,0.967814322276626,0.799112687122777
Enformer:ENCFF093VXI,2,AVE,0.7872229268970522,0.21328160276499364,0.4265632055299873,181,0.967814322276626,0.799112687122777
Enformer:ENCFF093VXI,2,TSS,0.9320482756747795,0.06817983304688921,0.13635966609377842,181,0.971037774382709,0.799112687122777
Enformer:ENCFF093VXI,3,AVE,0.4090561308158633,0.5913973709984093,0.8181122616317266,239,0.967814322276626,0.8670961409482544
Enformer:ENCFF093VXI,3,TSS,0.4753327499544728,0.5251320593887294,0.9506654999089456,239,0.967814322276626,0.8379938642852082
Enformer:ENCFF915DFR,1,AVE,0.8943810610621367,0.10653131066438982,0.21306262132877965,90,0.967814322276626,0.799112687122777
Enformer:ENCFF915DFR,1,TSS,0.7769864427898006,0.2245026583714802,0.4490053167429604,90,0.967814322276626,0.799112687122777
Enformer:ENCFF915DFR,2,AVE,0.7811227039030796,0.2193901499588816,0.4387802999177632,181,0.967814322276626,0.799112687122777
Enformer:ENCFF915DFR,2,TSS,0.7699452992584721,0.23058224095301072,0.46116448190602144,181,0.967814322276626,0.799112687122777
Enformer:ENCFF915DFR,3,AVE,0.1593964487290583,0.840886721828294,0.3187928974581166,239,0.967814322276626,0.9233426042600006
Enformer:ENCFF915DFR,3,TSS,0.24659265602863176,0.7537754580060576,0.4931853120572635,239,0.967814322276626,0.9022473793864774
Enformer:ENCFF776DPQ,1,AVE,0.33965589207680386,0.6621665149049908,0.6793117841536077,90,0.967814322276626,0.8851055288662708
Enformer:ENCFF776DPQ,1,TSS,0.6136647865517261,0.38824240338281113,0.7764848067656223,90,0.967814322276626,0.8165209948874131
Enformer:ENCFF776DPQ,2,AVE,0.8579399995181296,0.14245060264276854,0.2849012052855371,181,0.967814322276626,0.799112687122777
Enformer:ENCFF776DPQ,2,TSS,0.8845098948526062,0.11582843802833816,0.23165687605667631,181,0.967814322276626,0.799112687122777
Enformer:ENCFF776DPQ,3,AVE,0.11688050455213655,0.8833485517461923,0.2337610091042731,239,0.967814322276626,0.9370237376108835
Enformer:ENCFF776DPQ,3,TSS,0.11147078189483856,0.8887506684302571,0.2229415637896771,239,0.967814322276626,0.9370237376108835
Enformer:ENCFF279CYY,1,AVE,0.7618442623037766,0.23970033658585585,0.4794006731717117,90,0.967814322276626,0.799112687122777
Enformer:ENCFF279CYY,1,TSS,0.531758903742311,0.4702222142797354,0.9404444285594707,90,0.967814322276626,0.8317908907784584
Enformer:ENCFF279CYY,2,AVE,0.8434201183813799,0.15699668824068466,0.3139933764813693,181,0.967814322276626,0.799112687122777
Enformer:ENCFF279CYY,2,TSS,0.787726759135388,0.21277707310294777,0.42555414620589554,181,0.967814322276626,0.799112687122777
Enformer:ENCFF279CYY,3,AVE,0.27658104138574696,0.7238094437868698,0.5531620827714939,239,0.967814322276626,0.8924758075255673
Enformer:ENCFF279CYY,3,TSS,0.34657863635197483,0.6538521028458831,0.6931572727039497,239,0.967814322276626,0.8782740241314653
Enformer:ENCFF340JIF,1,AVE,0.8096514023534774,0.1917046767290068,0.3834093534580136,90,0.967814322276626,0.799112687122777
Enformer:ENCFF340JIF,1,TSS,0.8305407786435047,0.17072004057410836,0.3414400811482167,90,0.967814322276626,0.799112687122777
Enformer:ENCFF340JIF,2,AVE,0.7961846854903601,0.20430721010294917,0.40861442020589833,181,0.967814322276626,0.799112687122777
Enformer:ENCFF340JIF,2,TSS,0.7872229268970522,0.21328160276499364,0.4265632055299873,181,0.967814322276626,0.799112687122777
Enformer:ENCFF340JIF,3,AVE,0.22468627958152065,0.7756634005910448,0.4493725591630413,239,0.967814322276626,0.9053408731356776
Enformer:ENCFF340JIF,3,TSS,0.0799327428924551,0.920240554326588,0.1598654857849102,239,0.967814322276626,0.9480762700399388
Enformer:ENCFF313LYI,1,AVE,0.5436273960681847,0.4583482741117774,0.9166965482235548,90,0.967814322276626,0.8281020735150484
Enformer:ENCFF313LYI,1,TSS,0.6585179446467284,0.343311937270797,0.686623874541594,90,0.967814322276626,0.8022433906059326
Enformer:ENCFF313LYI,2,AVE,0.8387951391084683,0.16162968869866845,0.3232593773973369,181,0.967814322276626,0.799112687122777
Enformer:ENCFF313LYI,2,TSS,0.816892630074126,0.1835681626491792,0.3671363252983584,181,0.967814322276626,0.799112687122777
Enformer:ENCFF313LYI,3,AVE,0.08599565730791546,0.9141874422644752,0.17199131461583092,239,0.967814322276626,0.9468369937739208
Enformer:ENCFF313LYI,3,TSS,0.2858345332526144,0.7145622136307543,0.5716690665052288,239,0.967814322276626,0.8924758075255673
Enformer:ENCFF831ZHL,1,AVE,0.7364880381101192,0.2651412623148026,0.5302825246296052,90,0.967814322276626,0.799112687122777
Enformer:ENCFF831ZHL,1,TSS,0.690784492139064,0.31097291492425183,0.6219458298485037,90,0.967814322276626,0.799112687122777
Enformer:ENCFF831ZHL,2,AVE,0.9821600179780382,0.01791638747817011,0.03583277495634023,181,0.9909214811178958,0.799112687122777
Enformer:ENCFF831ZHL,2,TSS,0.9528856230197986,0.04728535729932674,0.09457071459865347,181,0.9731863258070841,0.799112687122777
Enformer:ENCFF831ZHL,3,AVE,0.439688412771412,0.5607719309457806,0.8793768255428239,239,0.967814322276626,0.8568036766313049
Enformer:ENCFF831ZHL,3,TSS,0.26863063314440083,0.731754233830522,0.5372612662888017,239,0.967814322276626,0.8924758075255673
Enformer:ENCFF039HDL,1,AVE,0.690784492139064,0.31097291492425183,0.6219458298485037,90,0.967814322276626,0.799112687122777
Enformer:ENCFF039HDL,1,TSS,0.4386458670346623,0.5633168575342253,0.8772917340693246,90,0.967814322276626,0.857485014631506
Enformer:ENCFF039HDL,2,AVE,0.9590238188915076,0.0411289662420761,0.0822579324841522,181,0.978048637661222,0.799112687122777
Enformer:ENCFF039HDL,2,TSS,0.9454581102997172,0.05473399938956653,0.10946799877913306,181,0.9731863258070841,0.799112687122777
Enformer:ENCFF039HDL,3,AVE,0.1469801077407857,0.8532882356714258,0.2939602154815714,239,0.967814322276626,0.9297087403005623
Enformer:ENCFF039HDL,3,TSS,0.23317079983578137,0.7671862361820614,0.46634159967156275,239,0.967814322276626,0.9028810326359152
Enformer:ENCFF028KBY,1,AVE,0.6854993397698189,0.3162709318086459,0.6325418636172918,90,0.967814322276626,0.799112687122777
Enformer:ENCFF028KBY,1,TSS,0.7944115025637811,0.20700896796336185,0.4140179359267237,90,0.967814322276626,0.799112687122777
Enformer:ENCFF028KBY,2,AVE,0.93020682245767,0.07002603439674147,0.14005206879348295,181,0.971037774382709,0.799112687122777
Enformer:ENCFF028KBY,2,TSS,0.7733577576400414,0.2271653755210755,0.454330751042151,181,0.967814322276626,0.799112687122777
Enformer:ENCFF028KBY,3,AVE,0.2133313819859653,0.7870104934710299,0.4266627639719306,239,0.967814322276626,0.9103077975514958
Enformer:ENCFF028KBY,3,TSS,0.144178880633859,0.8560860111456486,0.288357761267718,239,0.967814322276626,0.9297087403005623
Enformer:ENCFF309OEW,1,AVE,0.8028120908067448,0.1985734025522229,0.3971468051044458,90,0.967814322276626,0.799112687122777
Enformer:ENCFF309OEW,1,TSS,0.8202867495736086,0.18102187081823756,0.3620437416364751,90,0.967814322276626,0.799112687122777
Enformer:ENCFF309OEW,2,AVE,0.74860133143841,0.2519522817765223,0.5039045635530446,181,0.967814322276626,0.799112687122777
Enformer:ENCFF309OEW,2,TSS,0.8409083405820452,0.15951284131167348,0.31902568262334696,181,0.967814322276626,0.799112687122777
Enformer:ENCFF309OEW,3,AVE,0.5083822850284134,0.4920833345433004,0.9841666690866008,239,0.967814322276626,0.8351917230950598
Enformer:ENCFF309OEW,3,TSS,0.5006985748594412,0.4997671416077419,0.9995342832154838,239,0.967814322276626,0.8370966735919491
Enformer:ENCFF601YET,1,AVE,0.4900658633817534,0.5119204218299034,0.9801317267635068,90,0.967814322276626,0.8370966735919491
Enformer:ENCFF601YET,1,TSS,0.641919739920054,0.35994187300086333,0.7198837460017267,90,0.967814322276626,0.8165209948874131
Enformer:ENCFF601YET,2,AVE,0.8122522458722614,0.18821575436101085,0.3764315087220217,181,0.967814322276626,0.799112687122777
Enformer:ENCFF601YET,2,TSS,0.7584553980537976,0.2420864935581388,0.4841729871162776,181,0.967814322276626,0.799112687122777
Enformer:ENCFF601YET,3,AVE,0.11988725718002552,0.8803459510768895,0.23977451436005104,239,0.967814322276626,0.9370237376108835
Enformer:ENCFF601YET,3,TSS,0.07338270694872073,0.9267796755750108,0.1467654138974415,239,0.967814322276626,0.9524917191293938
Enformer:ENCFF803DJF,1,AVE,0.7199688345870963,0.2817103247821089,0.5634206495642178,90,0.967814322276626,0.799112687122777
Enformer:ENCFF803DJF,1,TSS,0.7915647705725952,0.20986726991041177,0.4197345398208235,90,0.967814322276626,0.799112687122777
Enformer:ENCFF803DJF,2,AVE,0.9450733563797354,0.0551198232975444,0.1102396465950888,181,0.9731863258070841,0.799112687122777
Enformer:ENCFF803DJF,2,TSS,0.8744112453589289,0.1259476471994737,0.2518952943989474,181,0.967814322276626,0.799112687122777
Enformer:ENCFF803DJF,3,AVE,0.02610785936854337,0.9739628107386782,0.05221571873708675,239,0.967814322276626,0.9873385791495927
Enformer:ENCFF803DJF,3,TSS,0.0185904918313816,0.9814625621646138,0.03718098366276321,239,0.967814322276626,0.992822796051062
Enformer:ENCFF775CVC,1,AVE,0.6041022864774211,0.3978179590888742,0.7956359181777484,90,0.967814322276626,0.8165209948874131
Enformer:ENCFF775CVC,1,TSS,0.7725022782006445,0.22900365179273768,0.45800730358547537,90,0.967814322276626,0.799112687122777
Enformer:ENCFF775CVC,2,AVE,0.8575493973572315,0.14284193060237954,0.2856838612047591,181,0.967814322276626,0.799112687122777
Enformer:ENCFF775CVC,2,TSS,0.7041668688682456,0.29643316660998265,0.5928663332199653,181,0.967814322276626,0.799112687122777
Enformer:ENCFF775CVC,3,AVE,0.10720916682856003,0.8930061654962742,0.21441833365712007,239,0.967814322276626,0.9370237376108835
Enformer:ENCFF775CVC,3,TSS,0.09853338378934132,0.9016691353602037,0.19706676757868263,239,0.967814322276626,0.9390311161071734
Enformer:ENCFF600UCV,1,AVE,0.9533765551376284,0.04711122889274969,0.09422245778549938,90,0.9731863258070841,0.799112687122777
Enformer:ENCFF600UCV,1,TSS,0.8428191449968085,0.15838168654908172,0.31676337309816344,90,0.967814322276626,0.799112687122777
Enformer:ENCFF600UCV,2,AVE,0.83837031130133155,0.16205524561953352,0.32411049123906704,181,0.967814322276626,0.799112687122777
Enformer:ENCFF600UCV,2,TSS,0.9032443198033068,0.09705341012430664,0.1941068202486133,181,0.967814322276626,0.799112687122777
Enformer:ENCFF600UCV,3,AVE,0.7983784513464449,0.2019501181547076,0.4039002363094152,239,0.967814322276626,0.799112687122777
Enformer:ENCFF600UCV,3,TSS,0.4799825857267504,0.5204825309314054,0.9599651714535008,239,0.967814322276626,0.8379938642852082
Enformer:ENCFF839SCO,1,AVE,0.5059608762738285,0.49602600033126154,0.9920520006625232,90,0.967814322276626,0.8370966735919491
Enformer:ENCFF839SCO,1,TSS,0.8342872797395722,0.1669555588412763,0.3339111176825526,90,0.967814322276626,0.799112687122777
Enformer:ENCFF839SCO,2,AVE,0.6409829336139778,0.3596661227210851,0.7193322454421702,181,0.967814322276626,0.8165209948874131
Enformer:ENCFF839SCO,2,TSS,0.2631582544838439,0.7374080314009612,0.5263165089676878,181,0.967814322276626,0.8948588878910807
Enformer:ENCFF839SCO,3,AVE,0.08141726428253465,0.9187584591320532,0.1628345285650693,239,0.967814322276626,0.9480762700399388
Enformer:ENCFF839SCO,3,TSS,0.3217303014555183,0.678687992745103,0.6434606029110366,239,0.967814322276626,0.8885265582588207
Enformer:ENCFF557SNT,1,AVE,0.7944115025637811,0.20700896796336185,0.4140179359267237,90,0.967814322276626,0.799112687122777
Enformer:ENCFF557SNT,1,TSS,0.8014265974477771,0.19996475133684852,0.39992950267369703,90,0.967814322276626,0.799112687122777
Enformer:ENCFF557SNT,2,AVE,0.9306707477060846,0.06956091711788992,0.13912183423577984,181,0.971037774382709,0.799112687122777
Enformer:ENCFF557SNT,2,TSS,0.6735089282816766,0.32711729557126346,0.6542345911425269,181,0.967814322276626,0.799112687122777
Enformer:ENCFF557SNT,3,AVE,0.10202303276994534,0.8981846992227541,0.2040460655398907,239,0.967814322276626,0.9373422813625885
Enformer:ENCFF557SNT,3,TSS,0.09454074049845736,0.9056557140262876,0.1890814809969147,239,0.967814322276626,0.9414490924299002
Enformer:ENCFF344JQP,1,AVE,0.8028120908067448,0.1985734025522229,0.3971468051044458,90,0.967814322276626,0.799112687122777
Enformer:ENCFF344JQP,1,TSS,0.8850004766945003,0.11596918840676392,0.23193837681352783,90,0.967814322276626,0.799112687122777
Enformer:ENCFF344JQP,2,AVE,0.5249160284317164,0.475775220019586,0.951550440039172,181,0.967814322276626,0.8347131130475146
Enformer:ENCFF344JQP,2,TSS,0.5603669917222062,0.44031771678321274,0.8806354335664255,181,0.967814322276626,0.8250600593679583
Enformer:ENCFF344JQP,3,AVE,0.3169336943841919,0.6834819678914005,0.6338673887683838,239,0.967814322276626,0.8885265582588207
Enformer:ENCFF344JQP,3,TSS,0.2194736267963286,0.7808713955738581,0.4389472535926572,239,0.967814322276626,0.9094083641498714
Enformer:ENCFF535BIH,1,AVE,0.7915647705725952,0.20986726991041177,0.4197345398208235,90,0.967814322276626,0.799112687122777
Enformer:ENCFF535BIH,1,TSS,0.6748150805414133,0.3269800004987915,0.653960000997583,90,0.967814322276626,0.799112687122777
Enformer:ENCFF535BIH,2,AVE,0.6153854782099283,0.38527807951624543,0.7705561590324909,181,0.967814322276626,0.8165209948874131
Enformer:ENCFF535BIH,2,TSS,0.6608936166441128,0.33974205729463647,0.6794841145892729,181,0.967814322276626,0.801676756015725
Enformer:ENCFF535BIH,3,AVE,0.7781024947746996,0.22224501724285545,0.4444900344857109,239,0.967814322276626,0.799112687122777
Enformer:ENCFF535BIH,3,TSS,0.700319785898953,0.30008603148927293,0.6001720629785459,239,0.967814322276626,0.799112687122777
Enformer:ENCFF105MPH,1,AVE,0.7709963482072624,0.230515158558933,0.461030317117866,90,0.967814322276626,0.799112687122777
Enformer:ENCFF105MPH,1,TSS,0.6250488339574289,0.3768412583606134,0.7536825167212267,90,0.967814322276626,0.8165209948874131
Enformer:ENCFF105MPH,2,AVE,0.7595372023503697,0.2410033697010974,0.4820067394021948,181,0.967814322276626,0.799112687122777
Enformer:ENCFF105MPH,2,TSS,0.8507979895813114,0.14960569917714095,0.2992113983542819,181,0.967814322276626,0.799112687122777
Enformer:ENCFF105MPH,3,AVE,0.2425596434464909,0.7578052128038195,0.4851192868929818,239,0.967814322276626,0.9022473793864774
Enformer:ENCFF105MPH,3,TSS,0.14537493920221162,0.8548914312752982,0.29074987840442323,239,0.967814322276626,0.9297087403005623
Enformer:ENCFF424MMT,1,AVE,0.7397312393484886,0.261887786654434,0.523775573308868,90,0.967814322276626,0.799112687122777
Enformer:ENCFF424MMT,1,TSS,0.8690943324713771,0.13198802652747055,0.2639760530549411,90,0.967814322276626,0.799112687122777
Enformer:ENCFF424MMT,2,AVE,0.6640650893443358,0.33656828033811326,0.6731365606762265,181,0.967814322276626,0.7994038093297036
Enformer:ENCFF424MMT,2,TSS,0.8567660154721796,0.14362676458213863,0.28725352916427727,181,0.967814322276626,0.799112687122777
Enformer:ENCFF424MMT,3,AVE,0.48463514703559746,0.515830213718261,0.9692702940711948,239,0.967814322276626,0.8370966735919491
Enformer:ENCFF424MMT,3,TSS,0.17158722763730144,0.8287097794473761,0.3431744552746029,239,0.967814322276626,0.9187117492249747
Enformer:ENCFF107LDM,1,AVE,0.5,0.5019870244809588,1,90,0.967814322276626,0.8370966735919491
Enformer:ENCFF107LDM,1,TSS,0.7618442623037766,0.23970033658585585,0.4794006731717117,90,0.967814322276626,0.799112687122777
Enformer:ENCFF107LDM,2,AVE,0.8353761036466625,0.16505455588659385,0.3301091117731877,181,0.967814322276626,0.799112687122777
Enformer:ENCFF107LDM,2,TSS,0.8943351737848655,0.10598228121074146,0.21196456242148293,181,0.967814322276626,0.799112687122777
Enformer:ENCFF107LDM,3,AVE,0.815952932641222,0.18435783909052603,0.36871567818105205,239,0.967814322276626,0.799112687122777
Enformer:ENCFF107LDM,3,TSS,0.5653707475646803,0.4350887468856528,0.8701774937713056,239,0.967814322276626,0.8250600593679583
Enformer:ENCFF185INW,1,AVE,0.6002593166145973,0.40166584185218845,0.8033316837043769,90,0.967814322276626,0.8170576747029229
Enformer:ENCFF185INW,1,TSS,0.4113263045046958,0.5906103560159924,0.8226526090093916,90,0.967814322276626,0.8670961409482544
Enformer:ENCFF185INW,2,AVE,0.7172241112182878,0.2833633472795881,0.5667266945591762,181,0.967814322276626,0.799112687122777
Enformer:ENCFF185INW,2,TSS,0.6794334744171365,0.32118804742269247,0.6423760948453849,181,0.967814322276626,0.799112687122777
Enformer:ENCFF185INW,3,AVE,0.6210303624226706,0.379413834241596,0.758827668483192,239,0.967814322276626,0.8165209948874131
Enformer:ENCFF185INW,3,TSS,0.29563578935685697,0.704767269499166,0.5912715787137139,239,0.967814322276626,0.8924758075255673
Enformer:ENCFF481DWO,1,AVE,0.4093899200836974,0.5925445259659063,0.8187798401673948,90,0.967814322276626,0.8670961409482544
Enformer:ENCFF481DWO,1,TSS,0.5367082092029674,0.46527085488986136,0.9305417097797228,90,0.967814322276626,0.8317908907784584
Enformer:ENCFF481DWO,2,AVE,0.5770810355478494,0.4235986735270834,0.8471973470541669,181,0.967814322276626,0.8239196573255042
Enformer:ENCFF481DWO,2,TSS,0.5442329767080353,0.4564553904440587,0.9129107808881174,181,0.967814322276626,0.8273253951798564
Enformer:ENCFF481DWO,3,AVE,0.5079166654566997,0.4925489649022148,0.9850979298044296,239,0.967814322276626,0.8351917230950598
Enformer:ENCFF481DWO,3,TSS,0.4730090515853929,0.5274555804313266,0.9460181031707858,239,0.967814322276626,0.8383949399272451
Enformer:ENCFF898IWR,1,AVE,0.33058216391318274,0.6712209060955459,0.6611643278263655,90,0.967814322276626,0.8885265582588207
Enformer:ENCFF898IWR,1,TSS,0.6766061137323782,0.3251849194585867,0.6503698389171734,90,0.967814322276626,0.799112687122777
Enformer:ENCFF898IWR,2,AVE,0.7757034669288334,0.2248165980632471,0.4496331961264942,181,0.967814322276626,0.799112687122777
Enformer:ENCFF898IWR,2,TSS,0.5593398508004435,0.4413451245955922,0.8826902491911844,181,0.967814322276626,0.8250600593679583
Enformer:ENCFF898IWR,3,AVE,0.7545108012441528,0.24585672281478893,0.49171344562957786,239,0.967814322276626,0.799112687122777
Enformer:ENCFF898IWR,3,TSS,0.5269909484146071,0.47347372032847046,0.9469474406569408,239,0.967814322276626,0.832813029069207
Enformer:ENCFF399SZY,1,AVE,0.2490817070139973,0.7524952994746545,0.4981634140279945,90,0.967814322276626,0.9022473793864774
Enformer:ENCFF399SZY,1,TSS,0.16945922135649524,0.8317956067253528,0.3389184427129905,90,0.967814322276626,0.9187117492249747
Enformer:ENCFF399SZY,2,AVE,0.6596218126616674,0.34101477189576984,0.6820295437915397,181,0.967814322276626,0.801676756015725
Enformer:ENCFF399SZY,2,TSS,0.30671795449894773,0.6938913746342765,0.6134359089978955,181,0.967814322276626,0.8918081189901894
Enformer:ENCFF399SZY,3,AVE,0.4586256567896936,0.5418375249617389,0.9172513135793872,239,0.967814322276626,0.8499559510842256
