ANNOTATION,MEDIATOR,TEST,POTENTIAL_SET,TYPE,TEST_STAT,GREATER,LESS,TWO_SIDED,GREATER.ADJ,LESS.ADJ
Absolute Distance to TSS,Maximum FST,Correlation Test,1,NA,-0.01892336,0.66055526,0.3394447,0.6788895,0.7299450987804879,0.7722270514413518
Absolute Distance to TSS,Maximum FST,Correlation Test,2,NA,-0.04326473,0.89921493,0.1007851,0.2015701,0.9064666633064515,0.7722270514413518
Absolute Distance to TSS,Maximum FST,Correlation Test,3,NA,-0.030866,0.82953564,0.1704644,0.3409287,0.8453148505434783,0.7722270514413518
CTCF Binding Site,Maximum FST,Correlation Test,1,NA,-0.02305796,0.6959601,0.304039897,0.608079794,0.7463476928571429,0.7722270514413518
CTCF Binding Site,Maximum FST,Correlation Test,2,NA,0.01890272,0.28387441,0.716125591,0.567748817,0.7180763089005235,0.7823307233009709
CTCF Binding Site,Maximum FST,Correlation Test,3,NA,0.06259873,0.02407553,0.975924471,0.048151059,0.7180763089005235,0.9794068063113291
Enhancer,Maximum FST,Correlation Test,1,NA,-0.03040503,0.7505698,0.24943017,0.49886035,0.785480023255814,0.7722270514413518
Enhancer,Maximum FST,Correlation Test,2,NA,0.02300317,0.24342,0.75658003,0.48683993,0.7180763089005235,0.8007079339134524
Enhancer,Maximum FST,Correlation Test,3,NA,-0.0359323,0.8715012,0.12849879,0.25699758,0.8832782432432433,0.7722270514413518
Open chromatin,Maximum FST,Correlation Test,1,NA,-0.006200521,0.5548342,0.44516583,0.89033165,0.7180763089005235,0.7722270514413518
Open chromatin,Maximum FST,Correlation Test,2,NA,-0.03082384,0.824292,0.17570801,0.35141601,0.842069115245009,0.7722270514413518
Open chromatin,Maximum FST,Correlation Test,3,NA,0.005424409,0.4320868,0.56791319,0.86417362,0.7180763089005235,0.7722270514413518
Promoter Flanking Region,Maximum FST,Correlation Test,1,NA,0.06615036,0.07042637,0.92957363,0.14085274,0.7180763089005235,0.9412874291179119
Promoter Flanking Region,Maximum FST,Correlation Test,2,NA,0.02373936,0.23650092,0.76349908,0.47300183,0.7180763089005235,0.8065131126760563
Promoter Flanking Region,Maximum FST,Correlation Test,3,NA,0.02914575,0.17896231,0.82103769,0.35792463,0.7180763089005235,0.8481794318181818
Promoter,Maximum FST,Correlation Test,1,NA,-0.03203414,0.7617108875,0.23828911,0.476578225,0.7949209169179036,0.7722270514413518
Promoter,Maximum FST,Correlation Test,2,NA,-0.06775695,0.9797753668,0.02022463,0.0404492664,0.9797753668,0.7722270514413518
Promoter,Maximum FST,Correlation Test,3,NA,0.0321472,0.1556457757,0.84435422,0.3112915514,0.7180763089005235,0.8678289554794522
TF binding site,Maximum FST,Correlation Test,1,NA,-0.00241856,0.52144576,0.4785542,0.95710847,0.7180763089005235,0.7722270514413518
TF binding site,Maximum FST,Correlation Test,2,NA,0.005208396,0.43745673,0.5625433,0.87491346,0.7180763089005235,0.7722270514413518
TF binding site,Maximum FST,Correlation Test,3,NA,0.003519197,0.45581584000000003,0.5441842,0.91163168000000006,0.7180763089005235,0.7722270514413518
CADD.RawScore,Maximum FST,Correlation Test,1,NA,0.007099,0.4381047,0.56189525,0.87620949,0.7180763089005235,0.7722270514413518
CADD.RawScore,Maximum FST,Correlation Test,2,NA,0.03718689,0.1334807,0.86651928,0.26696144,0.7180763089005235,0.8846045281306715
CADD.RawScore,Maximum FST,Correlation Test,3,NA,-0.01076176,0.6314843,0.36851573,0.73703145,0.7226249199695123,0.7722270514413518
CADD.PHRED,Maximum FST,Correlation Test,1,NA,0.01973118,0.3325053,0.66749472,0.66501056,0.7180763089005235,0.7722270514413518
CADD.PHRED,Maximum FST,Correlation Test,2,NA,0.03596313,0.1415163,0.85848375,0.28303251,0.7180763089005235,0.8771972922343325
CADD.PHRED,Maximum FST,Correlation Test,3,NA,-0.01907971,0.7241984,0.27580162,0.55160324,0.7639533391853933,0.7722270514413518
SIFTval,Maximum FST,Correlation Test,1,NA,-0.4871261,0.6619548,0.3380452,0.6760904,0.7299450987804879,0.7722270514413518
SIFTval,Maximum FST,Correlation Test,2,NA,NA,NA,NA,NA,NA,NA
SIFTval,Maximum FST,Correlation Test,3,NA,NA,NA,NA,NA,NA,NA
PolyPhenVal,Maximum FST,Correlation Test,1,NA,-0.4084588,0.6339336,0.36606637,0.7321327,0.7227533324924318,0.7722270514413518
PolyPhenVal,Maximum FST,Correlation Test,2,NA,NA,NA,NA,NA,NA,NA
PolyPhenVal,Maximum FST,Correlation Test,3,NA,NA,NA,NA,NA,NA,NA
priPhyloP,Maximum FST,Correlation Test,1,NA,0.02224351,0.31290061,0.68709939,0.62580123,0.7180763089005235,0.7722270514413518
priPhyloP,Maximum FST,Correlation Test,2,NA,0.05665894,0.04558288,0.95441712,0.09116576,0.7180763089005235,0.9621140322580645
priPhyloP,Maximum FST,Correlation Test,3,NA,0.02160428,0.2503273,0.7496727,0.50065461,0.7180763089005235,0.797836843220339
mamPhyloP,Maximum FST,Correlation Test,1,NA,-0.07754255,0.9556524,0.0443476,0.0886952,0.9582076203208556,0.7722270514413518
mamPhyloP,Maximum FST,Correlation Test,2,NA,0.0708853,0.01724056,0.98275944,0.03448112,0.7180763089005235,0.98363378113879
mamPhyloP,Maximum FST,Correlation Test,3,NA,0.02186585,0.24774092,0.75225908,0.49548183,0.7180763089005235,0.797836843220339
verPhyloP,Maximum FST,Correlation Test,1,NA,-0.05510587,0.886641054,0.11335895,0.22671789,0.894592991704036,0.7722270514413518
verPhyloP,Maximum FST,Correlation Test,2,NA,0.06840518,0.020662973,0.97933703,0.04132595,0.7180763089005235,0.9810811743098843
verPhyloP,Maximum FST,Correlation Test,3,NA,0.06425479,0.022490989,0.97750901,0.04498198,0.7180763089005235,0.9801226704545455
GerpN,Maximum FST,Correlation Test,1,NA,-0.07651083,0.953652639,0.046347361,0.092694722,0.9570555030107046,0.7722270514413518
GerpN,Maximum FST,Correlation Test,2,NA,0.03902564,0.122005902,0.877994098,0.244011803,0.7180763089005235,0.8938853938914026
GerpN,Maximum FST,Correlation Test,3,NA,0.06275244,0.025005587,0.974994413,0.050011174,0.7180763089005235,0.9793470666294644
GerpS,Maximum FST,Correlation Test,1,NA,-0.03076249,0.750220775,0.24977922,0.499558449,0.785480023255814,0.7722270514413518
GerpS,Maximum FST,Correlation Test,2,NA,0.07376537,0.013753227,0.98624677,0.027506453,0.7180763089005235,0.98624677
GerpS,Maximum FST,Correlation Test,3,NA,0.01873434,0.279414811,0.72058519,0.558829622,0.7180763089005235,0.7840022618471953
bStatistic,Maximum FST,Correlation Test,1,NA,-0.0173189,0.64568293,0.35431707,0.70863415,0.7244203311752988,0.7722270514413518
bStatistic,Maximum FST,Correlation Test,2,NA,0.008484727,0.40177585,0.59822415,0.8035517,0.7180763089005235,0.7722270514413518
bStatistic,Maximum FST,Correlation Test,3,NA,-0.04257607,0.90439218,0.09560782,0.19121564,0.9108694740376007,0.7722270514413518
LINSIGHT,Maximum FST,Correlation Test,1,NA,0.03550755,0.21787443,0.782125568,0.43574886,0.7180763089005235,0.8185035013953489
LINSIGHT,Maximum FST,Correlation Test,2,NA,0.04003039,0.11656227,0.88343773,0.23312454,0.7180763089005235,0.8986143275316456
LINSIGHT,Maximum FST,Correlation Test,3,NA,-0.001732343,0.52153054,0.478469464,0.95693893,0.7180763089005235,0.7722270514413518
Funseq.Value,Maximum FST,Correlation Test,1,NA,0,0.5,0.5,1,0.7180763089005235,0.7722270514413518
Funseq.Value,Maximum FST,Correlation Test,2,NA,NA,NA,NA,NA,NA,NA
Funseq.Value,Maximum FST,Correlation Test,3,NA,NA,NA,NA,NA,NA,NA
Aloft.Value,Maximum FST,Correlation Test,1,NA,NA,NA,NA,NA,NA,NA
Aloft.Value,Maximum FST,Correlation Test,2,NA,NA,NA,NA,NA,NA,NA
Aloft.Value,Maximum FST,Correlation Test,3,NA,NA,NA,NA,NA,NA,NA
CpG,Maximum FST,Correlation Test,1,NA,0.05692331,0.1056336,0.89436638,0.21126723,0.7180763089005235,0.9080886078519855
CpG,Maximum FST,Correlation Test,2,NA,-0.05221113,0.9405147,0.05948532,0.11897064,0.9455576742627346,0.7722270514413518
CpG,Maximum FST,Correlation Test,3,NA,0.004456623,0.4447047,0.55529532,0.88940935,0.7180763089005235,0.7722270514413518
GC,Maximum FST,Correlation Test,1,NA,-0.002751375,0.52407105,0.47592895,0.95185789,0.7180763089005235,0.7722270514413518
GC,Maximum FST,Correlation Test,2,NA,1.666129e-4,0.49801649,0.50198351,0.99603298,0.7180763089005235,0.7722270514413518
GC,Maximum FST,Correlation Test,3,NA,0.01085449,0.36742524,0.63257476,0.73485048,0.7180763089005235,0.7722270514413518
Fathmm.XF,Maximum FST,Correlation Test,1,NA,0.03253487,0.23758097,0.76241903,0.4751619405,0.7180763089005235,0.80612914356203
Fathmm.XF,Maximum FST,Correlation Test,2,NA,0.03562027,0.14436768,0.855632321,0.2887353574,0.7180763089005235,0.8762927388535032
Fathmm.XF,Maximum FST,Correlation Test,3,NA,0.0497326,0.06044242,0.939557579,0.1208848425,0.7180763089005235,0.9505416154451439
FIRE Score,Maximum FST,Correlation Test,1,NA,-8.780512e-4,0.5077890709,0.4922109,0.9844218581,0.7180763089005235,0.7722270514413518
FIRE Score,Maximum FST,Correlation Test,2,NA,0.01510429,0.3244504819,0.6755495,0.6489009639,0.7180763089005235,0.7722270514413518
FIRE Score,Maximum FST,Correlation Test,3,NA,0.03324561,0.147641533,0.8523585,0.295283066,0.7180763089005235,0.8747651731996353
ENCFF093VXI,Maximum FST,Correlation Test,1,TSS,0.04306569,0.37301957,0.62698043,0.74603914,0.7180763089005235,0.7722270514413518
ENCFF093VXI,Maximum FST,Correlation Test,1,AVE,0.04589315,0.36499023,0.63500977,0.72998046,0.7180763089005235,0.7722270514413518
ENCFF093VXI,Maximum FST,Correlation Test,2,TSS,-0.02280813,0.59641967,0.40358033,0.80716065,0.7180763089005235,0.7722270514413518
ENCFF093VXI,Maximum FST,Correlation Test,2,AVE,-0.009051079,0.53857852,0.46142148,0.92284296,0.7180763089005235,0.7722270514413518
ENCFF093VXI,Maximum FST,Correlation Test,3,TSS,0.01985396,0.40729096,0.59270904,0.81458193,0.7180763089005235,0.7722270514413518
ENCFF093VXI,Maximum FST,Correlation Test,3,AVE,0.02568104,0.38080393,0.61919607,0.76160787,0.7180763089005235,0.7722270514413518
ENCFF915DFR,Maximum FST,Correlation Test,1,TSS,0.05448679,0.3409503,0.6590497,0.68190061,0.7180763089005235,0.7722270514413518
