ANNOTATION,POTENTIAL_SET,TYPE,GREATER,LESS,TWO_SIDED,N_MATCH,N_NONMATCH,GREATER.ADJ,LESS.ADJ
Promoter,2,NA,0.3607876701309099,0.6392142040021949,0.7215753402618199,8181,14423,0.3746641189820988,0.999999999910214
Promoter,3,NA,0.34839635278456504,0.6516056928752431,0.6967927055691301,5796,16778,0.362127831400272,0.999999999910214
TF binding site,1,NA,0.7624511573549037,0.23755371678636608,0.47510743357273216,12743,9920,0.7733628018250991,0.999999999910214
TF binding site,2,NA,0.8056424464670205,0.19436201799432076,0.3887240359886415,8197,14451,0.8157129770478583,0.999999999910214
TF binding site,3,NA,0.2514112636301221,0.748594641426373,0.5028225272602442,5807,16811,0.26520964926191487,0.999999999910214
CADD.RawScore,1,NA,0.6670287488336064,0.33297199921433385,0.6659439984286677,12685,9891,0.6796141969248065,0.999999999910214
CADD.PHRED,1,NA,0.6669662897728732,0.33303445833058093,0.6660689166611619,12685,9891,0.6796141969248065,0.999999999910214
SIFTval,1,NA,0.9909494143923252,0.00905955131585545,0.01811910263171091,434,286,0.9935779274278486,0.999999999910214
PolyPhenVal,1,NA,0.00175779865523579,0.9982442535518548,0.00351559731047159,438,289,0.0055064742404347675,0.999999999910214
priPhyloP,1,NA,0.40200765266555955,0.5979931450552322,0.8040153053311191,12675,9882,0.41556670749566504,0.999999999910214
mamPhyloP,1,NA,0.5164154593247577,0.48358536213490944,0.9671707242698188,12675,9882,0.5299684442301134,0.999999999910214
verPhyloP,1,NA,0.39768126642573015,0.6023195285387375,0.7953625328514603,12675,9882,0.4114694855171332,0.999999999910214
GerpN,1,NA,0.02084887664650657,0.9791512265818796,0.04169775329301314,12685,9891,0.048348928664904804,0.999999999910214
GerpS,1,NA,0.2070046249110511,0.7929959632673409,0.4140092498221022,12685,9891,0.22103883676942745,0.999999999910214
bStatistic,1,NA,3.684371445765478e-6,0.9999963156649834,7.368742891530956e-6,12475,9735,1.4115125741547474e-5,0.999999999910214
LINSIGHT,1,NA,0.19422127551075016,0.805779292615226,0.3884425510215003,12646,9878,0.20995893844536767,0.999999999910214
Funseq.Value,1,NA,0.2048960980038592,0.7951527351255795,0.4097921960077184,736,491,0.21920016522299654,0.999999999910214
Aloft.Value,1,NA,0.6528247858329775,0.35110548021969434,0.7022109604393887,40,35,0.666339610382175,0.999999999910214
CpG,1,NA,4.538073412548482e-6,0.9999954619709814,9.076146825096964e-6,12685,9891,1.7040315396788008e-5,0.999999999910214
GC,1,NA,4.104395390275764e-5,0.99995895639816,8.208790780551528e-5,12685,9891,1.3336344907085147e-4,0.999999999910214
Fathmm.XF,1,NA,2.296454734292501e-4,0.9997703563071906,4.592909468585002e-4,12646,9878,7.294620920693827e-4,0.999999999910214
CADD.RawScore,2,NA,0.4778307570090726,0.5221700893396799,0.9556615140181453,8167,14413,0.4912602705786839,0.999999999910214
CADD.PHRED,2,NA,0.47773977431469106,0.5222610720233206,0.955479548629382,8167,14413,0.4912602705786839,0.999999999910214
SIFTval,2,NA,0.9309778974328572,0.06908297863512398,0.13816595727024797,243,379,0.9375923052298936,0.999999999910214
PolyPhenVal,2,NA,0.10798552787494546,0.8920992139829084,0.21597105574989092,245,382,0.13412441249746784,0.999999999910214
priPhyloP,2,NA,0.3723196423488606,0.6276811632117463,0.7446392846977212,8162,14393,0.3862858869383421,0.999999999910214
mamPhyloP,2,NA,0.5524674052391271,0.44753343638493054,0.8950668727698611,8162,14393,0.5662563040680214,0.999999999910214
verPhyloP,2,NA,0.3918217302670131,0.6081790873025564,0.7836434605340262,8162,14393,0.40614793612686734,0.999999999910214
GerpN,2,NA,0.8954231286293266,0.1045772566017116,0.2091545132034232,8167,14413,0.9033895265708687,0.999999999910214
GerpS,2,NA,0.05879754123107789,0.941202707891532,0.1175950824621558,8167,14413,0.09108799420224362,0.999999999910214
bStatistic,2,NA,1.1796256653981368e-5,0.9999882038573296,2.3592513307962735e-5,8023,14219,4.078339952931363e-5,0.999999999910214
LINSIGHT,2,NA,0.6336448134619241,0.3663559880772701,0.7327119761545402,8153,14396,0.6479289616463678,0.999999999910214
Funseq.Value,2,NA,0.7074311586950272,0.2926393045262502,0.5852786090525004,423,673,0.7201318976303059,0.999999999910214
Aloft.Value,2,NA,0.8303073868902793,0.17208244090409272,0.34416488180818544,34,48,0.8399362861138061,0.999999999910214
CpG,2,NA,0.00216487280526164,0.9978351420144572,0.00432974561052328,8167,14413,0.0067629910775942135,0.999999999910214
GC,2,NA,0.03950545844884048,0.9604947228438484,0.07901091689768097,8167,14413,0.07032839855727645,0.999999999910214
Fathmm.XF,2,NA,0.02912280569260483,0.970877335664023,0.05824561138520967,8153,14396,0.058555428467045874,0.999999999910214
CADD.RawScore,3,NA,0.7192579222059456,0.2807428675125512,0.5614857350251024,5783,16764,0.7308588564350738,0.999999999910214
CADD.PHRED,3,NA,0.7191967222620451,0.280804067539723,0.561608135079446,5783,16764,0.7308588564350738,0.999999999910214
SIFTval,3,NA,0.9406294386747688,0.05943032944479023,0.11886065888958046,185,420,0.945632786752826,0.999999999910214
PolyPhenVal,3,NA,0.06258547750152203,0.9374764775033478,0.1251709550030441,187,423,0.09475558275931373,0.999999999910214
priPhyloP,3,NA,0.500318390066406,0.49968254637476783,0.9993650927495356,5780,16745,0.5139139984921236,0.999999999910214
mamPhyloP,3,NA,0.4392349942694515,0.5607659308014528,0.878469988538903,5780,16745,0.45240007584156045,0.999999999910214
verPhyloP,3,NA,0.39399419290322046,0.6060067098063074,0.7879883858064409,5780,16745,0.40802686278744477,0.999999999910214
GerpN,3,NA,0.0908333531407064,0.9091670299527072,0.1816667062814128,5783,16764,0.11935692058118313,0.999999999910214
GerpS,3,NA,0.20387481427736984,0.796125849249976,0.4077496285547397,5783,16764,0.2183135405009796,0.999999999910214
bStatistic,3,NA,3.303599140927492e-7,0.999999669644164,6.607198281854984e-7,5701,16537,2.1377604871698225e-6,0.999999999910214
LINSIGHT,3,NA,0.6342515679285123,0.3657493162015823,0.7314986324031647,5770,16734,0.6479651153431829,0.999999999910214
Funseq.Value,3,NA,0.03519851675764093,0.9648196206729234,0.07039703351528187,292,774,0.06589151636832423,0.999999999910214
Aloft.Value,3,NA,0.7642017004696027,0.23919540297649453,0.47839080595298905,19,63,0.7744456910925196,0.999999999910214
CpG,3,NA,0.2710321914152781,0.7289686035795844,0.5420643828305562,5783,16764,0.28379548020768736,0.999999999910214
GC,3,NA,0.01700355122779022,0.9829965475888934,0.03400710245558044,5783,16764,0.04191745020068285,0.999999999910214
Fathmm.XF,3,NA,0.02302309860060105,0.9769770295578728,0.04604619720120211,5770,16734,0.051092355798594113,0.999999999910214
FIRE Score,1,NA,0.9972921027016856,0.00270791444414141,0.00541582888828282,12693,9903,0.9990541028831373,0.999999999910214
FIRE Score,2,NA,0.9693306022612002,0.03066954465458944,0.06133908930917889,8182,14430,0.973623474724713,0.999999999910214
FIRE Score,3,NA,0.9875829660144984,0.01241710924477081,0.02483421848954162,5792,16776,0.9910788349207443,0.999999999910214
Enformer:ENCFF093VXI,1,AVE,1.2881293996540371e-06,0.9999987119308492,2.5762587993080743e-6,4492,3657,6.061156594222731e-6,0.999999999910214
Enformer:ENCFF093VXI,1,TSS,6.125829641268841e-6,0.999993874438377,1.2251659282537682e-5,4492,3657,2.219390036165772e-5,0.999999999910214
Enformer:ENCFF093VXI,2,AVE,0.01892565441222494,0.9810749214421464,0.03785130882444989,2515,4523,0.04496381935314042,0.999999999910214
Enformer:ENCFF093VXI,2,TSS,0.06223610151039332,0.937765426304327,0.12447220302078664,2515,4523,0.09438125694751383,0.999999999910214
Enformer:ENCFF093VXI,3,AVE,0.09297630235516376,0.907026265906614,0.1859526047103275,1655,4900,0.12066630144722934,0.999999999910214
Enformer:ENCFF093VXI,3,TSS,0.16646404272743254,0.8335398113233325,0.3329280854548651,1655,4900,0.18462440004159306,0.999999999910214
Enformer:ENCFF915DFR,1,AVE,1.435220637890006e-5,0.9999856483966792,2.870441275780012e-5,4492,3657,4.9022295282146586e-5,0.999999999910214
Enformer:ENCFF915DFR,1,TSS,5.3627267233611975e-5,0.9999463748347408,1.0725453446722396e-4,4492,3657,1.7325732490859253e-4,0.999999999910214
Enformer:ENCFF915DFR,2,AVE,0.0491208817467096,0.9508803857491238,0.0982417634934192,2515,4523,0.08084626981243641,0.999999999910214
Enformer:ENCFF915DFR,2,TSS,0.07307494140132188,0.9269267883158728,0.14614988280264377,2515,4523,0.10410425068982289,0.999999999910214
Enformer:ENCFF915DFR,3,AVE,0.23855238160770975,0.7614524020018091,0.4771047632154195,1655,4900,0.2518793303008779,0.999999999910214
Enformer:ENCFF915DFR,3,TSS,0.26627872737480135,0.7337263412835093,0.5325574547496027,1655,4900,0.27907585660168643,0.999999999910214
Enformer:ENCFF776DPQ,1,AVE,2.736863928018495e-7,0.9999997263271824,5.47372785603699e-7,4492,3657,1.88902244151615e-6,0.999999999910214
Enformer:ENCFF776DPQ,1,TSS,1.7473288049684592e-6,0.9999982527519152,3.4946576099369184e-6,4492,3657,7.680119631140437e-6,0.999999999910214
Enformer:ENCFF776DPQ,2,AVE,0.00831030724178158,0.9916899752573268,0.01662061448356317,2515,4523,0.023737754186852172,0.999999999910214
Enformer:ENCFF776DPQ,2,TSS,0.03408620036097217,0.9659147420219736,0.06817240072194435,2515,4523,0.06453046946467854,0.999999999910214
Enformer:ENCFF776DPQ,3,AVE,0.02375479636205397,0.976246067994155,0.04750959272410794,1655,4900,0.05210433089858646,0.999999999910214
Enformer:ENCFF776DPQ,3,TSS,0.01688098138129355,0.9831196655340696,0.0337619627625871,1655,4900,0.041705954000842885,0.999999999910214
Enformer:ENCFF279CYY,1,AVE,2.0965544686559368e-6,0.999997903541656,4.1931089373118736e-6,4492,3657,8.838263076043986e-6,0.999999999910214
Enformer:ENCFF279CYY,1,TSS,3.120455677592203e-7,0.9999996879698374,6.240911355184406e-7,4492,3657,2.0815274931703286e-6,0.999999999910214
Enformer:ENCFF279CYY,2,AVE,0.1197452852543414,0.880257204489046,0.2394905705086828,2515,4523,0.14430515778790984,0.999999999910214
Enformer:ENCFF279CYY,2,TSS,0.07581917892442047,0.924182600125526,0.15163835784884094,2515,4523,0.10601596658482468,0.999999999910214
Enformer:ENCFF279CYY,3,AVE,0.17395460618491923,0.8260493587873713,0.34790921236983846,1655,4900,0.19170507620378852,0.999999999910214
Enformer:ENCFF279CYY,3,TSS,0.10250223577790958,0.8975005227046607,0.20500447155581916,1655,4900,0.12958476630116997,0.999999999910214
Enformer:ENCFF340JIF,1,AVE,1.3092846205599567e-4,0.9998690764051088,2.6185692411199134e-4,4492,3657,4.170586403693795e-4,0.999999999910214
Enformer:ENCFF340JIF,1,TSS,8.583048566553922e-5,0.9999141727881148,1.7166097133107844e-4,4492,3657,2.7494850492859173e-4,0.999999999910214
Enformer:ENCFF340JIF,2,AVE,0.11899569611105398,0.8810067824471997,0.23799139222210797,2515,4523,0.14430515778790984,0.999999999910214
Enformer:ENCFF340JIF,2,TSS,0.1610699661083845,0.8389330797572842,0.322139932216769,2515,4523,0.17977691099105123,0.999999999910214
Enformer:ENCFF340JIF,3,AVE,0.1400669522998739,0.8599364847283266,0.2801339045997478,1655,4900,0.1606025519798352,0.999999999910214
Enformer:ENCFF340JIF,3,TSS,0.1972905034096971,0.8027137831048408,0.3945810068193942,1655,4900,0.21246669597967377,0.999999999910214
Enformer:ENCFF313LYI,1,AVE,3.281563740679718e-10,0.9999999996718636,6.563127481359436e-10,4492,3657,1.2404310939769334e-7,0.999999999910214
Enformer:ENCFF313LYI,1,TSS,8.979158709220962e-11,0.999999999910214,1.7958317418441924e-10,4492,3657,1.0182365976256572e-7,0.999999999910214
Enformer:ENCFF313LYI,2,AVE,0.01941342523779125,0.9805871631812396,0.0388268504755825,2515,4523,0.045579346210466415,0.999999999910214
Enformer:ENCFF313LYI,2,TSS,0.01451841324144885,0.9854820457069936,0.02903682648289771,2515,4523,0.03724859867828732,0.999999999910214
Enformer:ENCFF313LYI,3,AVE,0.04174916766162665,0.9582522095950418,0.0834983353232533,1655,4900,0.07303920058895266,0.999999999910214
Enformer:ENCFF313LYI,3,TSS,0.06068090960638905,0.939320945598061,0.12136181921277812,1655,4900,0.09286390215066825,0.999999999910214
Enformer:ENCFF831ZHL,1,AVE,7.273023932693297e-8,0.999999927273536,1.454604786538659e-7,4492,3657,8.541492444950151e-7,0.999999999910214
Enformer:ENCFF831ZHL,1,TSS,1.1095389422754616e-7,0.9999998890517848,2.2190778845509233e-7,4492,3657,1.0941018787307597e-6,0.999999999910214
Enformer:ENCFF831ZHL,2,AVE,0.0031076624937867,0.9968924552225192,0.00621532498757341,2515,4523,0.009628659202060432,0.999999999910214
Enformer:ENCFF831ZHL,2,TSS,0.00717217073750353,0.992828077414834,0.01434434147500706,2515,4523,0.021070574135567365,0.999999999910214
Enformer:ENCFF831ZHL,3,AVE,0.03212353625439333,0.9678775752535256,0.06424707250878665,1655,4900,0.06205807514903242,0.999999999910214
Enformer:ENCFF831ZHL,3,TSS,0.02091046753662397,0.979090308622044,0.04182093507324795,1655,4900,0.048384948905921196,0.999999999910214
Enformer:ENCFF039HDL,1,AVE,1.5971656692685438e-7,0.9999998402915068,3.1943313385370876e-7,4492,3657,1.3399942372874049e-6,0.999999999910214
Enformer:ENCFF039HDL,1,TSS,1.400148153714614e-7,0.9999998599922946,2.800296307429228e-7,4492,3657,1.2726996356711173e-6,0.999999999910214
Enformer:ENCFF039HDL,2,AVE,0.05954493043598431,0.9404565455107384,0.11908986087196864,2515,4523,0.09199448380709292,0.999999999910214
Enformer:ENCFF039HDL,2,TSS,0.08396466474641896,0.916037257049062,0.16792932949283793,2515,4523,0.1134874014570192,0.999999999910214
Enformer:ENCFF039HDL,3,AVE,0.04240362985597668,0.9575977648967796,0.08480725971195337,1655,4900,0.0736381565952183,0.999999999910214
Enformer:ENCFF039HDL,3,TSS,0.02324464004474429,0.9767562086393312,0.04648928008948858,1655,4900,0.05121044303893975,0.999999999910214
Enformer:ENCFF028KBY,1,AVE,9.933270527897257e-6,0.9999900671543864,1.986654105579451e-5,4492,3657,3.498238751129034e-5,0.999999999910214
Enformer:ENCFF028KBY,1,TSS,1.4370399419632729e-6,0.9999985630269768,2.8740798839265453e-6,4492,3657,6.518413176745406e-6,0.999999999910214
Enformer:ENCFF028KBY,2,AVE,0.05557723823846745,0.9444241597848992,0.11115447647693492,2515,4523,0.08803091717947537,0.999999999910214
Enformer:ENCFF028KBY,2,TSS,0.03798558718044968,0.9620154426541766,0.07597117436089935,2515,4523,0.06903149977985566,0.999999999910214
Enformer:ENCFF028KBY,3,AVE,0.09569452743964836,0.904308095719306,0.19138905487929672,1655,4900,0.12317547572821934,0.999999999910214
Enformer:ENCFF028KBY,3,TSS,0.06311081318174244,0.9368910998844406,0.12622162636348488,1655,4900,0.09482465293081796,0.999999999910214
Enformer:ENCFF309OEW,1,AVE,1.8897290078598712e-8,0.9999999811037332,3.7794580157197424e-8,4492,3657,5.149176127842631e-7,0.999999999910214
Enformer:ENCFF309OEW,1,TSS,8.517153296876184e-9,0.999999991483319,1.7034306593752372e-8,4492,3657,4.2957056767911427e-7,0.999999999910214
Enformer:ENCFF309OEW,2,AVE,0.01422632555144385,0.9857741254351888,0.02845265110288771,2515,4523,0.03683254149620394,0.999999999910214
Enformer:ENCFF309OEW,2,TSS,0.02553435191809916,0.9744663895767128,0.05106870383619832,2515,4523,0.05384336087114322,0.999999999910214
Enformer:ENCFF309OEW,3,AVE,0.14872979785903886,0.8512737810329573,0.29745959571807773,1655,4900,0.16861681923870492,0.999999999910214
Enformer:ENCFF309OEW,3,TSS,0.1394355031169873,0.8605679233696485,0.2788710062339746,1655,4900,0.1603649701162917,0.999999999910214
Enformer:ENCFF601YET,1,AVE,2.884194349523763e-6,0.9999971159361142,5.768388699047526e-6,4492,3657,1.1557160397031616e-5,0.999999999910214
Enformer:ENCFF601YET,1,TSS,6.639303838793865e-6,0.9999933609855712,1.327860767758773e-5,4492,3657,2.3901493819657915e-5,0.999999999910214
Enformer:ENCFF601YET,2,AVE,0.03743430831750644,0.9625667093006308,0.07486861663501289,2515,4523,0.06857916903401018,0.999999999910214
Enformer:ENCFF601YET,2,TSS,0.03999417198498201,0.9600069020021312,0.07998834396996403,2515,4523,0.07086467348589,0.999999999910214
Enformer:ENCFF601YET,3,AVE,0.02736141662133154,0.9726395563829144,0.05472283324266309,1655,4900,0.056414266270163584,0.999999999910214
Enformer:ENCFF601YET,3,TSS,0.02095514797663665,0.979045629612001,0.0419102959532733,1655,4900,0.048384948905921196,0.999999999910214
Enformer:ENCFF803DJF,1,AVE,2.5975037651268308e-5,0.9999740260213626,5.1950075302536615e-5,4492,3657,8.537881941025583e-5,0.999999999910214
Enformer:ENCFF803DJF,1,TSS,7.97520669415922e-5,0.9999202509882488,1.595041338831844e-4,4492,3657,2.562006909681744e-4,0.999999999910214
Enformer:ENCFF803DJF,2,AVE,0.0211936748219097,0.978806959031858,0.0423873496438194,2515,4523,0.04865106730373603,0.999999999910214
Enformer:ENCFF803DJF,2,TSS,0.02966343034060429,0.9703374098479244,0.05932686068120858,2515,4523,0.05932686068120858,0.999999999910214
Enformer:ENCFF803DJF,3,AVE,0.11964015601492656,0.8803629255762976,0.23928031202985311,1655,4900,0.14430515778790984,0.999999999910214
Enformer:ENCFF803DJF,3,TSS,0.15211215963462302,0.8478914732798132,0.30422431926924604,1655,4900,0.17095657980739595,0.999999999910214
Enformer:ENCFF775CVC,1,AVE,8.947819178100368e-8,0.9999999105264212,1.7895638356200733e-7,4492,3657,9.48301583922039e-7,0.999999999910214
Enformer:ENCFF775CVC,1,TSS,2.416048250261754e-7,0.9999997584072126,4.832096500523508e-7,4492,3657,1.733662378140057e-6,0.999999999910214
Enformer:ENCFF775CVC,2,AVE,0.01576079916382938,0.9842396933448214,0.03152159832765877,2515,4523,0.039805670939382,0.999999999910214
Enformer:ENCFF775CVC,2,TSS,0.08413890876339673,0.9158630161632116,0.16827781752679347,2515,4523,0.11354720784463636,0.999999999910214
Enformer:ENCFF775CVC,3,AVE,0.08608478947511783,0.9139176356521708,0.17216957895023566,1655,4900,0.11511810290658446,0.999999999910214
Enformer:ENCFF775CVC,3,TSS,0.08112611531632513,0.9188762039951892,0.16225223063265026,1655,4900,0.11070639563021986,0.999999999910214
Enformer:ENCFF600UCV,1,AVE,5.736153001516974e-7,0.999999426412388,1.1472306003033948e-6,4492,3657,3.268742464181029e-6,0.999999999910214
Enformer:ENCFF600UCV,1,TSS,2.867836524407382e-7,0.9999997132305491,5.735673048814764e-7,4492,3657,1.959112420890344e-6,0.999999999910214
Enformer:ENCFF600UCV,2,AVE,0.03051104296665303,0.9694898170583304,0.06102208593330607,2515,4523,0.05996461016043519,0.999999999910214
Enformer:ENCFF600UCV,2,TSS,0.04453433230321339,0.9554668392856738,0.08906866460642678,2515,4523,0.07544692470080784,0.999999999910214
Enformer:ENCFF600UCV,3,AVE,0.07154783666759065,0.928454271214256,0.1430956733351813,1655,4900,0.10254474417199884,0.999999999910214
Enformer:ENCFF600UCV,3,TSS,0.07415078447956538,0.9258513818653094,0.14830156895913077,1655,4900,0.1048838394221136,0.999999999910214
Enformer:ENCFF839SCO,1,AVE,1.5706543747333885e-7,0.999999842942507,3.1413087494667765e-7,4492,3657,1.3399942372874049e-6,0.999999999910214
Enformer:ENCFF839SCO,1,TSS,5.8391200898361735e-8,0.9999999416118518,1.1678240179672347e-7,4492,3657,7.790073155146143e-7,0.999999999910214
Enformer:ENCFF839SCO,2,AVE,0.01163249939531426,0.9883678795420344,0.02326499879062853,2515,4523,0.03186293312629558,0.999999999910214
Enformer:ENCFF839SCO,2,TSS,0.00411588593299393,0.9958842655578142,0.00823177186598787,2515,4523,0.012580632474434278,0.999999999910214
Enformer:ENCFF839SCO,3,AVE,0.17910158664123368,0.820902451583523,0.35820317328246737,1655,4900,0.196233042754743,0.999999999910214
Enformer:ENCFF839SCO,3,TSS,0.03507907313690368,0.9649221219651392,0.07015814627380737,1655,4900,0.06589151636832423,0.999999999910214
Enformer:ENCFF557SNT,1,AVE,1.1283873233268165e-8,0.9999999887167472,2.2567746466536333e-8,4492,3657,4.6243724889040953e-7,0.999999999910214
Enformer:ENCFF557SNT,1,TSS,1.811504839818156e-9,0.9999999981886,3.623009679636312e-9,4492,3657,2.564582543623008e-7,0.999999999910214
Enformer:ENCFF557SNT,2,AVE,0.02681846637094273,0.973182306233955,0.05363693274188546,2515,4523,0.05569989169349644,0.999999999910214
Enformer:ENCFF557SNT,2,TSS,0.01712031882786835,0.9828802098359128,0.0342406376557367,2515,4523,0.042022600759313224,0.999999999910214
Enformer:ENCFF557SNT,3,AVE,0.14994968444755266,0.8500539142607085,0.2998993688951053,1655,4900,0.16953433914608645,0.999999999910214
Enformer:ENCFF557SNT,3,TSS,0.06160787911019269,0.9383939983340108,0.1232157582203854,1655,4900,0.09402871455041523,0.999999999910214
Enformer:ENCFF344JQP,1,AVE,1.402887605457581e-7,0.9999998597183628,2.805775210915162e-7,4492,3657,1.2726996356711173e-6,0.999999999910214
Enformer:ENCFF344JQP,1,TSS,1.5831533958026217e-6,0.999998416920038,3.1663067916052434e-6,4492,3657,7.1241902811117975e-6,0.999999999910214
Enformer:ENCFF344JQP,2,AVE,0.02362229929825398,0.9763783953108228,0.04724459859650797,2515,4523,0.05191412287639537,0.999999999910214
Enformer:ENCFF344JQP,2,TSS,0.01302694248492984,0.9869734754945778,0.02605388496985969,2515,4523,0.03475894771273045,0.999999999910214
Enformer:ENCFF344JQP,3,AVE,0.09309664928936937,0.9069059212539884,0.1861932985787387,1655,4900,0.12066630144722934,0.999999999910214
Enformer:ENCFF344JQP,3,TSS,0.0786726919332302,0.9213295742141346,0.1573453838664604,1655,4900,0.10850029833180733,0.999999999910214
Enformer:ENCFF535BIH,1,AVE,2.0181147855562295e-6,0.9999979819778896,4.036229571112459e-6,4492,3657,8.571318976856796e-6,0.999999999910214
Enformer:ENCFF535BIH,1,TSS,5.149486001938159e-6,0.9999948507410796,1.0298972003876318e-5,4492,3657,1.9021228424097304e-5,0.999999999910214
Enformer:ENCFF535BIH,2,AVE,0.07837689079539989,0.9216249337669108,0.15675378159079978,2515,4523,0.1083895050755896,0.999999999910214
Enformer:ENCFF535BIH,2,TSS,0.07249772444754292,0.9275039947578128,0.14499544889508584,2515,4523,0.10354209007999203,0.999999999910214
Enformer:ENCFF535BIH,3,AVE,0.12945857257373725,0.8705446836171948,0.2589171451474745,1655,4900,0.15181594756837438,0.999999999910214
Enformer:ENCFF535BIH,3,TSS,0.05995062958915166,0.9400512081176272,0.11990125917830333,1655,4900,0.09249525708040543,0.999999999910214
Enformer:ENCFF105MPH,1,AVE,3.1558723270159074e-5,0.9999684425502372,6.311744654031815e-5,4492,3657,1.0313427143619709e-4,0.999999999910214
Enformer:ENCFF105MPH,1,TSS,5.747444244770099e-5,0.9999425278015254,1.1494888489540196e-4,4492,3657,1.8515914129458216e-4,0.999999999910214
Enformer:ENCFF105MPH,2,AVE,0.05770427079532814,0.9422971692133222,0.11540854159065628,2515,4523,0.09019226242103373,0.999999999910214
Enformer:ENCFF105MPH,2,TSS,0.08329118600077468,0.9167107242013433,0.16658237200154935,2515,4523,0.11293636145721224,0.999999999910214
Enformer:ENCFF105MPH,3,AVE,0.16401746481741758,0.8359863523481936,0.32803492963483516,1655,4900,0.1825277773336129,0.999999999910214
Enformer:ENCFF105MPH,3,TSS,0.17764149138787083,0.8223625260630147,0.35528298277574166,1655,4900,0.19519908065295108,0.999999999910214
Enformer:ENCFF424MMT,1,AVE,3.9483886063108465e-7,0.9999996051804656,7.896777212621693e-7,4492,3657,2.407243376105645e-6,0.999999999910214
Enformer:ENCFF424MMT,1,TSS,1.5281992577614066e-7,0.9999998471878112,3.056398515522813e-7,4492,3657,1.3330599679241809e-6,0.999999999910214
Enformer:ENCFF424MMT,2,AVE,0.00960840926178089,0.99039191154427475,0.01921681852356179,2515,4523,0.02697013886846418,0.999999999910214
Enformer:ENCFF424MMT,2,TSS,0.01437605291572143,0.9856244021558626,0.02875210583144286,2515,4523,0.037108411228600334,0.999999999910214
Enformer:ENCFF424MMT,3,AVE,0.04724534535178529,0.9527561762224688,0.09449069070357058,1655,4900,0.07841829902705388,0.999999999910214
Enformer:ENCFF424MMT,3,TSS,0.03469066033294728,0.9653105238146666,0.06938132066589457,1655,4900,0.06545625427215011,0.999999999910214
Enformer:ENCFF107LDM,1,AVE,8.091338112174288e-7,0.9999991909047344,1.6182676224348575e-6,4492,3657,4.267710427537508e-6,0.999999999910214
Enformer:ENCFF107LDM,1,TSS,1.198116900742472e-6,0.9999988019393008,2.3962338014849443e-6,4492,3657,5.708674644714131e-6,0.999999999910214
Enformer:ENCFF107LDM,2,AVE,0.01208894537445763,0.9879114464298452,0.02417789074891526,2515,4523,0.03292113970984151,0.999999999910214
Enformer:ENCFF107LDM,2,TSS,0.02907607414383124,0.9709247521873858,0.05815214828766248,2515,4523,0.058555428467045874,0.999999999910214
Enformer:ENCFF107LDM,3,AVE,0.03931215260431015,0.960689159064278,0.0786243052086203,1655,4900,0.07032521520066391,0.999999999910214
Enformer:ENCFF107LDM,3,TSS,0.04937393948715256,0.9506276367360952,0.09874787897430512,1655,4900,0.0809536954411535,0.999999999910214
Enformer:ENCFF185INW,1,AVE,7.451663645460702e-7,0.9999992548692472,1.4903327290921404e-6,4492,3657,4.043151470790639e-6,0.999999999910214
