ANNOTATION,POTENTIAL_SET,TYPE,GREATER,LESS,TWO_SIDED,N_MATCH,N_NONMATCH,GREATER.ADJ,LESS.ADJ
Enformer:ENCFF185INW,1,TSS,8.562017416752402e-8,0.9999999143842464,1.7124034833504805e-7,4492,3657,9.426531796696334e-7,0.999999999910214
Enformer:ENCFF185INW,2,AVE,0.0228077793706011,0.9771928950202212,0.04561555874120221,2515,4523,0.05071376824757186,0.999999999910214
Enformer:ENCFF185INW,2,TSS,0.04382106616435494,0.9561800903016768,0.08764213232870989,2515,4523,0.07530008206321077,0.999999999910214
Enformer:ENCFF185INW,3,AVE,0.07419628688912565,0.9258058804710813,0.1483925737782513,1655,4900,0.1048838394221136,0.999999999910214
Enformer:ENCFF185INW,3,TSS,0.03002373540144884,0.9699773157148368,0.06004747080289768,1655,4900,0.05962917783318277,0.999999999910214
Enformer:ENCFF481DWO,1,AVE,3.669728064126547e-7,0.9999996330452036,7.339456128253094e-7,4492,3657,2.2740282102292374e-6,0.999999999910214
Enformer:ENCFF481DWO,1,TSS,9.988199482071337e-7,0.9999990012272434,1.9976398964142673e-6,4492,3657,4.946121490248426e-6,0.999999999910214
Enformer:ENCFF481DWO,2,AVE,0.02040610015684975,0.9795945136960263,0.04081220031369951,2515,4523,0.0475164631989068,0.999999999910214
Enformer:ENCFF481DWO,2,TSS,0.03740877346953,0.9625922435574322,0.07481754693906001,2515,4523,0.06857916903401018,0.999999999910214
Enformer:ENCFF481DWO,3,AVE,0.09002327528083497,0.909979232101768,0.18004655056166993,1655,4900,0.11856724061378264,0.999999999910214
Enformer:ENCFF481DWO,3,TSS,0.05687388342259741,0.9431278798572336,0.11374776684519482,1655,4900,0.08932823241166962,0.999999999910214
Enformer:ENCFF898IWR,1,AVE,3.9777506022026584e-8,0.9999999602245992,7.955501204405318e-8,4492,3657,6.264957198469187e-7,0.999999999910214
Enformer:ENCFF898IWR,1,TSS,8.567354314389927e-9,0.9999999914331208,1.7134708628779854e-8,4492,3657,4.2957056767911427e-7,0.999999999910214
Enformer:ENCFF898IWR,2,AVE,0.02266238018788132,0.9773382905618972,0.04532476037576265,2515,4523,0.050688637343308515,0.999999999910214
Enformer:ENCFF898IWR,2,TSS,0.02161907512270102,0.9783815694708048,0.04323815024540205,2515,4523,0.04913032302433458,0.999999999910214
Enformer:ENCFF898IWR,3,AVE,0.07161855148520553,0.9283835581387836,0.14323710297041106,1655,4900,0.10254474417199884,0.999999999910214
Enformer:ENCFF898IWR,3,TSS,0.05793957717030188,0.9420622119917184,0.11587915434060377,1655,4900,0.09019226242103373,0.999999999910214
Enformer:ENCFF399SZY,1,AVE,1.615124688677893e-7,0.9999998384956928,3.230249377355786e-7,4492,3657,1.3399942372874049e-6,0.999999999910214
Enformer:ENCFF399SZY,1,TSS,1.3357309466808053e-7,0.9999998664336992,2.671461893361611e-7,4492,3657,1.2415728635541256e-6,0.999999999910214
Enformer:ENCFF399SZY,2,AVE,0.02788560623663722,0.9721151918866286,0.05577121247327444,2515,4523,0.05712456771298399,0.999999999910214
Enformer:ENCFF399SZY,2,TSS,0.03280182465023649,0.9671990884198608,0.06560364930047298,2515,4523,0.06262166524136058,0.999999999910214
Enformer:ENCFF399SZY,3,AVE,0.08701492506655548,0.9129875195390084,0.17402985013311095,1655,4900,0.11554440869493432,0.999999999910214
Enformer:ENCFF399SZY,3,TSS,0.08324436685282727,0.916757998008941,0.1664887337056545,1655,4900,0.11293636145721224,0.999999999910214
Enformer:ENCFF806TFL,1,AVE,2.6451615074269295e-6,0.9999973549585864,5.290323014853859e-6,4492,3657,1.0828928337264036e-5,0.999999999910214
Enformer:ENCFF806TFL,1,TSS,1.2583399997366491e-6,0.999998741718911,2.5166799994732987e-6,4492,3657,5.945656498755667e-6,0.999999999910214
Enformer:ENCFF806TFL,2,AVE,0.04229536707022294,0.9577057567304716,0.08459073414044588,2515,4523,0.07356280100863928,0.999999999910214
Enformer:ENCFF806TFL,2,TSS,0.03521186853545369,0.964789099379406,0.07042373707090738,2515,4523,0.06589151636832423,0.999999999910214
Enformer:ENCFF806TFL,3,AVE,0.17849260058976546,0.8215114288485057,0.3569852011795309,1655,4900,0.19575494107233465,0.999999999910214
Enformer:ENCFF806TFL,3,TSS,0.09473825755754645,0.9052643463621812,0.1894765151150929,1655,4900,0.1222682875662492,0.999999999910214
Enformer:ENCFF702MTT,1,AVE,5.1388523206434345e-8,0.9999999486141744,1.0277704641286869e-7,4492,3657,7.284323164512068e-7,0.999999999910214
Enformer:ENCFF702MTT,1,TSS,4.6132227120464253e-8,0.999999953870203,9.226445424092853e-8,4492,3657,6.632530977535093e-7,0.999999999910214
Enformer:ENCFF702MTT,2,AVE,0.03939412397341379,0.9606069368678252,0.07878824794682758,2515,4523,0.07032521520066391,0.999999999910214
Enformer:ENCFF702MTT,2,TSS,0.094774095917754,0.905228007028824,0.18954819183550803,2515,4523,0.1222682875662492,0.999999999910214
Enformer:ENCFF702MTT,3,AVE,0.06464671804831174,0.935355231064256,0.12929343609662347,1655,4900,0.09645970824577041,0.999999999910214
Enformer:ENCFF702MTT,3,TSS,0.04668443133332242,0.9533170758398476,0.09336886266664483,1655,4900,0.07808280992918527,0.999999999910214
Enformer:ENCFF851GCH,1,AVE,6.83838950845293e-9,0.999999993161992,1.367677901690586e-8,4492,3657,4.2957056767911427e-7,0.999999999910214
Enformer:ENCFF851GCH,1,TSS,2.179282618462349e-8,0.999999978208349,4.358565236924697e-8,4492,3657,5.279277207393465e-7,0.999999999910214
Enformer:ENCFF851GCH,2,AVE,0.03537129202410662,0.9646296794375628,0.07074258404821325,2515,4523,0.06597410597290562,0.999999999910214
Enformer:ENCFF851GCH,2,TSS,0.05771722085235244,0.9422842194447092,0.11543444170470488,2515,4523,0.09019226242103373,0.999999999910214
Enformer:ENCFF851GCH,3,AVE,0.1001769582510856,0.8998257545004413,0.2003539165021712,1655,4900,0.12747748559943164,0.999999999910214
Enformer:ENCFF851GCH,3,TSS,0.0579807401278074,0.9420210500331933,0.1159614802556148,1655,4900,0.09019226242103373,0.999999999910214
Enformer:ENCFF647IAI,1,AVE,1.626714568790021e-6,0.9999983733608002,3.253429137580042e-6,4492,3657,7.262576066960173e-6,0.999999999910214
Enformer:ENCFF647IAI,1,TSS,1.3281507725259592e-6,0.999998671911271,2.6563015450519183e-6,4492,3657,6.172635147723105e-6,0.999999999910214
Enformer:ENCFF647IAI,2,AVE,0.0475192178077399,0.9524820164311965,0.0950384356154798,2515,4523,0.07866685108609787,0.999999999910214
Enformer:ENCFF647IAI,2,TSS,0.02948625656745022,0.9705145794338818,0.05897251313490045,2515,4523,0.05918126539378504,0.999999999910214
Enformer:ENCFF647IAI,3,AVE,0.16365638837347823,0.8363474234660087,0.32731277674695647,1655,4900,0.18230485698970952,0.999999999910214
Enformer:ENCFF647IAI,3,TSS,0.11807767383961212,0.8819253791677414,0.23615534767922425,1655,4900,0.14382393354900125,0.999999999910214
Enformer:ENCFF951RXW,1,AVE,5.151008128383342e-7,0.9999994849241518,1.0302016256766683e-6,4492,3657,3.0265508899413e-6,0.999999999910214
Enformer:ENCFF951RXW,1,TSS,1.9056542101286884e-7,0.9999998094441532,3.811308420257377e-7,4492,3657,1.5007026904763422e-6,0.999999999910214
Enformer:ENCFF951RXW,2,AVE,0.02314831723094405,0.976852365614895,0.04629663446188811,2515,4523,0.05121044303893975,0.999999999910214
Enformer:ENCFF951RXW,2,TSS,0.0472999263972706,0.9527013032757732,0.0945998527945412,2515,4523,0.07841829902705388,0.999999999910214
Enformer:ENCFF951RXW,3,AVE,0.0789202585932608,0.9210820128778322,0.1578405171865216,1655,4900,0.10850029833180733,0.999999999910214
Enformer:ENCFF951RXW,3,TSS,0.14249612541020595,0.8575073520326355,0.2849922508204119,1655,4900,0.16285937632636865,0.999999999910214
Enformer:ENCFF916XGL,1,AVE,3.827012787302872e-6,0.999996173158214,7.654025574605743e-6,4492,3657,1.4612230642429148e-5,0.999999999910214
Enformer:ENCFF916XGL,1,TSS,1.3335170946574518e-5,0.9999866653914076,2.6670341893149036e-5,4492,3657,4.568605393781119e-5,0.999999999910214
Enformer:ENCFF916XGL,2,AVE,0.06386926681252389,0.9361322922136588,0.12773853362504778,2515,4523,0.09555111947942228,0.999999999910214
Enformer:ENCFF916XGL,2,TSS,0.13426927291736684,0.865733423179571,0.2685385458347337,2515,4523,0.15552743155086213,0.999999999910214
Enformer:ENCFF916XGL,3,AVE,0.1399556794182674,0.8600477558712891,0.2799113588365348,1655,4900,0.1606025519798352,0.999999999910214
Enformer:ENCFF916XGL,3,TSS,0.1226051223729096,0.8773980129579604,0.2452102447458192,1655,4900,0.14653858402413075,0.999999999910214
Enformer:ENCFF870HVW,1,AVE,1.6936097139188125e-7,0.9999998306475726,3.3872194278376245e-7,4492,3657,1.381693104736643e-6,0.999999999910214
Enformer:ENCFF870HVW,1,TSS,1.4323294151838418e-6,0.9999985677372928,2.8646588303676837e-6,4492,3657,6.518413176745406e-6,0.999999999910214
Enformer:ENCFF870HVW,2,AVE,0.00554311019441207,0.9944570873430092,0.01108622038882414,2515,4523,0.01658545372153902,0.999999999910214
Enformer:ENCFF870HVW,2,TSS,0.0245422712643919,0.9754584459851696,0.04908454252878381,2515,4523,0.052757410711713575,0.999999999910214
Enformer:ENCFF870HVW,3,AVE,0.07965859036456722,0.9203436972535686,0.15931718072913445,1655,4900,0.10909763462973338,0.999999999910214
Enformer:ENCFF870HVW,3,TSS,0.06885375258711027,0.9311482939776607,0.1377075051742205,1655,4900,0.10010276337664492,0.999999999910214
Enformer:ENCFF103EJS,1,AVE,3.301413249681141e-7,0.9999996698749404,6.602826499362281e-7,4492,3657,2.1377604871698225e-6,0.999999999910214
Enformer:ENCFF103EJS,1,TSS,7.27973866783008e-7,0.999999272060955,1.455947733566016e-6,4492,3657,3.988030748463435e-6,0.999999999910214
Enformer:ENCFF103EJS,2,AVE,0.01020007080016301,0.9898002671887256,0.02040014160032602,2515,4523,0.028350196782806016,0.999999999910214
Enformer:ENCFF103EJS,2,TSS,0.04438018633314064,0.9556209819595096,0.08876037266628128,2515,4523,0.07534001691883456,0.999999999910214
Enformer:ENCFF103EJS,3,AVE,0.07472181491684834,0.925280364227429,0.1494436298336967,1655,4900,0.10515311721759318,0.999999999910214
Enformer:ENCFF103EJS,3,TSS,0.05517330815679278,0.944828413405634,0.11034661631358555,1655,4900,0.08775109600252876,0.999999999910214
Enformer:ENCFF373KCT,1,AVE,2.2284955245022057e-7,0.9999997771615826,4.456991049004411e-7,4492,3657,1.651708447572223e-6,0.999999999910214
Enformer:ENCFF373KCT,1,TSS,4.02568105966027e-7,0.999999597451584,8.051362119320539e-7,4492,3657,2.441241883237832e-6,0.999999999910214
Enformer:ENCFF373KCT,2,AVE,0.01369916250975249,0.9863012740325716,0.02739832501950499,2515,4523,0.03612755880478912,0.999999999910214
Enformer:ENCFF373KCT,2,TSS,0.01255192836544977,0.987448476405697,0.02510385673089955,2515,4523,0.03380970728365805,0.999999999910214
Enformer:ENCFF373KCT,3,AVE,0.1502586202344474,0.8497449832919737,0.3005172404688948,1655,4900,0.16954554760782423,0.999999999910214
Enformer:ENCFF373KCT,3,TSS,0.0986711442220784,0.901331538570472,0.19734228844415677,1655,4900,0.1260057179592758,0.999999999910214
Enformer:ENCFF821PRO,1,AVE,1.8630318696767258e-7,0.9999998137061806,3.7260637393534516e-7,4492,3657,1.4878015071925402e-6,0.999999999910214
Enformer:ENCFF821PRO,1,TSS,1.3230593068094157e-7,0.9999998677008008,2.6461186136188314e-7,4492,3657,1.2399580610924606e-6,0.999999999910214
Enformer:ENCFF821PRO,2,AVE,0.016295657486245,0.98370484931373,0.03259131497249001,2515,4523,0.04088335307389785,0.999999999910214
Enformer:ENCFF821PRO,2,TSS,0.02784265946416418,0.9721581376159826,0.05568531892832836,2515,4523,0.05712456771298399,0.999999999910214
Enformer:ENCFF821PRO,3,AVE,0.11929228615185022,0.880710789115076,0.23858457230370045,1655,4900,0.14430515778790984,0.999999999910214
Enformer:ENCFF821PRO,3,TSS,0.04976666204615951,0.9502349242286844,0.09953332409231902,1655,4900,0.08123432178894698,0.999999999910214
Enformer:ENCFF916YVI,1,AVE,1.9013296739522856e-6,0.9999980987578556,3.802659347904571e-6,4492,3657,8.198128708220121e-6,0.999999999910214
Enformer:ENCFF916YVI,1,TSS,1.9584529932702493e-6,0.9999980416370534,3.9169059865404985e-6,4492,3657,8.380700733465898e-6,0.999999999910214
Enformer:ENCFF916YVI,2,AVE,0.04409730490107517,0.9559038574130336,0.08819460980215034,2515,4523,0.07530008206321077,0.999999999910214
Enformer:ENCFF916YVI,2,TSS,0.06049910768599081,0.9395023867141654,0.12099821537198165,2515,4523,0.09283624914196696,0.999999999910214
Enformer:ENCFF916YVI,3,AVE,0.06313281566381619,0.9368690979217696,0.12626563132763238,1655,4900,0.09482465293081796,0.999999999910214
Enformer:ENCFF916YVI,3,TSS,0.09042146924413688,0.9095810464575816,0.18084293848827376,1655,4900,0.11895353378521024,0.999999999910214
Enformer:ENCFF872HOJ,1,AVE,8.672033337031925e-10,0.999999999132848,1.734406667406385e-9,4492,3657,1.9517007175688173e-7,0.999999999910214
Enformer:ENCFF872HOJ,1,TSS,5.710020585325125e-8,0.9999999429027816,1.1420041170650249e-7,4492,3657,7.790073155146143e-7,0.999999999910214
Enformer:ENCFF872HOJ,2,AVE,0.03002492111353383,0.9699759275394884,0.06004984222706766,2515,4523,0.05962917783318277,0.999999999910214
Enformer:ENCFF872HOJ,2,TSS,0.05009855884920034,0.949902728676837,0.10019711769840069,2515,4523,0.08150898957674776,0.999999999910214
Enformer:ENCFF872HOJ,3,AVE,0.08728782023418163,0.912714630094358,0.17457564046836327,1655,4900,0.11577121420533563,0.999999999910214
Enformer:ENCFF872HOJ,3,TSS,0.05047595673687131,0.9495256474818248,0.10095191347374265,1655,4900,0.08200535091634967,0.999999999910214
Enformer:ENCFF683NGY,1,AVE,1.903780873997691e-7,0.999999809631478,3.807561747995382e-7,4492,3657,1.5007026904763422e-6,0.999999999910214
Enformer:ENCFF683NGY,1,TSS,1.3208487060241034e-6,0.99999867921301,2.6416974120482067e-6,4492,3657,6.163960628112483e-6,0.999999999910214
Enformer:ENCFF683NGY,2,AVE,0.01906424414037754,0.9809363352708208,0.03812848828075509,2515,4523,0.04496381935314042,0.999999999910214
Enformer:ENCFF683NGY,2,TSS,0.0467820574443025,0.9532191614219528,0.093564114888605,2515,4523,0.07813085882450521,0.999999999910214
Enformer:ENCFF683NGY,3,AVE,0.07351488169278142,0.926487270439108,0.14702976338556284,1655,4900,0.10458049392245786,0.999999999910214
Enformer:ENCFF683NGY,3,TSS,0.06879385459315178,0.9312081906685192,0.13758770918630356,1655,4900,0.10010276337664492,0.999999999910214
Enformer:ENCFF641QFU,1,AVE,6.137179769433051e-7,0.9999993863115708,1.22743595388661e-6,4492,3657,3.4453276527411282e-6,0.999999999910214
Enformer:ENCFF641QFU,1,TSS,7.891618198533375e-7,0.9999992108758118,1.578323639706675e-6,4492,3657,4.201453069078332e-6,0.999999999910214
Enformer:ENCFF641QFU,2,AVE,0.01146567765653239,0.9885346965570292,0.02293135531306478,2515,4523,0.03148203017556351,0.999999999910214
Enformer:ENCFF641QFU,2,TSS,0.02890955078367677,0.9710912716127196,0.05781910156735355,2515,4523,0.058541840336945455,0.999999999910214
Enformer:ENCFF641QFU,3,AVE,0.13142746236195443,0.8685758280009468,0.26285492472390887,1655,4900,0.15301718923866153,0.999999999910214
Enformer:ENCFF641QFU,3,TSS,0.12662627192975545,0.8733769346054843,0.2532525438595109,1655,4900,0.14973325585854297,0.999999999910214
Enformer:ENCFF732LDY,1,AVE,3.184168053899741e-8,0.9999999681600166,6.368336107799482e-8,4492,3657,5.555148574034316e-7,0.999999999910214
Enformer:ENCFF732LDY,1,TSS,2.1880602182318592e-8,0.9999999781205776,4.3761204364637185e-8,4492,3657,5.279277207393465e-7,0.999999999910214
Enformer:ENCFF732LDY,2,AVE,0.00327608680863332,0.9967240366332724,0.00655217361726665,2515,4523,0.010122840438665355,0.999999999910214
Enformer:ENCFF732LDY,2,TSS,0.01210592174515336,0.9878944705267616,0.02421184349030672,2515,4523,0.03292113970984151,0.999999999910214
Enformer:ENCFF732LDY,3,AVE,0.05932480950481421,0.9406770132142158,0.11864961900962842,1655,4900,0.09177944608248201,0.999999999910214
Enformer:ENCFF732LDY,3,TSS,0.03125691716427893,0.9687441695071424,0.06251383432855787,1655,4900,0.06100747687485768,0.999999999910214
Enformer:ENCFF564YOV,1,AVE,1.6188642901973057e-7,0.9999998381217506,3.237728580394611e-7,4492,3657,1.3399942372874049e-6,0.999999999910214
Enformer:ENCFF564YOV,1,TSS,2.4796217259354833e-7,0.9999997520501704,4.959243451870967e-7,4492,3657,1.746046094257113e-6,0.999999999910214
Enformer:ENCFF564YOV,2,AVE,0.0131088808981122,0.9868915393528984,0.02621776179622441,2515,4523,0.03482213361260783,0.999999999910214
Enformer:ENCFF564YOV,2,TSS,0.03537236016889472,0.9646286113630724,0.07074472033778945,2515,4523,0.06597410597290562,0.999999999910214
Enformer:ENCFF564YOV,3,AVE,0.07904842279421684,0.9209538515477578,0.15809684558843368,1655,4900,0.10850029833180733,0.999999999910214
Enformer:ENCFF564YOV,3,TSS,0.03930968466483958,0.9606916269814308,0.07861936932967915,1655,4900,0.07032521520066391,0.999999999910214
Enformer:ENCFF027PQW,1,AVE,1.190096744416194e-7,0.9999998809964024,2.380193488832388e-7,4492,3657,1.1437031425152236e-6,0.999999999910214
Enformer:ENCFF027PQW,1,TSS,4.959799888188537e-7,0.999999504044084,9.919599776377074e-7,4492,3657,2.9293818089613544e-6,0.999999999910214
Enformer:ENCFF027PQW,2,AVE,0.01827291081916112,0.9817276480694784,0.03654582163832225,2515,4523,0.04400733160252779,0.999999999910214
Enformer:ENCFF027PQW,2,TSS,0.03020912496153672,0.9697917280056634,0.06041824992307344,2515,4523,0.05988328785126408,0.999999999910214
Enformer:ENCFF027PQW,3,AVE,0.10027329555087568,0.8997294191046883,0.20054659110175135,1655,4900,0.12747748559943164,0.999999999910214
Enformer:ENCFF027PQW,3,TSS,0.0656115626014238,0.9343904091154835,0.1312231252028476,1655,4900,0.0975144324901895,0.999999999910214
Enformer:ENCFF249CGE,1,AVE,2.6019219273271113e-8,0.9999999739821762,5.2038438546542225e-8,4492,3657,5.555148574034316e-7,0.999999999910214
Enformer:ENCFF249CGE,1,TSS,2.2615366345881902e-9,0.9999999977385936,4.5230732691763805e-9,4492,3657,2.564582543623008e-7,0.999999999910214
Enformer:ENCFF249CGE,2,AVE,0.00552893286615753,0.99447126422705,0.01105786573231506,2515,4523,0.01658545372153902,0.999999999910214
Enformer:ENCFF249CGE,2,TSS,0.00779858109716635,0.9922016860463542,0.0155971621943327,2515,4523,0.022617879703802152,0.999999999910214
Enformer:ENCFF249CGE,3,AVE,0.09256054753327952,0.9074420120563232,0.18512109506655905,1655,4900,0.12066630144722934,0.999999999910214
Enformer:ENCFF249CGE,3,TSS,0.03220253359954051,0.9677985801643147,0.06440506719908103,1655,4900,0.062084863187571324,0.999999999910214
Enformer:ENCFF357OHD,1,AVE,9.888044385077736e-7,0.9999990112422996,1.977608877015547e-6,4492,3657,4.918001023104453e-6,0.999999999910214
Enformer:ENCFF357OHD,1,TSS,1.0434098226345675e-6,0.9999989566393926,2.086819645269135e-6,4492,3657,5.1221936747515134e-6,0.999999999910214
Enformer:ENCFF357OHD,2,AVE,0.0249952851030184,0.9750054432529636,0.0499905702060368,2515,4523,0.053179462114114194,0.999999999910214
Enformer:ENCFF357OHD,2,TSS,0.03604936779389543,0.9639516189276286,0.07209873558779085,2515,4523,0.06690668261583865,0.999999999910214
Enformer:ENCFF357OHD,3,AVE,0.10789916961954506,0.8921036931190937,0.21579833923909011,1655,4900,0.13412441249746784,0.999999999910214
Enformer:ENCFF357OHD,3,TSS,0.06722719803683437,0.9327748112371198,0.13445439607366874,1655,4900,0.09845533533120203,0.999999999910214
Enformer:ENCFF655JEP,1,AVE,4.108058983321167e-8,0.9999999589215822,8.216117966642336e-8,4492,3657,6.339714753567876e-7,0.999999999910214
Enformer:ENCFF655JEP,1,TSS,4.225125496533619e-9,0.9999999957751134,8.450250993067239e-9,4492,3657,3.592884900024822e-7,0.999999999910214
Enformer:ENCFF655JEP,2,AVE,0.00600351534269634,0.9939966966888092,0.01200703068539269,2515,4523,0.017915753680572764,0.999999999910214
Enformer:ENCFF655JEP,2,TSS,0.02319177092887876,0.976808913044843,0.04638354185775752,2515,4523,0.05121044303893975,0.999999999910214
Enformer:ENCFF655JEP,3,AVE,0.0713041288173714,0.9286979734802748,0.1426082576347428,1655,4900,0.10235301528974579,0.999999999910214
Enformer:ENCFF655JEP,3,TSS,0.02406768831360866,0.975933185601406,0.04813537662721733,1655,4900,0.05238533310486031,0.999999999910214
Enformer:ENCFF335BBU,1,AVE,1.2016976407873611e-8,0.9999999879836832,2.4033952815747223e-8,4492,3657,4.699052153975406e-7,0.999999999910214
Enformer:ENCFF335BBU,1,TSS,3.408722353737292e-8,0.9999999659145892,6.817444707474586e-8,4492,3657,5.848175110585487e-7,0.999999999910214
Enformer:ENCFF335BBU,2,AVE,0.02434994378527865,0.975650768776924,0.04869988757055731,2515,4523,0.05259587857620189,0.999999999910214
Enformer:ENCFF335BBU,2,TSS,0.03618765936548073,0.963813330431046,0.07237531873096147,2515,4523,0.06696540526122327,0.999999999910214
Enformer:ENCFF335BBU,3,AVE,0.08647591585105176,0.9135265174294012,0.17295183170210351,1655,4900,0.11520930638531215,0.999999999910214
Enformer:ENCFF335BBU,3,TSS,0.03846434447163602,0.961536944069164,0.07692868894327204,1655,4900,0.06934589289480961,0.999999999910214
Enformer:ENCFF388KAP,1,AVE,5.390710398080889e-7,0.9999994609550416,1.078142079616178e-6,4492,3657,3.1032044265945976e-6,0.999999999910214
Enformer:ENCFF388KAP,1,TSS,3.521533175893018e-8,0.9999999647865392,7.043066351786038e-8,4492,3657,5.848175110585487e-7,0.999999999910214
Enformer:ENCFF388KAP,2,AVE,0.00811137627295898,0.9918889002899408,0.01622275254591796,2515,4523,0.02334594084653676,0.999999999910214
Enformer:ENCFF388KAP,2,TSS,0.01085373391654696,0.9891466228689544,0.02170746783309393,2515,4523,0.030019839661864032,0.999999999910214
Enformer:ENCFF388KAP,3,AVE,0.05216151572726355,0.9478401309630672,0.1043230314545271,1655,4900,0.08387216958214944,0.999999999910214
Enformer:ENCFF388KAP,3,TSS,0.03936858817830124,0.9606327250222388,0.07873717635660248,1655,4900,0.07032521520066391,0.999999999910214
Enformer:ENCFF239BIV,1,AVE,6.183855416682033e-4,0.999381635110676,0.0012367710833364,4492,3657,0.0019533404018154386,0.999999999910214
Enformer:ENCFF239BIV,1,TSS,7.66787420904661e-4,0.9992332377636594,0.00153357484180932,4492,3657,0.002415380375849682,0.999999999910214
Enformer:ENCFF239BIV,2,AVE,0.01314675739453673,0.9868536639257052,0.02629351478907347,2515,4523,0.03483276375094545,0.999999999910214
Enformer:ENCFF239BIV,2,TSS,0.06595990942666012,0.9340416889974013,0.13191981885332024,2515,4523,0.09766549059221179,0.999999999910214
Enformer:ENCFF239BIV,3,AVE,0.1325544493087029,0.867448860487599,0.2651088986174058,1655,4900,0.15417102104212213,0.999999999910214
Enformer:ENCFF239BIV,3,TSS,0.2152438773264587,0.7847606364946355,0.4304877546529174,1655,4900,0.22897425599268684,0.999999999910214
Enformer:ENCFF878TJY,1,AVE,2.9796897389219667e-5,0.9999702043087332,5.9593794778439334e-5,4492,3657,9.765803942015925e-5,0.999999999910214
Enformer:ENCFF878TJY,1,TSS,2.5625747448156404e-5,0.9999743752980906,5.125149489631281e-5,4492,3657,8.447557443665512e-5,0.999999999910214
Enformer:ENCFF878TJY,2,AVE,0.02145035915091716,0.9785502812341595,0.04290071830183432,2515,4523,0.04904174854262108,0.999999999910214
Enformer:ENCFF878TJY,2,TSS,0.06064800878517834,0.9393534885272042,0.12129601757035668,2515,4523,0.09286390215066825,0.999999999910214
Enformer:ENCFF878TJY,3,AVE,0.1380916004968957,0.8619118034618962,0.2761832009937914,1655,4900,0.15898058371926874,0.999999999910214
Enformer:ENCFF878TJY,3,TSS,0.16057262586853507,0.8394311390404474,0.32114525173707015,1655,4900,0.1793983820048461,0.999999999910214
Enformer:ENCFF720RCP,1,AVE,1.3212847200701912e-7,0.9999998678782508,2.6425694401403824e-7,4492,3657,1.2399580610924606e-6,0.999999999910214
Enformer:ENCFF720RCP,1,TSS,1.0505755834407316e-6,0.9999989494739558,2.101151166881463e-6,4492,3657,5.135140998369783e-6,0.999999999910214
Enformer:ENCFF720RCP,2,AVE,0.0050088664976796,0.99499131401541685,0.0100177329953592,2515,4523,0.01506645784713174,0.999999999910214
Enformer:ENCFF720RCP,2,TSS,0.00835123652504838,0.9916490471886582,0.01670247305009677,2515,4523,0.02379472919448458,0.999999999910214
Enformer:ENCFF720RCP,3,AVE,0.1195923948020945,0.8804106859214118,0.239184789604189,1655,4900,0.14430515778790984,0.999999999910214
Enformer:ENCFF720RCP,3,TSS,0.17027260321250742,0.829731307319429,0.34054520642501485,1655,4900,0.1878298949834469,0.999999999910214
Enformer:ENCFF087OWB,1,AVE,8.51501649372748e-9,0.9999999914854556,1.703003298745496e-8,4492,3657,4.2957056767911427e-7,0.999999999910214
Enformer:ENCFF087OWB,1,TSS,3.011367864448766e-8,0.9999999698879292,6.022735728897532e-8,4492,3657,5.555148574034316e-7,0.999999999910214
Enformer:ENCFF087OWB,2,AVE,0.00791197841811862,0.9920882921523893,0.01582395683623724,2515,4523,0.022888223280986008,0.999999999910214
Enformer:ENCFF087OWB,2,TSS,0.00480271710970305,0.9951974567678994,0.0096054342194061,2515,4523,0.014484790431923562,0.999999999910214
Enformer:ENCFF087OWB,3,AVE,0.07088202007597215,0.9291200727292482,0.1417640401519443,1655,4900,0.10207088458399295,0.999999999910214
Enformer:ENCFF087OWB,3,TSS,0.18245670645467313,0.817547378751554,0.36491341290934626,1655,4900,0.19875687331373615,0.999999999910214
Enformer:ENCFF636KMF,1,AVE,3.918755154539104e-8,0.9999999608145236,7.837510309078208e-8,4492,3657,6.258969500348372e-7,0.999999999910214
Enformer:ENCFF636KMF,1,TSS,4.494254762759636e-7,0.9999995505964172,8.988509525519271e-7,4492,3657,2.6965528576557815e-6,0.999999999910214
Enformer:ENCFF636KMF,2,AVE,0.00819158328910262,0.9918086956553648,0.01638316657820524,2515,4523,0.023517102404664234,0.999999999910214
Enformer:ENCFF636KMF,2,TSS,0.02168587902842411,0.9783147672476404,0.04337175805684822,2515,4523,0.049183573636465874,0.999999999910214
Enformer:ENCFF636KMF,3,AVE,0.1124849572199706,0.8875179922757238,0.2249699144399412,1655,4900,0.13819928655194655,0.999999999910214
Enformer:ENCFF636KMF,3,TSS,0.18076417756777943,0.8192398840200922,0.3615283551355589,1655,4900,0.1974822517937012,0.999999999910214
Enformer:ENCFF171MDW,1,AVE,1.45461370985904e-7,0.9999998545460058,2.90922741971808e-7,4492,3657,1.2988440527402766e-6,0.999999999910214
Enformer:ENCFF171MDW,1,TSS,2.8846679430368097e-8,0.9999999711548628,5.7693358860736194e-8,4492,3657,5.555148574034316e-7,0.999999999910214
Enformer:ENCFF171MDW,2,AVE,0.01571475314457254,0.9842857381412486,0.03142950628914508,2515,4523,0.03977796889719924,0.999999999910214
Enformer:ENCFF171MDW,2,TSS,0.06312819437366621,0.9368733505561208,0.12625638874733242,2515,4523,0.09482465293081796,0.999999999910214
Enformer:ENCFF171MDW,3,AVE,0.10850012522433744,0.8915027489820753,0.21700025044867485,1655,4900,0.1344690076550805,0.999999999910214
