ANNOTATION,POTENTIAL_SET,TYPE,GREATER,LESS,TWO_SIDED,N,GREATER.ADJ,LESS.ADJ
Absolute Distance to TSS,1,NA,0.303159977522123,0.696841311139297,0.606319955044247,9590,0.9982355203686015,0.7087370747616211
Absolute Distance to TSS,2,NA,0.0364788851158776,0.96352128393569,0.0729577702317551,13895,0.9982355203686015,0.9652266313408859
Absolute Distance to TSS,3,NA,0.00468493996716431,0.995315083078943,0.00936987993432861,16142,0.9982355203686015,0.995315083078943
CTCF Binding Site,1,NA,0.760347627029203,0.239692529117763,0.479385058235526,9921,0.9982355203686015,0.41987649018399015
CTCF Binding Site,2,NA,0.459897448534778,0.540130287108595,0.919794897069556,14452,0.9982355203686015,0.5708940102772452
CTCF Binding Site,3,NA,0.468153633393012,0.531867232377299,0.936307266786024,16812,0.9982355203686015,0.5632120739486459
Enhancer,1,NA,0.395619902376338,0.604446050166745,0.791239804752677,9919,0.9982355203686015,0.6277366319162893
Enhancer,2,NA,0.786357020057704,0.213669617715298,0.427339235430596,14451,0.9982355203686015,0.41987649018399015
Enhancer,3,NA,0.909762251583323,0.090248631062327,0.180497262124654,16812,0.9982355203686015,0.41987649018399015
Open chromatin,1,NA,0.826006462197893,0.174223522471611,0.348447044943222,9921,0.9982355203686015,0.41987649018399015
Open chromatin,2,NA,0.241592882372594,0.758537046103235,0.483185764745189,14452,0.9982355203686015,0.7659803177420714
Open chromatin,3,NA,0.579297887346668,0.420847150819424,0.841694301638848,16812,0.9982355203686015,0.4905729971566566
Promoter Flanking Region,1,NA,0.675054304706125,0.324960057263221,0.649920114526442,9920,0.9982355203686015,0.44200790857468797
Promoter Flanking Region,2,NA,0.700572157820608,0.299434956774576,0.598869913549151,14451,0.9982355203686015,0.4244860733761886
Promoter Flanking Region,3,NA,0.23897519290001,0.761029712438723,0.477950385800019,16810,0.9982355203686015,0.7678125084497633
Promoter,1,NA,0.867975291479211,0.132042695733143,0.264085391466285,9895,0.9982355203686015,0.41987649018399015
Promoter,2,NA,0.166304724169094,0.833708500168799,0.332609448338187,14423,0.9982355203686015,0.8381509966173005
Promoter,3,NA,0.755527331933345,0.244486321489128,0.488972642978256,16778,0.9982355203686015,0.41987649018399015
TF binding site,1,NA,0.773167466342813,0.2276742436313,0.4553484872626,9920,0.9982355203686015,0.41987649018399015
TF binding site,2,NA,0.287298585122819,0.713213348986941,0.574597170245638,14451,0.9982355203686015,0.7240874538593877
TF binding site,3,NA,0.0274650879429189,0.972615556761404,0.0549301758858379,16811,0.9982355203686015,0.973475517465879
CADD.RawScore,1,NA,0.919410996996281,0.0805895307666415,0.161179061533283,9874,0.9982355203686015,0.41987649018399015
CADD.PHRED,1,NA,0.920271485682371,0.079729037974504,0.159458075949008,9874,0.9982355203686015,0.41987649018399015
SIFTval,1,NA,0.285644336799964,0.728971372083864,0.571288673599928,19,0.9982355203686015,0.7380998150258802
PolyPhenVal,1,NA,0.930658344745949,0.0753360213515856,0.150672042703171,19,0.9982355203686015,0.41987649018399015
priPhyloP,1,NA,0.771543954542465,0.228457161713598,0.456914323427196,9852,0.9982355203686015,0.41987649018399015
mamPhyloP,1,NA,0.840325778155288,0.159675084127412,0.319350168254823,9852,0.9982355203686015,0.41987649018399015
verPhyloP,1,NA,0.857197961073953,0.142802839335356,0.285605678670713,9852,0.9982355203686015,0.41987649018399015
GerpN,1,NA,0.98895370045153,0.0110464027581994,0.0220928055163988,9874,0.9982355203686015,0.41987649018399015
GerpS,1,NA,0.696669868819488,0.303331369278788,0.606662738557576,9874,0.9982355203686015,0.4263730961817398
bStatistic,1,NA,0.773238820462072,0.226762469175144,0.453524938350288,9683,0.9982355203686015,0.41987649018399015
LINSIGHT,1,NA,0.65171001852996,0.348291343685232,0.696582687370464,9847,0.9982355203686015,0.45615220784381877
Funseq.Value,1,NA,0.133642932309099,0.870619116763578,0.267285864618199,43,0.9982355203686015,0.8737064185960729
Aloft.Value,1,NA,NA,NA,NA,0,NA,NA
CpG,1,NA,0.795005975784561,0.204995498066036,0.409990996132073,9874,0.9982355203686015,0.41987649018399015
GC,1,NA,0.969090226607846,0.0309100282537417,0.0618200565074834,9874,0.9982355203686015,0.41987649018399015
Fathmm.XF,1,NA,0.99983502250519,1.64979743878624e-4,3.29959487757248e-4,9847,1,0.18675707007060238
CADD.RawScore,2,NA,0.259512389134315,0.740488261944452,0.519024778268631,14378,0.9982355203686015,0.7490908959080604
CADD.PHRED,2,NA,0.315042196462327,0.684958517614358,0.630084392924653,14378,0.9982355203686015,0.6991641496298046
SIFTval,2,NA,0.551980455431121,0.465291625850217,0.930583251700433,18,0.9982355203686015,0.5148681529447171
PolyPhenVal,2,NA,0.611805784115146,0.406448439486165,0.812896878972329,19,0.9982355203686015,0.47977021219847626
priPhyloP,2,NA,0.376564442127949,0.623436352099461,0.753128884255898,14350,0.9982355203686015,0.6445022379694884
mamPhyloP,2,NA,0.327621479689919,0.672379248777888,0.655242959379837,14350,0.9982355203686015,0.6875639653266208
verPhyloP,2,NA,0.425949155302347,0.574051635531685,0.851898310604693,14350,0.9982355203686015,0.5983668981785152
GerpN,2,NA,0.138860805586606,0.861139641088191,0.277721611173212,14378,0.9982355203686015,0.8649601363902681
GerpS,2,NA,0.78943844414856,0.210562138056628,0.421124276113256,14378,0.9982355203686015,0.41987649018399015
bStatistic,2,NA,0.685294899033562,0.314705911659906,0.629411823319811,14121,0.9982355203686015,0.43497813430892995
LINSIGHT,2,NA,0.780910396431062,0.219090218555122,0.438180437110245,14338,0.9982355203686015,0.41987649018399015
Funseq.Value,2,NA,0.824245297348657,0.178743665830248,0.357487331660496,62,0.9982355203686015,0.41987649018399015
Aloft.Value,2,NA,NA,NA,NA,0,NA,NA
CpG,2,NA,0.570307953607589,0.42969320130677,0.85938640261354,14378,0.9982355203686015,0.4953286190216535
GC,2,NA,0.657099123989869,0.342901640691319,0.685803281382637,14378,0.9982355203686015,0.45135425263089896
Fathmm.XF,2,NA,0.994965065072887,0.005034964334921,0.010069928669842,14338,1,0.41987649018399015
CADD.RawScore,3,NA,0.650377549398226,0.349623043396369,0.699246086792738,16728,0.9982355203686015,0.45615220784381877
CADD.PHRED,3,NA,0.655113910127015,0.344886679900939,0.689773359801878,16728,0.9982355203686015,0.453439862541072
SIFTval,3,NA,0.370148673653597,0.647585883076264,0.740297347307194,18,0.9982355203686015,0.6664247451293916
PolyPhenVal,3,NA,0.973862513918185,0.0291440916761781,0.0582881833523563,18,0.9982355203686015,0.41987649018399015
priPhyloP,3,NA,0.568967082906282,0.431033570532944,0.862067141065887,16690,0.9982355203686015,0.49586382301147625
mamPhyloP,3,NA,0.732121211403466,0.267879318400798,0.535758636801596,16690,0.9982355203686015,0.41987649018399015
verPhyloP,3,NA,0.66790599485289,0.332094589151925,0.66418917830385,16690,0.9982355203686015,0.4471793953460906
GerpN,3,NA,0.351239663929688,0.64876093220969,0.702479327859376,16728,0.9982355203686015,0.6670275887932509
GerpS,3,NA,0.824671053588681,0.175329360803295,0.35065872160659,16728,0.9982355203686015,0.41987649018399015
bStatistic,3,NA,0.0492190385145453,0.95078114335594,0.0984380770290905,16410,0.9982355203686015,0.953307576863529
LINSIGHT,3,NA,0.575021070443259,0.424979581648476,0.849959163296952,16661,0.9982355203686015,0.49266338444885016
Funseq.Value,3,NA,0.935125656015966,0.0665590237261706,0.133118047452341,55,0.9982355203686015,0.41987649018399015
Aloft.Value,3,NA,1,0.5,1,1,1,0.5364928909952607
CpG,3,NA,0.75453987276203,0.245460849526757,0.490921699053514,16728,0.9982355203686015,0.41987649018399015
GC,3,NA,0.788518244942961,0.211482234077879,0.422964468155758,16728,0.9982355203686015,0.41987649018399015
Fathmm.XF,3,NA,0.30505652874861,0.694944036209763,0.610113057497219,16661,0.9982355203686015,0.7074430296667732
FIRE Score,1,NA,0.532182105204491,0.467819299897954,0.935638599795908,9888,0.9982355203686015,0.516760473042165
FIRE Score,2,NA,0.869121358231515,0.130879068787426,0.261758137574851,14401,0.9982355203686015,0.41987649018399015
FIRE Score,3,NA,0.378418967093087,0.621581643433543,0.756837934186175,16734,0.9982355203686015,0.6431722306826058
Enformer:ENCFF093VXI,1,AVE,0.899820322369479,0.100188847860763,0.200377695721527,1873,0.9982355203686015,0.41987649018399015
Enformer:ENCFF093VXI,1,TSS,0.751057861679406,0.248958683612001,0.497917367224002,1873,0.9982355203686015,0.41987649018399015
Enformer:ENCFF093VXI,2,AVE,0.72553390123823,0.274483966106408,0.548967932212816,1873,0.9982355203686015,0.41987649018399015
Enformer:ENCFF093VXI,2,TSS,0.661614358757277,0.338405226242373,0.676810452484746,1873,0.9982355203686015,0.4486001784044574
Enformer:ENCFF093VXI,3,AVE,0.76125302306937,0.238764876410988,0.477529752821975,1821,0.9982355203686015,0.41987649018399015
Enformer:ENCFF093VXI,3,TSS,0.946928354012429,0.0530779028916013,0.106155805783203,1821,0.9982355203686015,0.41987649018399015
Enformer:ENCFF915DFR,1,AVE,0.865174175536649,0.134837144510043,0.269674289020085,1873,0.9982355203686015,0.41987649018399015
Enformer:ENCFF915DFR,1,TSS,0.849966331779652,0.150045837139557,0.300091674279114,1873,0.9982355203686015,0.41987649018399015
Enformer:ENCFF915DFR,2,AVE,0.834849297728251,0.165164002916558,0.330328005833116,1873,0.9982355203686015,0.41987649018399015
Enformer:ENCFF915DFR,2,TSS,0.809796574000055,0.190217967032553,0.380435934065106,1873,0.9982355203686015,0.41987649018399015
Enformer:ENCFF915DFR,3,AVE,0.694864410227008,0.30515581976999,0.61031163953998,1821,0.9982355203686015,0.4265235997982168
Enformer:ENCFF915DFR,3,TSS,0.929405162502486,0.0706026413060204,0.141205282612041,1821,0.9982355203686015,0.41987649018399015
Enformer:ENCFF776DPQ,1,AVE,0.871202913490664,0.128808054867821,0.257616109735641,1873,0.9982355203686015,0.41987649018399015
Enformer:ENCFF776DPQ,1,TSS,0.914121049942123,0.0858871331875762,0.171774266375152,1873,0.9982355203686015,0.41987649018399015
Enformer:ENCFF776DPQ,2,AVE,0.737006902402688,0.26301056945382,0.526021138907641,1873,0.9982355203686015,0.41987649018399015
Enformer:ENCFF776DPQ,2,TSS,0.69832132382719,0.301697341680787,0.603394683361574,1873,0.9982355203686015,0.4254919637753428
Enformer:ENCFF776DPQ,3,AVE,0.597061683612884,0.402960666977769,0.805921333955539,1821,0.9982355203686015,0.47739733378067667
Enformer:ENCFF776DPQ,3,TSS,0.822928151875859,0.177086844247424,0.354173688494847,1821,0.9982355203686015,0.41987649018399015
Enformer:ENCFF279CYY,1,AVE,0.984251918497196,0.0157501421188324,0.0315002842376649,1873,0.9982355203686015,0.41987649018399015
Enformer:ENCFF279CYY,1,TSS,0.976695878513664,0.023306996679961,0.046613993359922,1873,0.9982355203686015,0.41987649018399015
Enformer:ENCFF279CYY,2,AVE,0.946173016681728,0.0538328451074215,0.107665690214843,1873,0.9982355203686015,0.41987649018399015
Enformer:ENCFF279CYY,2,TSS,0.762496382229631,0.237520185263564,0.475040370527127,1873,0.9982355203686015,0.41987649018399015
