ANNOTATION,MEDIATOR,TEST,POTENTIAL_SET,TYPE,TEST_STAT,GREATER,LESS,TWO_SIDED,GREATER.ADJ,LESS.ADJ
Promoter,Maximum AF Diff,Correlation Test,2,NA,-0.006571688,0.732048388,0.26795161,0.535903223,0.9998962,0.6457916030744681
Promoter,Maximum AF Diff,Correlation Test,3,NA,0.004399841,0.335210033,0.66478997,0.670420067,0.9998962,0.8302142192748092
TF binding site,Maximum AF Diff,Correlation Test,1,NA,-0.002204013,0.57391876,0.42608124000000003,0.8521625,0.9998962,0.7246584698345865
TF binding site,Maximum AF Diff,Correlation Test,2,NA,-0.01160358,0.863065,0.136935,0.27387,0.9998962,0.5825242318695653
TF binding site,Maximum AF Diff,Correlation Test,3,NA,-0.01016054,0.83737758,0.16262242,0.3252448,0.9998962,0.5839301307272727
CADD.RawScore,Maximum AF Diff,Correlation Test,1,NA,-0.02613956,0.9862522,0.01374782,0.02749564,0.9998962,0.38104934780487804
CADD.RawScore,Maximum AF Diff,Correlation Test,2,NA,-0.01302694,0.8895753,0.11042467,0.22084934,0.9998962,0.543641683451695
CADD.RawScore,Maximum AF Diff,Correlation Test,3,NA,-0.01051616,0.8449766,0.15502344,0.31004689,0.9998962,0.5839301307272727
CADD.PHRED,Maximum AF Diff,Correlation Test,1,NA,-0.02535089,0.9837366,0.0162634,0.0325268,0.9998962,0.4020123377234042
CADD.PHRED,Maximum AF Diff,Correlation Test,2,NA,-0.013452799999999999,0.8969386,0.1030614,0.2061228,0.9998962,0.5329392479904109
CADD.PHRED,Maximum AF Diff,Correlation Test,3,NA,-0.01112541,0.8585748,0.14142521,0.28285042,0.9998962,0.5825242318695653
SIFTval,Maximum AF Diff,Correlation Test,1,NA,0.45828661,0.04289615,0.95710385,0.08579229,0.9998962,0.9613538670959146
SIFTval,Maximum AF Diff,Correlation Test,2,NA,0.0925317,0.40641789,0.59358211,0.81283578,0.9998962,0.8039659845143541
SIFTval,Maximum AF Diff,Correlation Test,3,NA,-0.53754746,0.93223113,0.06776887,0.13553774,0.9998962,0.49183011026582274
PolyPhenVal,Maximum AF Diff,Correlation Test,1,NA,-0.2705622,0.8353018,0.164698242,0.329396484,0.9998962,0.5839301307272727
PolyPhenVal,Maximum AF Diff,Correlation Test,2,NA,-0.6089557,0.9691595,0.030840479,0.061680959,0.9998962,0.41115720387209304
PolyPhenVal,Maximum AF Diff,Correlation Test,3,NA,0.3616652,0.1694395,0.830560457,0.338879087,0.9998962,0.8984891129885276
priPhyloP,Maximum AF Diff,Correlation Test,1,NA,-0.009608178,0.79078078,0.209219216,0.41843843,0.9998962,0.6050053359015151
priPhyloP,Maximum AF Diff,Correlation Test,2,NA,0.02078195,0.02552829,0.974471714,0.05105657,0.9998962,0.9761979703578387
priPhyloP,Maximum AF Diff,Correlation Test,3,NA,-0.008058626,0.78133786,0.21866214,0.43732428,0.9998962,0.6050235955058394
mamPhyloP,Maximum AF Diff,Correlation Test,1,NA,-0.04029077,0.99965599,3.440136e-4,6.880272e-4,0.9998962,0.1296931272
mamPhyloP,Maximum AF Diff,Correlation Test,2,NA,0.01420999,0.09110965,0.9088903525,0.1822192949,0.9998962,0.9345045351613636
mamPhyloP,Maximum AF Diff,Correlation Test,3,NA,0.004351996,0.33744134,0.6625586632,0.6748826736,0.9998962,0.8302142192748092
verPhyloP,Maximum AF Diff,Correlation Test,1,NA,-0.03714534,0.99912337,8.766295e-4,0.001753259,0.9998962,0.24786699112500002
verPhyloP,Maximum AF Diff,Correlation Test,2,NA,0.001795907,0.43306303,0.5669369675,0.866126065,0.9998962,0.78869091050738
verPhyloP,Maximum AF Diff,Correlation Test,3,NA,-0.001240032,0.54756705,0.4524329499,0.9048659,0.9998962,0.7415113527489177
GerpN,Maximum AF Diff,Correlation Test,1,NA,-0.02428702,0.9797264,0.0202735584,0.0405471167,0.9998962,0.41115720387209304
GerpN,Maximum AF Diff,Correlation Test,2,NA,-0.03762466,0.9997977,2.022962e-4,4.045923e-4,0.9998962,0.1143985011
GerpN,Maximum AF Diff,Correlation Test,3,NA,-0.007248617,0.757942,0.242058005,0.4841160099,0.9998962,0.622199099215909
GerpS,Maximum AF Diff,Correlation Test,1,NA,-0.01213418,0.84688527,0.15311473,0.30622946,0.9998962,0.5825242318695653
GerpS,Maximum AF Diff,Correlation Test,2,NA,0.007948249,0.22754478,0.77245522,0.45508956,0.9998962,0.8720008879088207
GerpS,Maximum AF Diff,Correlation Test,3,NA,0.001575085,0.43957823,0.56042177,0.87915647,0.9998962,0.7873751824472051
bStatistic,Maximum AF Diff,Correlation Test,1,NA,0.007707055,0.26009506,0.739904935,0.52019013,0.9998962,0.8600539378057553
bStatistic,Maximum AF Diff,Correlation Test,2,NA,0.01475141,0.08482293,0.9151770679,0.169645864,0.9998962,0.9367106459682352
bStatistic,Maximum AF Diff,Correlation Test,3,NA,-0.02608074,0.9936387,0.0063613005,0.012722601,0.9998962,0.3731704218387097
LINSIGHT,Maximum AF Diff,Correlation Test,1,NA,0.007045879,0.27654409,0.7234559,0.5530882,0.9998962,0.8568109117025907
LINSIGHT,Maximum AF Diff,Correlation Test,2,NA,0.006311272,0.27683346,0.7231665,0.5536669,0.9998962,0.8568109117025907
LINSIGHT,Maximum AF Diff,Correlation Test,3,NA,0.00219417,0.41627015,0.5837298,0.8325403,0.9998962,0.7973410673913044
Funseq.Value,Maximum AF Diff,Correlation Test,1,NA,-0.285638743,0.9492441,0.0507559,0.10151179,0.9998962,0.44847596015625
Funseq.Value,Maximum AF Diff,Correlation Test,2,NA,0.044336256,0.40017461,0.59982539,0.80034923,0.9998962,0.8042540021765402
Funseq.Value,Maximum AF Diff,Correlation Test,3,NA,0.127513049,0.25095416,0.74904584,0.50190831,0.9998962,0.8627187153593909
Aloft.Value,Maximum AF Diff,Correlation Test,1,NA,NA,NA,NA,NA,NA,NA
Aloft.Value,Maximum AF Diff,Correlation Test,2,NA,NA,NA,NA,NA,NA,NA
Aloft.Value,Maximum AF Diff,Correlation Test,3,NA,NA,NA,NA,NA,NA,NA
CpG,Maximum AF Diff,Correlation Test,1,NA,0.001488784,0.4500515,0.549948476,0.90010305,0.9998962,0.786335937238938
CpG,Maximum AF Diff,Correlation Test,2,NA,-0.02575268,0.9922512,0.007748811,0.01549762,0.9998962,0.3731704218387097
CpG,Maximum AF Diff,Correlation Test,3,NA,0.003487463,0.3681956,0.631804378,0.73639124,0.9998962,0.8280078233117033
GC,Maximum AF Diff,Correlation Test,1,NA,-0.01765136,0.9316827,0.06831733,0.1366347,0.9998962,0.49183011026582274
GC,Maximum AF Diff,Correlation Test,2,NA,-0.0206043,0.9735978,0.02640221,0.05280442,0.9998962,0.41115720387209304
GC,Maximum AF Diff,Correlation Test,3,NA,0.01070889,0.1506314,0.8493686,0.3012628,0.9998962,0.908832437653737
Fathmm.XF,Maximum AF Diff,Correlation Test,1,NA,-0.009251969,0.7819689,0.2180311,0.4360622,0.9998962,0.6050235955058394
Fathmm.XF,Maximum AF Diff,Correlation Test,2,NA,-0.03951498,0.9998962,1.037727e-4,2.075453e-4,0.9998962,0.1143985011
Fathmm.XF,Maximum AF Diff,Correlation Test,3,NA,-0.01549028,0.9322596,0.06774041,0.1354808,0.9998962,0.49183011026582274
FIRE Score,Maximum AF Diff,Correlation Test,1,NA,-0.005189746,0.6693036,0.330696368,0.66139269999999994,0.9998962,0.6755920033255814
FIRE Score,Maximum AF Diff,Correlation Test,2,NA,0.02186204,0.01980022,0.980199777,0.03960045,0.9998962,0.9810672104309734
FIRE Score,Maximum AF Diff,Correlation Test,3,NA,0.01798752,0.04108822,0.958911776,0.08217645,0.9998962,0.9623151895794143
ENCFF093VXI,Maximum AF Diff,Correlation Test,1,TSS,-0.006182188,0.59844698,0.401553018,0.8031060361,0.9998962,0.7188968989090909
ENCFF093VXI,Maximum AF Diff,Correlation Test,1,AVE,0.01026777,0.33939713,0.6606028719,0.6787942562,0.9998962,0.8302142192748092
ENCFF093VXI,Maximum AF Diff,Correlation Test,2,TSS,0.002126279,0.46767335,0.532326653,0.9353466939,0.9998962,0.775852376988402
ENCFF093VXI,Maximum AF Diff,Correlation Test,2,AVE,0.001484922,0.47741147,0.5225885292,0.9548229416,0.9998962,0.7750991366429496
ENCFF093VXI,Maximum AF Diff,Correlation Test,3,TSS,-0.02869616,0.84846699,0.151533014,0.3030660279,0.9998962,0.5825242318695653
ENCFF093VXI,Maximum AF Diff,Correlation Test,3,AVE,-0.02335098,0.79898138,0.2010186175,0.4020372351,0.9998962,0.6012879271893506
ENCFF915DFR,Maximum AF Diff,Correlation Test,1,TSS,-0.02231813,0.815993,0.1840070013,0.368014003,0.9998962,0.5949007789155125
ENCFF915DFR,Maximum AF Diff,Correlation Test,1,AVE,-0.01274107,0.69632741,0.3036725879,0.607345176,0.9998962,0.6593681170210325
ENCFF915DFR,Maximum AF Diff,Correlation Test,2,TSS,-0.02224295,0.80197484,0.1980251595,0.396050319,0.9998962,0.6012879271893506
ENCFF915DFR,Maximum AF Diff,Correlation Test,2,AVE,-0.02103776,0.78892616,0.2110738417,0.422147683,0.9998962,0.6050053359015151
ENCFF915DFR,Maximum AF Diff,Correlation Test,3,TSS,-0.03229235,0.87677359,0.1232264102,0.24645282,0.9998962,0.564247246705263
ENCFF915DFR,Maximum AF Diff,Correlation Test,3,AVE,-0.02397364,0.80519911,0.1948008939,0.389601788,0.9998962,0.5991046315842391
ENCFF776DPQ,Maximum AF Diff,Correlation Test,1,TSS,-0.034925200000000003,0.92057641,0.079423588,0.15884718,0.9998962,0.5010258953204421
ENCFF776DPQ,Maximum AF Diff,Correlation Test,1,AVE,-0.03487936,0.92030243,0.079697566,0.15939513,0.9998962,0.5010258953204421
ENCFF776DPQ,Maximum AF Diff,Correlation Test,2,TSS,-0.005684935,0.58585211,0.414147895,0.82829579,0.9998962,0.7200892889480858
ENCFF776DPQ,Maximum AF Diff,Correlation Test,2,AVE,-0.00519683,0.5785814,0.421418603,0.84283721,0.9998962,0.7232540819317148
ENCFF776DPQ,Maximum AF Diff,Correlation Test,3,TSS,-0.05788058,0.98117291,0.018827094,0.03765419,0.9998962,0.41115720387209304
ENCFF776DPQ,Maximum AF Diff,Correlation Test,3,AVE,-0.05076909,0.96583766,0.034162337,0.06832467,0.9998962,0.41545809835483877
ENCFF279CYY,Maximum AF Diff,Correlation Test,1,TSS,0.002346252,0.46230666,0.5376933392,0.924613322,0.9998962,0.77965534184
ENCFF279CYY,Maximum AF Diff,Correlation Test,1,AVE,0.006249669,0.40050084,0.5994991561,0.801001688,0.9998962,0.8042540021765402
ENCFF279CYY,Maximum AF Diff,Correlation Test,2,TSS,0.02264132,0.19382137,0.8061786304,0.387642739,0.9998962,0.8878895456962026
ENCFF279CYY,Maximum AF Diff,Correlation Test,2,AVE,0.01871699,0.2375719,0.762428099,0.475143802,0.9998962,0.8685974531117824
ENCFF279CYY,Maximum AF Diff,Correlation Test,3,TSS,-0.01353008,0.68634095,0.3136590505,0.627318101,0.9998962,0.6650613180783583
ENCFF279CYY,Maximum AF Diff,Correlation Test,3,AVE,-0.01480865,0.70242558,0.2975744167,0.595148833,0.9998962,0.6577237792934363
ENCFF340JIF,Maximum AF Diff,Correlation Test,1,TSS,-0.02378875,0.831355,0.1686449955,0.3372899911,0.9998962,0.5858830682012195
ENCFF340JIF,Maximum AF Diff,Correlation Test,1,AVE,-0.02996872,0.88665066,0.113349343,0.2266986859,0.9998962,0.543641683451695
ENCFF340JIF,Maximum AF Diff,Correlation Test,2,TSS,-0.004600614,0.5696641,0.4303359036,0.8606718073,0.9998962,0.7289628097198211
ENCFF340JIF,Maximum AF Diff,Correlation Test,2,AVE,-0.009245348,0.63785343,0.3621465743,0.7242931486,0.9998962,0.6930419213761422
ENCFF340JIF,Maximum AF Diff,Correlation Test,3,TSS,-0.03386512,0.88791006,0.1120899392,0.2241798783,0.9998962,0.543641683451695
ENCFF340JIF,Maximum AF Diff,Correlation Test,3,AVE,-0.04711735,0.95463816,0.0453618395,0.0907236789,0.9998962,0.4242789468595042
ENCFF313LYI,Maximum AF Diff,Correlation Test,1,TSS,0.02789271,0.13026719,0.86973281,0.26053438,0.9998962,0.9134036100304991
ENCFF313LYI,Maximum AF Diff,Correlation Test,1,AVE,0.0244271,0.162241032,0.837758968,0.32448206,0.9998962,0.9015274907783065
ENCFF313LYI,Maximum AF Diff,Correlation Test,2,TSS,0.01172574,0.327306064,0.672693936,0.65461213,0.9998962,0.8302142192748092
ENCFF313LYI,Maximum AF Diff,Correlation Test,2,AVE,0.0166663,0.262427219,0.737572781,0.52485444,0.9998962,0.8599946549597939
ENCFF313LYI,Maximum AF Diff,Correlation Test,3,TSS,-0.00895729,0.626050035,0.373949965,0.74789993,0.9998962,0.6984308796980583
ENCFF313LYI,Maximum AF Diff,Correlation Test,3,AVE,-0.003096275,0.544231494,0.455768506,0.91153701,0.9998962,0.7416894680374101
ENCFF831ZHL,Maximum AF Diff,Correlation Test,1,TSS,-1.866396e-4,0.50300287,0.496997128,0.993994256,0.9998962,0.7689517808043775
ENCFF831ZHL,Maximum AF Diff,Correlation Test,1,AVE,0.003904253,0.43744168,0.5625583245,0.874883351,0.9998962,0.787614766410891
ENCFF831ZHL,Maximum AF Diff,Correlation Test,2,TSS,-0.006450391,0.59719432,0.4028056819,0.8056113639,0.9998962,0.7188968989090909
ENCFF831ZHL,Maximum AF Diff,Correlation Test,2,AVE,-0.008677134,0.62969578,0.3703042242,0.7406084484,0.9998962,0.69833394813
ENCFF831ZHL,Maximum AF Diff,Correlation Test,3,TSS,-0.01323621,0.68259198,0.3174080175,0.634816035,0.9998962,0.6685073888128491
ENCFF831ZHL,Maximum AF Diff,Correlation Test,3,AVE,-0.009085953,0.6277979,0.3722021008,0.7444042016,0.9998962,0.6984308796980583
ENCFF039HDL,Maximum AF Diff,Correlation Test,1,TSS,-0.003858339,0.56182858,0.438171422,0.876342844,0.9998962,0.7330944945
ENCFF039HDL,Maximum AF Diff,Correlation Test,1,AVE,-0.003082585,0.54946928,0.450530721,0.901061442,0.9998962,0.7415113527489177
ENCFF039HDL,Maximum AF Diff,Correlation Test,2,TSS,-0.004701602,0.57117715,0.428822852,0.857645704,0.9998962,0.7282261946126125
ENCFF039HDL,Maximum AF Diff,Correlation Test,2,AVE,-0.003006046,0.54565219,0.454347805,0.908695611,0.9998962,0.7415113527489177
ENCFF039HDL,Maximum AF Diff,Correlation Test,3,TSS,-0.0186654,0.74850908,0.251490916,0.502981832,0.9998962,0.6329297037935842
ENCFF039HDL,Maximum AF Diff,Correlation Test,3,AVE,-0.01856694,0.74738132,0.25261868,0.505237361,0.9998962,0.6329297037935842
ENCFF028KBY,Maximum AF Diff,Correlation Test,1,TSS,-0.02071062,0.79823871,0.2017612931,0.403522586,0.9998962,0.6012879271893506
ENCFF028KBY,Maximum AF Diff,Correlation Test,1,AVE,-0.02373901,0.83084919,0.1691508066,0.338301613,0.9998962,0.5858830682012195
ENCFF028KBY,Maximum AF Diff,Correlation Test,2,TSS,0.01157234,0.32942138,0.6705786233,0.658842753,0.9998962,0.8302142192748092
ENCFF028KBY,Maximum AF Diff,Correlation Test,2,AVE,0.008992797,0.3657649,0.6342351047,0.731529791,0.9998962,0.8286534486851211
ENCFF028KBY,Maximum AF Diff,Correlation Test,3,TSS,-0.0367628,0.90650899,0.0934910142,0.186982028,0.9998962,0.5295031957323943
ENCFF028KBY,Maximum AF Diff,Correlation Test,3,AVE,-0.03912271,0.91988953,0.0801104686,0.160220937,0.9998962,0.5010258953204421
ENCFF309OEW,Maximum AF Diff,Correlation Test,1,TSS,0.003050058,0.45105007,0.548949934,0.902100131,0.9998962,0.786335937238938
ENCFF309OEW,Maximum AF Diff,Correlation Test,1,AVE,0.001590233,0.47443178,0.52556822,0.94886356,0.9998962,0.7750991366429496
ENCFF309OEW,Maximum AF Diff,Correlation Test,2,TSS,0.02433276,0.17658528,0.82341472,0.353170561,0.9998962,0.8955176474654511
ENCFF309OEW,Maximum AF Diff,Correlation Test,2,AVE,0.02344038,0.18555469,0.81444531,0.37110938,0.9998962,0.8923108936321393
ENCFF309OEW,Maximum AF Diff,Correlation Test,3,TSS,-0.0174148,0.73398854,0.266011459,0.532022918,0.9998962,0.6457916030744681
ENCFF309OEW,Maximum AF Diff,Correlation Test,3,AVE,-0.01643332,0.72230286,0.277697141,0.555394282,0.9998962,0.6502597649503105
ENCFF601YET,Maximum AF Diff,Correlation Test,1,TSS,-0.02371912,0.8306467,0.1693532834,0.3387065667,0.9998962,0.5858830682012195
ENCFF601YET,Maximum AF Diff,Correlation Test,1,AVE,-0.02478829,0.8413115,0.1586885228,0.3173770455,0.9998962,0.5839301307272727
ENCFF601YET,Maximum AF Diff,Correlation Test,2,TSS,-0.00356759,0.5541319,0.4458681087,0.8917362174,0.9998962,0.7372468288592104
ENCFF601YET,Maximum AF Diff,Correlation Test,2,AVE,-0.00118796,0.5180746,0.4819253687,0.9638507374,0.9998962,0.7601918995811716
ENCFF601YET,Maximum AF Diff,Correlation Test,3,TSS,-0.0368761,0.9071869,0.0928131048,0.1856262096,0.9998962,0.5295031957323943
ENCFF601YET,Maximum AF Diff,Correlation Test,3,AVE,-0.04210338,0.9346584,0.0653416012,0.1306832023,0.9998962,0.49183011026582274
ENCFF803DJF,Maximum AF Diff,Correlation Test,1,TSS,-0.04520411,0.96592467,0.034075326,0.06815065,0.9998962,0.41545809835483877
ENCFF803DJF,Maximum AF Diff,Correlation Test,1,AVE,-0.05176806,0.98165519,0.018344807,0.03668961,0.9998962,0.41115720387209304
ENCFF803DJF,Maximum AF Diff,Correlation Test,2,TSS,0.03667599,0.080802,0.919198004,0.16160399,0.9998962,0.937736241597836
ENCFF803DJF,Maximum AF Diff,Correlation Test,2,AVE,0.02000222,0.22267764,0.777322358,0.44535528,0.9998962,0.8720008879088207
ENCFF803DJF,Maximum AF Diff,Correlation Test,3,TSS,-0.01961815,0.75928402,0.240715979,0.48143196,0.9998962,0.6220957722656036
ENCFF803DJF,Maximum AF Diff,Correlation Test,3,AVE,-0.01843934,0.74591575,0.254084246,0.50816849,0.9998962,0.6343692764370862
ENCFF775CVC,Maximum AF Diff,Correlation Test,1,TSS,0.009513943,0.35059857,0.6494014,0.7011971464,0.9998962,0.8302142192748092
ENCFF775CVC,Maximum AF Diff,Correlation Test,1,AVE,0.01132941,0.32386126,0.6761387,0.6477225156,0.9998962,0.8312096409782609
ENCFF775CVC,Maximum AF Diff,Correlation Test,2,TSS,0.007573206,0.3863176,0.6136824,0.772635204,0.9998962,0.8117833852631577
ENCFF775CVC,Maximum AF Diff,Correlation Test,2,AVE,0.003962115,0.43992502,0.560075,0.8798500471,0.9998962,0.7873751824472051
ENCFF775CVC,Maximum AF Diff,Correlation Test,3,TSS,-0.02412578,0.80670043,0.1932996,0.3865991321,0.9998962,0.5989639660273972
ENCFF775CVC,Maximum AF Diff,Correlation Test,3,AVE,-0.0178414,0.73898898,0.261011,0.5220220367,0.9998962,0.6390847964090909
ENCFF600UCV,Maximum AF Diff,Correlation Test,1,TSS,-0.03669116,0.93059659,0.069403406,0.138806812,0.9998962,0.4936808313584906
ENCFF600UCV,Maximum AF Diff,Correlation Test,1,AVE,-0.04309172,0.95895554,0.041044463,0.082088926,0.9998962,0.4242789468595042
ENCFF600UCV,Maximum AF Diff,Correlation Test,2,TSS,7.400003e-4,0.48873865,0.51126135,0.9774773,0.9998962,0.7720114644192255
ENCFF600UCV,Maximum AF Diff,Correlation Test,2,AVE,0.001956727,0.47024613,0.529753875,0.940492251,0.9998962,0.7750991366429496
ENCFF600UCV,Maximum AF Diff,Correlation Test,3,TSS,-0.008260726,0.61654318,0.383456824,0.766913648,0.9998962,0.7006295120258481
ENCFF600UCV,Maximum AF Diff,Correlation Test,3,AVE,-0.006662218,0.59446842,0.405531584,0.811063168,0.9998962,0.7188968989090909
ENCFF839SCO,Maximum AF Diff,Correlation Test,1,TSS,-0.02153925,0.80751527,0.192484734,0.38496947,0.9998962,0.5989639660273972
ENCFF839SCO,Maximum AF Diff,Correlation Test,1,AVE,-0.02271196,0.8201899,0.179810103,0.35962021,0.9998962,0.5942239774098836
ENCFF839SCO,Maximum AF Diff,Correlation Test,2,TSS,0.04060679,0.0605912,0.939408797,0.12118241,0.9998962,0.9472504661176471
ENCFF839SCO,Maximum AF Diff,Correlation Test,2,AVE,0.04067319,0.06028734,0.939712664,0.12057467,0.9998962,0.9472504661176471
ENCFF839SCO,Maximum AF Diff,Correlation Test,3,TSS,-0.06404363,0.98928607,0.01071393,0.02142786,0.9998962,0.3749773652368421
ENCFF839SCO,Maximum AF Diff,Correlation Test,3,AVE,-0.06538813,0.99058184,0.009418159,0.01883632,0.9998962,0.3731704218387097
ENCFF557SNT,Maximum AF Diff,Correlation Test,1,TSS,-0.03198342,0.9015125,0.0984874717,0.1969749434,0.9998962,0.5295031957323943
ENCFF557SNT,Maximum AF Diff,Correlation Test,1,AVE,-0.0658791,0.9960905,0.0039095089,0.0078190177,0.9998962,0.3731704218387097
ENCFF557SNT,Maximum AF Diff,Correlation Test,2,TSS,0.0184007,0.2413194,0.7586806436,0.4826387128,0.9998962,0.8676115347943377
ENCFF557SNT,Maximum AF Diff,Correlation Test,2,AVE,0.02344101,0.1855483,0.8144517253,0.3710965494,0.9998962,0.8923108936321393
ENCFF557SNT,Maximum AF Diff,Correlation Test,3,TSS,-0.0503105,0.9645699,0.0354300522,0.0708601044,0.9998962,0.4183085921625
ENCFF557SNT,Maximum AF Diff,Correlation Test,3,AVE,-0.003871117,0.5552366,0.4447634075,0.889526815,0.9998962,0.7364969456551976
ENCFF344JQP,Maximum AF Diff,Correlation Test,1,TSS,-0.01064443,0.66614786,0.3338521417,0.667704283,0.9998962,0.6755920033255814
ENCFF344JQP,Maximum AF Diff,Correlation Test,1,AVE,0.009264912,0.35432831,0.6456716898,0.70865662,0.9998962,0.8302142192748092
ENCFF344JQP,Maximum AF Diff,Correlation Test,2,TSS,-0.01095005,0.66194165,0.3380583482,0.676116696,0.9998962,0.6779148791031915
ENCFF344JQP,Maximum AF Diff,Correlation Test,2,AVE,-0.007934735,0.61894951,0.3810504908,0.762100982,0.9998962,0.6984308796980583
ENCFF344JQP,Maximum AF Diff,Correlation Test,3,TSS,-0.06531889,0.99051862,0.0094813838,0.018962768,0.9998962,0.3731704218387097
ENCFF344JQP,Maximum AF Diff,Correlation Test,3,AVE,-0.06487578,0.99010516,0.009894843,0.019789686,0.9998962,0.3731704218387097
ENCFF535BIH,Maximum AF Diff,Correlation Test,1,TSS,0.01853797,0.2273211,0.772678938,0.45464212,0.9998962,0.8720008879088207
ENCFF535BIH,Maximum AF Diff,Correlation Test,1,AVE,-0.002144627,0.5344626,0.465537384,0.93107477,0.9998962,0.7468408245446808
ENCFF535BIH,Maximum AF Diff,Correlation Test,2,TSS,0.01441085,0.2912224,0.708777563,0.58244487,0.9998962,0.8510443744267517
ENCFF535BIH,Maximum AF Diff,Correlation Test,2,AVE,0.02857877,0.1377394,0.86226058,0.27547884,0.9998962,0.9111354972972973
ENCFF535BIH,Maximum AF Diff,Correlation Test,3,TSS,-0.03705983,0.9082785,0.091721466,0.18344293,0.9998962,0.5295031957323943
ENCFF535BIH,Maximum AF Diff,Correlation Test,3,AVE,-0.0212646,0.7772973,0.222702699,0.4454054,0.9998962,0.6098710715956417
ENCFF105MPH,Maximum AF Diff,Correlation Test,1,TSS,-0.03068006,0.8920705,0.107929491,0.215858983,0.9998962,0.543641683451695
ENCFF105MPH,Maximum AF Diff,Correlation Test,1,AVE,-0.04615785,0.9687361,0.031263943,0.062527885,0.9998962,0.41115720387209304
ENCFF105MPH,Maximum AF Diff,Correlation Test,2,TSS,0.0194396,0.2291314,0.770868643,0.458262714,0.9998962,0.8720008879088207
ENCFF105MPH,Maximum AF Diff,Correlation Test,2,AVE,0.009477676,0.3588288,0.641171186,0.717657628,0.9998962,0.8302142192748092
ENCFF105MPH,Maximum AF Diff,Correlation Test,3,TSS,-0.01038404,0.6452798,0.354720236,0.709440472,0.9998962,0.6837195591669506
ENCFF105MPH,Maximum AF Diff,Correlation Test,3,AVE,-0.009379218,0.631772,0.368228007,0.736456015,0.9998962,0.6964312306304348
ENCFF424MMT,Maximum AF Diff,Correlation Test,1,TSS,-0.001373738,0.5220912,0.477908815,0.95581763,0.9998962,0.7570248864285714
ENCFF424MMT,Maximum AF Diff,Correlation Test,1,AVE,-0.006096388,0.5971082,0.402891843,0.805783686,0.9998962,0.7188968989090909
ENCFF424MMT,Maximum AF Diff,Correlation Test,2,TSS,-0.01337623,0.6950933,0.304906742,0.609813484,0.9998962,0.6593681170210325
ENCFF424MMT,Maximum AF Diff,Correlation Test,2,AVE,-0.003080806,0.5467824,0.453217589,0.906435178,0.9998962,0.7415113527489177
ENCFF424MMT,Maximum AF Diff,Correlation Test,3,TSS,-0.05677331,0.9792635,0.020736485,0.04147297,0.9998962,0.41115720387209304
ENCFF424MMT,Maximum AF Diff,Correlation Test,3,AVE,-0.05423359,0.9742584,0.025741633,0.051483267,0.9998962,0.41115720387209304
ENCFF107LDM,Maximum AF Diff,Correlation Test,1,TSS,0.0217245,0.190447,0.80955301,0.38089398,0.9998962,0.8898002471428572
